,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Ordinary Shares Number,393120000.0,393120000.0,393120000.0,393120000.0
Share Issued,393120000.0,393120000.0,393120000.0,393120000.0
Total Debt,48738261.09,48170350.48,8494862.32,10380941.78
Tangible Book Value,53547789.4,46801329.0,38588809.62,47023862.69
Invested Capital,119108783.38,109083443.68,66847512.02,63660307.45
Working Capital,-12529042.8,-22269725.83,-46069566.27,-88472961.67
Net Tangible Assets,53547789.4,46801329.0,38588809.62,47023862.69
Capital Lease Obligations,5264323.9,7097567.1,1707249.84,1334927.78
Common Stock Equity,76873325.6,70046596.74,61841859.24,55660307.45
Total Capitalization,76873325.6,70046596.74,61841859.24,55660307.45
Total Equity Gross Minority Interest,108658799.97,108651459.98,83921915.82,61178435.66
Minority Interest,31785474.37,38604863.24,22080056.58,5518128.21
Stockholders Equity,76873325.6,70046596.74,61841859.24,55660307.45
Retained Earnings,-779272811.88,-785439235.18,-795394752.28,-775388903.76
Additional Paid In Capital,176912404.34,176912404.34,176912404.34,176912404.34
Capital Stock,393120000.0,393120000.0,393120000.0,393120000.0
Common Stock,393120000.0,393120000.0,393120000.0,393120000.0
Total Liabilities Net Minority Interest,599555753.32,704457765.44,696696008.57,846928966.12
Total Non Current Liabilities Net Minority Interest,6253033.09,8932544.59,1744106.28,1334927.78
Tradeand Other Payables Non Current,,,,
Non Current Deferred Revenue,,,,
Non Current Deferred Taxes Liabilities,988709.19,1834977.49,36856.44,
Long Term Debt And Capital Lease Obligation,5264323.9,7097567.1,1707249.84,1334927.78
Long Term Capital Lease Obligation,5264323.9,7097567.1,1707249.84,1334927.78
Long Term Debt,,,,
Current Liabilities,593302720.23,695525220.85,694951902.29,845594038.34
Other Current Liabilities,4214056.49,18976293.12,5292336.08,7168113.0
Current Debt And Capital Lease Obligation,43473937.19,41072783.38,6787612.48,9046014.0
Current Debt,42235457.78,39036846.94,5005652.78,8000000.0
Payables,493196031.46,564718387.43,630213157.98,731263866.66
Other Payable,156883430.44,198605485.45,210383274.77,297861811.37
Dividends Payable,1960000.0,,,19849.57
Total Tax Payable,3317959.43,11547020.02,10027106.66,11645017.17
Accounts Payable,331034641.59,354565881.96,409802776.55,421737188.55
Total Assets,708214553.29,813109225.42,780617924.39,908107401.78
Total Non Current Assets,127440875.86,139853730.4,131735588.37,150986325.11
Other Non Current Assets,163200.0,309671.7,,
Non Current Deferred Assets,7709904.66,8663435.53,377397.87,329003.67
Non Current Deferred Taxes Assets,7256778.71,9294974.52,6753854.26,5449801.85
Investmentin Financial Assets,,,642893.03,10821568.97
Available For Sale Securities,,,642893.03,10821568.97
Long Term Equity Investment,115756.27,21309.11,562180.11,28213359.47
Investment Properties,56854559.3,60575411.06,66463150.72,
Goodwill And Other Intangible Assets,23325536.2,23245267.74,23253049.62,8636444.76
Other Intangible Assets,123787.13,43518.67,51300.55,7834695.69
Goodwill,23201749.07,23201749.07,23201749.07,801749.07
Net PPE,32015140.72,37743660.74,33683062.76,97536146.39
Accumulated Depreciation,-58552263.73,-55483944.98,-52578732.29,-60139435.83
Gross PPE,90567404.45,93227605.72,86261795.05,157675582.22
Other Properties,23761996.72,26822768.22,20434487.86,22478685.78
Machinery Furniture Equipment,4898924.81,4498354.58,3818424.89,3226174.0
Properties,61906482.92,61906482.92,62008882.3,131970722.44
Current Assets,580773677.43,673255495.02,648882336.02,757121076.67
Other Current Assets,8589656.1,2286234.87,3234634.3,1120475.85
Prepaid Assets,26469910.95,30331933.99,39086487.69,55407045.91
Inventory,115591836.83,130727320.17,166396885.57,190831025.91
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Other Inventories,29942831.2,59297294.86,31732152.26,61115118.34
Finished Goods,80577479.75,66990800.86,132796925.97,129715907.57
Raw Materials,5071525.88,4439224.45,1867807.34,
Other Receivables,48370828.24,62259553.47,49383327.31,45283367.15
Accounts Receivable,205355730.33,282248675.84,260844429.91,314806106.52
Allowance For Doubtful Accounts Receivable,-48399190.88,-55052335.01,-57799353.82,-84754259.03
Gross Accounts Receivable,253754921.21,337301010.85,318643783.73,399560365.55
Cash Cash Equivalents And Short Term Investments,176395714.98,165401776.68,129936571.24,149673055.33
Other Short Term Investments,446746.87,,7006814.01,
Cash And Cash Equivalents,175948968.11,165401776.68,122929757.23,149673055.33
Cash Equivalents,19769799.61,27786204.72,25536367.94,28080611.81
Cash Financial,156179168.5,137615571.96,97393389.29,121592443.52
