,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,1737987.927673,1028604.503205,-950.411778,-6315037.7725
Tax Rate For Calcs,0.281084,0.282542,0.0005,0.25
Normalized EBITDA,27720756.52,36506649.83,-5051747.61,87559849.83
Total Unusual Items,6183160.87,3640539.55,-1901460.38,-25260151.09
Total Unusual Items Excluding Goodwill,6183160.87,3640539.55,-1901460.38,-25260151.09
Net Income From Continuing Operation Net Minority Interest,6166423.3,9955517.1,-20005848.52,-91570936.51
Reconciled Depreciation,9579522.81,9546097.5,8695586.92,72414235.08
Reconciled Cost Of Revenue,512617855.87,524368443.12,552475891.38,1364819873.84
EBITDA,33903917.39,40147189.38,-6953207.99,62299698.74
EBIT,24324394.58,30601091.88,-15648794.91,-10114536.34
Net Interest Income,-2588752.64,-2269717.39,-1376194.68,-42740559.59
Interest Expense,2718266.91,2594041.26,1981289.64,44015470.01
Interest Income,701153.21,713631.44,937915.72,1817249.64
Normalized Income,1721250.357673,7343582.053205,-18105338.551778,-72625823.1925
Net Income From Continuing And Discontinued Operation,6166423.3,9955517.1,-20005848.52,-91570936.51
Total Expenses,571404887.92,581973709.88,615626810.68,1607317229.52
Rent Expense Supplemental,1514356.97,1432841.92,2081621.2,1849327.37
Total Operating Income As Reported,20878786.39,26820377.66,-18515764.09,-47274483.22
Diluted Average Shares,,393498700.0,393042211.0,393177057.0
Basic Average Shares,,393498700.0,393042211.0,393177057.0
Diluted EPS,,0.0253,-0.0509,-0.2329
Basic EPS,,0.0253,-0.0509,-0.2329
Net Income Common Stockholders,6166423.3,9955517.1,-20005848.52,-91570936.51
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,6166423.3,9955517.1,-20005848.52,-91570936.51
Minority Interests,-9366566.4,-10138371.75,-2384576.06,-22429268.4
Net Income Including Noncontrolling Interests,15532989.7,20093888.85,-17621272.46,-69141668.11
Net Income Continuous Operations,15532989.7,20093888.85,-17621272.46,-69141668.11
Tax Provision,6073137.97,7913161.77,-8812.09,15011661.76
Pretax Income,21606127.67,28007050.62,-17630084.55,-54130006.35
Other Non Operating Income Expenses,727341.28,1186672.96,885679.54,-6855523.13
Special Income Charges,5736414.0,3640539.55,-1908274.39,-25260151.09
Other Special Charges,6781.57,-317860.95,,-3529209.51
Write Off,-6780263.27,-2569144.79,2891276.62,26104137.84
Impairment Of Capital Assets,1037067.7,-753533.81,-983002.23,2685222.76
Net Non Operating Interest Income Expense,-2588752.64,-2269717.39,-1376194.68,-42740559.59
Total Other Finance Cost,571638.94,389307.57,332820.76,542339.22
Interest Expense Non Operating,2718266.91,2594041.26,1981289.64,44015470.01
Interest Income Non Operating,701153.21,713631.44,937915.72,1817249.64
Operating Income,15037836.62,25455005.4,-12144486.42,49676828.95
Operating Expense,58787032.05,57605266.76,63150919.3,242497355.68
Other Operating Expenses,2894918.58,2975241.15,2398051.51,3004374.02
Depreciation And Amortization In Income Statement,3119198.55,3561756.69,5634784.63,13581545.45
Depreciation Income Statement,3119198.55,3561756.69,5634784.63,13581545.45
Research And Development,6681658.05,7454587.5,9209614.91,50741276.25
Selling General And Administration,13763150.66,15520828.04,19789160.27,92334917.29
Selling And Marketing Expense,6466062.84,7082207.76,9654147.77,53178861.61
General And Administrative Expense,7297087.82,8438620.28,10135012.5,39156055.68
Rent And Landing Fees,1514356.97,1432841.92,2081621.2,1849327.37
Gross Profit,73824868.67,83060272.16,51006432.88,292174184.63
Cost Of Revenue,512617855.87,524368443.12,552475891.38,1364819873.84
Total Revenue,586442724.54,607428715.28,603482324.26,1656994058.47
Operating Revenue,586442724.54,607428715.28,603482324.26,1656994058.47
