,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Free Cash Flow,64135282.42,-13398820.32,16359213.41,25645964.37
Repayment Of Debt,-37714665.45,-5000000.0,-8220000.0,-344089152.09
Issuance Of Debt,42791235.45,39000000.0,5220000.0,335500000.0
Capital Expenditure,-3211862.42,-8355023.85,-1215769.63,-146552283.56
End Cash Position,157004499.3,134346285.65,118738466.15,146935794.92
Beginning Cash Position,134346285.65,118738466.15,146935794.92,166513150.25
Effect Of Exchange Rate Changes,-88.94,3899.08,-0.55,-217.04
Changes In Cash,22658302.59,15603920.42,-28197328.22,-19577138.29
Financing Cash Flow,-37700347.82,17430346.49,-19456120.54,-91748343.76
Net Other Financing Charges,-38343956.55,-15207401.48,-16123164.38,-62705093.06
Cash Dividends Paid,-1219992.71,-444440.26,-286958.9,-20301390.98
Net Issuance Payments Of Debt,5076570.0,34000000.0,-3000000.0,-8589152.09
Net Long Term Debt Issuance,5076570.0,34000000.0,-3000000.0,-8589152.09
Long Term Debt Payments,-37714665.45,-5000000.0,-8220000.0,-344089152.09
Long Term Debt Issuance,42791235.45,39000000.0,5220000.0,335500000.0
Investing Cash Flow,-6988494.43,3217370.4,-26316190.72,-100027042.46
Net Other Investing Changes,,7000000.0,-7000000.0,-14706413.61
Net Investment Purchase And Sale,489154.47,105140.09,1891913.59,60527275.0
Sale Of Investment,585154.47,105141.09,1891913.59,60527275.0
Purchase Of Investment,-96000.0,-1.0,,
Net Business Purchase And Sale,-4277308.48,250000.0,-19992334.68,
Sale Of Business,722691.52,250000.0,,
Purchase Of Business,-5000000.0,0.0,-19992334.68,
Net PPE Purchase And Sale,-3200340.42,-4137769.69,-1215769.63,-145847903.85
Sale Of PPE,11522.0,4217254.16,,704379.71
Purchase Of PPE,-3211862.42,-8355023.85,-1215769.63,-146552283.56
Operating Cash Flow,67347144.84,-5043796.47,17574983.04,172198247.93
Change In Working Capital,46425362.08,-32261930.86,18992880.99,68796892.7
Change In Other Current Assets,1191927.51,-742999.21,-1267195.97,12461709.04
Change In Payable,-64333643.75,-20071983.94,-94370700.81,60672362.52
Change In Inventory,15158037.66,35669565.4,24428819.93,-14448956.66
Change In Receivables,94409040.66,-47116513.11,90201957.84,10111777.8
Other Non Cash Items,4299464.03,3185603.05,2417579.2,45989784.41
Depreciation And Amortization,9579522.81,9546097.5,8695586.92,72414235.08
Amortization Cash Flow,14071.16,7781.88,161326.52,6536025.98
Depreciation,9565451.65,9538315.62,8534260.4,65878209.1
Gain Loss On Investment Securities,-777518.31,-97456.08,3086809.15,28960903.64
Gain Loss On Sale Of PPE,-1969479.9,-2187320.33,95124.85,-2730115.99
Net Income From Continuing Operations,15532989.7,20093888.85,-17621272.46,-69141668.11
Cash Flowsfromusedin Operating Activities Direct,67347144.84,-5043796.47,17574983.04,172198247.93
Taxes Refund Paid Direct,-22588814.82,-24372462.41,-18651780.79,-19067170.35
Classesof Cash Payments,-824542908.19,-954168165.72,-867571836.47,-1516235120.18
Other Cash Paymentsfrom Operating Activities,-68185613.53,-69034829.47,-49267933.19,-110610811.75
Paymentson Behalfof Employees,-41795142.57,-38572602.89,-35336990.08,-125859732.51
Paymentsto Suppliersfor Goodsand Services,-714562152.09,-846560733.36,-782966913.2,-1279764575.92
Classesof Cash Receiptsfrom Operating Activities,914478867.85,973496831.66,903798600.3,1707500538.46
Other Cash Receiptsfrom Operating Activities,64693239.65,29032857.25,29775558.53,92091020.47
Receiptsfrom Customers,849785628.2,944463974.41,874023041.77,1615409517.99
