,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,153637840.92,66872592.6,192185980.67,-62129144.52
Repayment Of Debt,,-25000000.0,-15000000.0,-10000000.0
Issuance Of Debt,,,,50000000.0
Capital Expenditure,-179010774.49,-239174473.09,-190376260.05,-258659455.25
End Cash Position,607786489.12,629695808.19,268121236.73,133406877.93
Beginning Cash Position,629695808.19,268121236.73,133406877.93,246017997.33
Changes In Cash,-21909319.07,361574571.46,134714358.8,-112611119.4
Financing Cash Flow,-147625591.08,283255015.71,-18382423.52,-50672179.07
Net Other Financing Charges,-625591.08,392717550.43,-1985729.07,-2631929.08
Cash Dividends Paid,-147000000.0,-84462534.72,-1396694.45,-88040249.99
Net Issuance Payments Of Debt,,-25000000.0,-15000000.0,40000000.0
Net Long Term Debt Issuance,,-25000000.0,-15000000.0,40000000.0
Long Term Debt Payments,,-25000000.0,-15000000.0,-10000000.0
Long Term Debt Issuance,,,,50000000.0
Investing Cash Flow,-206932343.4,-227727509.94,-229465458.4,-258469251.06
Net Other Investing Changes,-74600.0,,,
Net Investment Purchase And Sale,-27846968.91,11446963.15,-39089198.35,190204.19
Sale Of Investment,680953031.09,491446963.15,368910801.65,100190204.19
Purchase Of Investment,-708800000.0,-480000000.0,-408000000.0,-100000000.0
Net PPE Purchase And Sale,-179010774.49,-239174473.09,-190376260.05,-258659455.25
Purchase Of PPE,-179010774.49,-239174473.09,-190376260.05,-258659455.25
Operating Cash Flow,332648615.41,306047065.69,382562240.72,196530310.73
Change In Working Capital,30761017.02,30634767.56,169768508.52,-7889723.42
Change In Other Current Assets,-9090919.08,2617964.43,1529245.46,-849075.03
Change In Payable,53563986.11,23563040.98,7072004.15,-34514707.81
Change In Inventory,-13733742.02,16464459.47,-32478846.91,6697853.79
Change In Receivables,21692.01,-12010697.32,193646105.82,20776205.63
Other Non Cash Items,14661966.63,15027976.22,17308223.22,20675759.03
Depreciation And Amortization,38464044.52,50114492.54,56312752.34,56014047.19
Amortization Cash Flow,19219687.29,18483417.38,20400972.77,21803113.94
Depreciation,19244357.23,31631075.16,35911779.57,34210933.25
Gain Loss On Investment Securities,-1553031.09,-1446963.15,-890582.47,-1643002.25
Gain Loss On Sale Of PPE,2716359.09,,11814.5,
Net Income From Continuing Operations,248190247.62,210921901.75,198687610.82,153391590.46
Cash Flowsfromusedin Operating Activities Direct,332648615.41,306047065.69,382562240.72,196530310.73
Taxes Refund Paid Direct,-62681767.83,-58854472.82,-62328736.41,-44631982.23
Classesof Cash Payments,-318817866.19,-285281899.57,-255556075.02,-271037300.04
Other Cash Paymentsfrom Operating Activities,-19336454.26,-22468953.93,-17732199.78,-22526246.34
Paymentson Behalfof Employees,-82391983.16,-75319459.77,-61944465.49,-60168732.2
Paymentsto Suppliersfor Goodsand Services,-217089428.77,-187493485.87,-175879409.75,-188342321.5
Classesof Cash Receiptsfrom Operating Activities,714148249.43,650183438.08,700447052.15,512199593.0
Other Cash Receiptsfrom Operating Activities,16826794.93,13157486.03,2517642.22,7312417.67
Receiptsfrom Customers,697321454.5,637025952.05,697929409.93,504887175.33
