,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-97124883.90449,-42202150.031881,-20534762.179587,-56554788.760262
Tax Rate For Calcs,0.118892,0.044704,0.065172,0.135535
Normalized EBITDA,11009527477.97,10174016900.63,8911464636.11,8515220921.42
Total Unusual Items,-816918556.63,-944038321.53,-315086179.47,-417271316.46
Total Unusual Items Excluding Goodwill,-816918556.63,-944038321.53,-315086179.47,-417271316.46
Net Income From Continuing Operation Net Minority Interest,4017827408.8,3623900967.3,3021340311.13,2448037370.32
Reconciled Depreciation,5342177384.45,4996645737.92,4833954645.42,4568660316.44
Reconciled Cost Of Revenue,62511453694.77,58789004501.29,45447288254.74,37729696408.9
EBITDA,10192608921.34,9229978579.1,8596378456.64,8097949604.96
EBIT,4850431536.89,4233332841.18,3762423811.22,3529289288.52
Net Interest Income,-40166394.15,-146004138.98,-303319193.6,-477066567.58
Interest Expense,264428821.09,384416286.15,508536238.85,614398596.42
Interest Income,228352486.6,243517926.78,207945951.64,143585959.92
Normalized Income,4737621081.52551,4525737138.798119,3315891728.420413,2808753898.019738
Net Income From Continuing And Discontinued Operation,4017827408.8,3623900967.3,3021340311.13,2448037370.32
Total Expenses,69059439457.13,65335475274.39,50677612981.67,43128043940.66
Total Operating Income As Reported,4605248192.72,3871130797.86,3276769526.05,2966131137.92
Diluted Average Shares,5085857479.0,4964247900.0,4953016903.0,4896074741.0
Basic Average Shares,5085857479.0,4964247900.0,4953016903.0,4896074741.0
Diluted EPS,0.79,0.73,0.61,0.5
Basic EPS,0.79,0.73,0.61,0.5
Net Income Common Stockholders,4017827408.8,3623900967.3,3021340311.13,2448037370.32
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,4017827408.8,3623900967.3,3021340311.13,2448037370.32
Minority Interests,-22937378.76,-52954189.15,-20485254.68,-71784164.5
Net Income Including Noncontrolling Interests,4040764787.56,3676855156.45,3041825565.81,2519821534.82
Net Income Continuous Operations,4040764787.56,3676855156.45,3041825565.81,2519821534.82
Tax Provision,545237928.24,172061398.58,212062006.56,395069157.28
Pretax Income,4586002715.8,3848916555.03,3253887572.37,2914890692.1
Other Non Operating Income Expenses,-19245476.92,-76557932.23,-106925546.26,-69179749.09
Special Income Charges,-844566494.38,-960743355.35,-442044164.24,-576441096.26
Other Special Charges,57832610.96,993151.97,-3964548.85,43344919.04
Write Off,18250083.41,33858717.64,-1259069.96,-43962076.2
Impairment Of Capital Assets,768483800.01,925891485.74,447267783.05,577058253.42
Net Non Operating Interest Income Expense,-40166394.15,-146004138.98,-303319193.6,-477066567.58
Total Other Finance Cost,4090059.66,5105779.61,2728906.39,6253931.08
Interest Expense Non Operating,264428821.09,384416286.15,508536238.85,614398596.42
Interest Income Non Operating,228352486.6,243517926.78,207945951.64,143585959.92
Operating Income,5350292242.08,4561301163.44,3813120557.17,3570501692.21
Operating Expense,6547985762.36,6546470773.1,5230324726.93,5398347531.76
Other Operating Expenses,532330142.88,684779190.4,536384744.15,414585385.14
Depreciation And Amortization In Income Statement,859620140.97,827512645.75,844732150.52,888537664.22
Amortization,223963220.57,221292248.7,221873130.59,214397341.91
Depreciation Income Statement,635656920.4,606220397.05,622859019.93,674140322.31
Research And Development,2870604968.1,2784813241.93,2316618950.88,2104975577.34
Selling General And Administration,825031352.56,892091644.75,860359727.87,1098051929.37
Selling And Marketing Expense,234916124.42,328118137.98,375110099.99,409349220.45
General And Administrative Expense,590115228.14,563973506.77,485249627.88,688702708.92
Gross Profit,11898278004.44,11107771936.54,9043445284.1,8968849223.97
Cost Of Revenue,62511453694.77,58789004501.29,45447288254.74,37729696408.9
Total Revenue,74409731699.21,69896776437.83,54490733538.84,46698545632.87
Operating Revenue,74409731699.21,69896776437.83,54490733538.84,46698545632.87
