,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-27092081.389088,-43883913.086666,-45151088.346931,-21372521.328474
Tax Rate For Calcs,0.159896,0.180331,0.143048,0.146158
Normalized EBITDA,1366470537.54,2028840675.82,3077657908.13,10684014082.18
Total Unusual Items,-169435628.31,-243352098.89,-315636155.32,-146228925.67
Total Unusual Items Excluding Goodwill,-169435628.31,-243352098.89,-315636155.32,-146228925.67
Net Income From Continuing Operation Net Minority Interest,402189233.13,833848088.52,1659076244.79,6585810823.93
Reconciled Depreciation,574384919.23,485197420.01,259302514.92,163273045.7
Reconciled Cost Of Revenue,6453044880.13,5116995930.8,7546225348.29,6055360543.11
EBITDA,1197034909.23,1785488576.93,2762021752.81,10537785156.51
EBIT,622649990.0,1300291156.92,2502719237.89,10374512110.81
Net Interest Income,11807921.16,9776178.17,160736174.93,-52604.66
Interest Expense,89185229.13,74383172.95,32451746.37,58795611.02
Interest Income,109332278.96,86184557.71,197748383.99,61550038.31
Normalized Income,544532780.050912,1033316274.323334,1929561311.763069,6710667228.271526
Net Income From Continuing And Discontinued Operation,402189233.13,833848088.52,1659076244.79,6585810823.93
Total Expenses,7003276169.5,5190880942.67,7845142943.14,6625176726.72
Rent Expense Supplemental,4191389.17,3997775.48,2743439.9,1135635.31
Total Operating Income As Reported,544249278.58,1224453313.58,2474355169.7,10316217685.81
Diluted Average Shares,837894236.0,833848089.0,833706656.0,778464636.0
Basic Average Shares,837894236.0,833848089.0,833706656.0,778464636.0
Diluted EPS,0.48,1.0,1.99,8.46
Basic EPS,0.48,1.0,1.99,8.46
Net Income Common Stockholders,402189233.13,833848088.52,1659076244.79,6585810823.93
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,402189233.13,833848088.52,1659076244.79,6585810823.93
Minority Interests,-45976639.52,-170990754.62,-457824676.17,-2222181606.22
Net Income Including Noncontrolling Interests,448165872.65,1004838843.14,2116900920.96,8807992430.15
Net Income Extraordinary,,,,
Net Income Continuous Operations,448165872.65,1004838843.14,2116900920.96,8807992430.15
Tax Provision,85298888.22,221069140.83,353366570.56,1507724069.64
Pretax Income,533464760.87,1225907983.97,2470267491.52,10315716499.79
Other Non Operating Income Expenses,-10784517.71,6801390.97,-4087678.18,-501186.02
Special Income Charges,-169265811.07,-254333230.3,-282822699.48,-82780830.08
Other Special Charges,694877.74,2194863.97,2455083.34,31761609.59
Write Off,122993293.71,57651805.06,-20179910.0,40734576.59
Impairment Of Capital Assets,45577639.62,194486561.27,300547526.14,10284643.9
Net Non Operating Interest Income Expense,11807921.16,9776178.17,160736174.93,-52604.66
Total Other Finance Cost,8339128.67,2025206.59,4560462.69,2807031.95
Interest Expense Non Operating,89185229.13,74383172.95,32451746.37,58795611.02
Interest Income Non Operating,109332278.96,86184557.71,197748383.99,61550038.31
Operating Income,545549935.04,1417369098.66,2622573738.99,10405278099.26
Operating Expense,550231289.37,73885011.87,298917594.85,569816183.61
Other Operating Expenses,51517006.27,48101158.22,88189489.43,191426623.37
Depreciation And Amortization In Income Statement,73798698.13,56599205.11,52611774.84,28907657.25
Amortization,,,,
Depreciation Income Statement,73798698.13,56599205.11,52611774.84,28907657.25
Research And Development,124815055.5,91445600.87,90398094.28,60057336.67
Selling General And Administration,171643303.88,204707279.94,259283011.57,194047532.76
Selling And Marketing Expense,27043499.67,29054599.81,27850506.56,23701247.09
General And Administrative Expense,144599804.21,175652680.13,231432505.01,170346285.67
Rent And Landing Fees,4191389.17,3997775.48,2743439.9,1135635.31
Gross Profit,1095781224.41,1491254110.53,2921491333.84,10975094282.87
Cost Of Revenue,6453044880.13,5116995930.8,7546225348.29,6055360543.11
Total Revenue,7548826104.54,6608250041.33,10467716682.13,17030454825.98
Operating Revenue,7548826104.54,6608250041.33,10467716682.13,17030454825.98
