,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Free Cash Flow,-3678579684.56,857731518.18,1803152423.48,4531065337.21
Repayment Of Debt,-2241766903.09,-4014449442.73,-4966659471.4,-2716792807.3
Issuance Of Debt,6601746302.58,2708568637.95,4113936277.69,5250435296.29
Capital Expenditure,-3356754027.07,-607743816.3,-2369188151.55,-1862533753.82
End Cash Position,3660244454.24,2820969136.32,6888970245.68,8291320321.92
Beginning Cash Position,2820969136.32,7312893755.81,8291320321.92,396829363.06
Effect Of Exchange Rate Changes,-27565810.22,16517485.32,-36270725.66,-129575.68
Changes In Cash,866841128.14,-4508442104.81,-1366079350.58,7894620534.54
Financing Cash Flow,4864374104.7,-2202932679.03,-2866196833.83,3641097349.05
Net Other Financing Charges,1111630370.0,19722678.22,-103664315.23,1665766327.23
Cash Dividends Paid,-596885664.79,-916774552.47,-1356839324.89,-357331467.17
Net Issuance Payments Of Debt,4359979399.49,-1305880804.78,-852723193.71,2533642488.99
Net Long Term Debt Issuance,4359979399.49,-1305880804.78,-852723193.71,2533642488.99
Long Term Debt Payments,-2241766903.09,-4014449442.73,-4966659471.4,-2716792807.3
Long Term Debt Issuance,6601746302.58,2708568637.95,4113936277.69,5250435296.29
Investing Cash Flow,-3675707319.07,-3770984760.26,-2672223091.78,-2140075905.54
Net Other Investing Changes,112813278.96,142175093.71,291117691.83,61550038.31
Net Investment Purchase And Sale,-498341488.6,-3376531104.15,-594350701.81,-323502271.18
Sale Of Investment,7591962005.55,6918828126.18,453841258.81,120686702.14
Purchase Of Investment,-8090303494.15,-10295359230.33,-1048191960.62,-444188973.32
Net Business Purchase And Sale,54907637.39,-8496390.77,-5448278.9,-24701542.19
Sale Of Business,81445442.08,0.0,,
Purchase Of Business,-26537804.69,-8496390.77,-5448278.9,-24701542.19
Net PPE Purchase And Sale,-3345086746.82,-528132359.05,-2363541802.9,-1853422130.48
Sale Of PPE,11667280.25,79611457.25,5646348.65,9111623.34
Purchase Of PPE,-3356754027.07,-607743816.3,-2369188151.55,-1862533753.82
Operating Cash Flow,-321825657.49,1465475334.48,4172340575.03,6393599091.03
Change In Working Capital,-1359254999.63,-325644532.27,1574556858.5,-2795965595.13
Change In Other Current Assets,11195559.16,-107441930.56,-73669470.78,-54655049.07
Change In Payable,60640005.25,335710692.52,-296531609.98,1012681811.5
Change In Inventory,-26701046.59,-1033564832.16,546733095.53,-993314535.47
Change In Receivables,-1404389517.45,479651537.93,1398024843.73,-2760677822.09
Other Non Cash Items,46393897.16,90670919.19,-164938893.15,-1067948.27
Depreciation And Amortization,574384919.23,485197420.01,259302514.92,163273045.7
Amortization Cash Flow,26991752.74,11654160.35,10624034.74,6710699.26
Depreciation,547393166.49,473543259.66,248678480.18,156562346.44
Gain Loss On Investment Securities,-205688486.0,-62809633.42,54858444.24,70873856.2
Gain Loss On Sale Of PPE,7005141.77,2426839.0,8604396.76,31930694.39
Net Income From Continuing Operations,448165872.65,1004838843.14,2116900920.96,8807992430.15
Cash Flowsfromusedin Operating Activities Direct,-321825657.49,1465475334.48,4172340575.03,6393599091.03
Taxes Refund Paid Direct,-190269992.93,-390437677.97,-1224909915.22,-3000204499.47
Interest Received Direct,0.0,0.0,,
Interest Paid Direct,0.0,0.0,,
Classesof Cash Payments,-8818712334.41,-5554179373.71,-8723028498.91,-7529795551.69
Other Cash Paymentsfrom Operating Activities,-248272233.74,-279943129.17,-350891005.14,-168744951.59
Paymentson Behalfof Employees,-616387183.91,-583316300.98,-530150612.07,-370582413.76
Paymentsto Suppliersfor Goodsand Services,-7954052916.76,-4690919943.56,-7841986881.7,-6990468186.34
Classesof Cash Receiptsfrom Operating Activities,8687156669.85,7410092386.16,14120278989.16,16923599142.19
Other Cash Receiptsfrom Operating Activities,68790273.1,632003937.31,796050312.01,671293024.62
Receiptsfrom Customers,8618366396.75,6778088448.85,13324228677.15,16252306117.57
