,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,-167956108.17,358344105.2,9459563.07,-102317816.29
Repayment Of Debt,-156831337.03,-104931712.83,-10958502.27,
Issuance Of Debt,281384210.31,58235336.15,93340485.07,171897529.65
Capital Expenditure,-515692601.58,-103255551.35,-203991365.05,-258451669.52
End Cash Position,1376479894.95,2090399458.98,2390322074.93,2251089994.81
Beginning Cash Position,2090399458.98,2390322074.93,2251089994.81,2357595203.07
Effect Of Exchange Rate Changes,-308796.1,-368743.53,160054.04,-24007.48
Changes In Cash,-713610767.93,-299553872.42,139072026.08,-106481200.78
Financing Cash Flow,-3225314.36,-187496809.26,-68723533.64,40175814.78
Net Other Financing Charges,-42565823.87,-55467421.77,-37901930.53,-29256239.49
Cash Dividends Paid,-85212363.77,-58541705.34,-82818615.07,-76576436.14
Net Issuance Payments Of Debt,124552873.28,-46696376.68,82381982.8,171897529.65
Net Long Term Debt Issuance,124552873.28,-46696376.68,82381982.8,171897529.65
Long Term Debt Payments,-156831337.03,-104931712.83,-10958502.27,
Long Term Debt Issuance,281384210.31,58235336.15,93340485.07,171897529.65
Investing Cash Flow,-1058121946.98,-573656719.71,-5655368.4,-302790868.79
Net Other Investing Changes,-608000000.0,,,
Net Investment Purchase And Sale,61176511.51,-470592175.57,40415192.12,-197153094.73
Sale Of Investment,190275956.33,198507824.43,467121767.36,1623307999.13
Purchase Of Investment,-129099444.82,-669100000.0,-426706575.24,-1820461093.86
Net Business Purchase And Sale,,,157679759.5,4441705.49
Sale Of Business,,,157679759.5,4441705.49
Net PPE Purchase And Sale,-511298458.49,-103064544.14,-203750320.02,-110079479.55
Sale Of PPE,4394143.09,191007.21,241045.03,148372189.97
Purchase Of PPE,-515692601.58,-103255551.35,-203991365.05,-258451669.52
Operating Cash Flow,347736493.41,461599656.55,213450928.12,156133853.23
Change In Working Capital,12038767.66,233460765.71,27924204.23,-144679342.57
Change In Other Current Assets,-2615418.35,-4518829.27,-227958.33,-1976755.29
Change In Payable,-344197949.79,512412592.58,250498221.44,165636239.84
Change In Inventory,284309632.79,-388806627.52,-188114435.42,-358584926.9
Change In Receivables,74542503.01,114373629.92,-34231623.46,50246099.78
Other Non Cash Items,23015974.54,17548005.34,19977800.29,17032251.68
Depreciation And Amortization,99163733.8,88598279.53,79702056.65,82340937.81
Amortization Cash Flow,7380093.56,4419090.32,4338616.85,5314735.84
Depreciation,91783640.24,84179189.21,75363439.8,77026201.97
Gain Loss On Investment Securities,-21683705.52,-77995852.66,-132218077.52,-23589033.56
Gain Loss On Sale Of PPE,-1074987.04,36346.3,-415152.95,-99761002.87
Net Income From Continuing Operations,221861979.73,228275125.2,188164565.51,292220550.52
Cash Flowsfromusedin Operating Activities Direct,347736493.41,461599656.55,213450928.12,156133853.23
Taxes Refund Paid Direct,-115626947.73,-147010657.19,-134525290.75,-135473936.18
Classesof Cash Payments,-6236679563.91,-5317067392.02,-5014205917.23,-5211116229.83
Other Cash Paymentsfrom Operating Activities,-372124113.84,-246532649.94,-198439741.52,-262750640.64
Paymentson Behalfof Employees,-724238501.21,-730932074.88,-678820561.43,-654786469.18
Paymentsto Suppliersfor Goodsand Services,-5140316948.86,-4339602667.2,-4136945614.28,-4293579120.01
Classesof Cash Receiptsfrom Operating Activities,6700043005.05,5925677705.76,5362182136.1,5502724019.24
Other Cash Receiptsfrom Operating Activities,201943313.63,180536499.65,201331328.71,143362299.67
Receiptsfrom Customers,6498099691.42,5745141206.11,5160850807.39,5359361719.57
