,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-5248600.361173,-178820.352752,-4407673.926312,-3318615.560524
Tax Rate For Calcs,0.093748,0.088914,0.074577,0.06323
Normalized EBITDA,405836251.75,349531507.4,347269639.11,453947221.89
Total Unusual Items,-55986395.03,-2011158.33,-59102650.84,-52484610.78
Total Unusual Items Excluding Goodwill,-55986395.03,-2011158.33,-59102650.84,-52484610.78
Net Income From Continuing Operation Net Minority Interest,202393510.64,192911570.14,180802430.21,256698765.5
Reconciled Depreciation,99163733.8,88598279.53,79702056.65,82340937.81
Reconciled Cost Of Revenue,4538087738.47,4316848450.34,3639156461.33,3917075576.26
EBITDA,349849856.72,347520349.07,288166988.27,401462611.11
EBIT,250686122.92,258922069.54,208464931.62,319121673.3
Net Interest Income,77297833.08,109704136.55,88942510.92,82164738.52
Interest Expense,5873503.05,8369264.72,5136852.09,7176765.29
Interest Income,84820066.31,119380138.94,95586315.31,90836830.36
Normalized Income,253131305.308827,194743908.117248,235497407.123688,305864760.719476
Net Income From Continuing And Discontinued Operation,202393510.64,192911570.14,180802430.21,256698765.5
Total Expenses,5419545362.93,5203474368.42,4503031706.92,4773804978.26
Rent Expense Supplemental,9170412.78,8982189.85,11713346.87,14424290.36
Total Operating Income As Reported,245875377.77,245623769.66,193634286.63,284730939.18
Diluted Average Shares,1367523721.0,1368167164.0,1369715380.0,1365418965.0
Basic Average Shares,1367523721.0,1368167164.0,1369715380.0,1365418965.0
Diluted EPS,0.148,0.141,0.132,0.188
Basic EPS,0.148,0.141,0.132,0.188
Net Income Common Stockholders,202393510.64,192911570.14,180802430.21,256698765.5
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,202393510.64,192911570.14,180802430.21,256698765.5
Minority Interests,-19468469.09,-35363555.06,-7362135.3,-35521785.02
Net Income Including Noncontrolling Interests,221861979.73,228275125.2,188164565.51,292220550.52
Net Income Continuous Operations,221861979.73,228275125.2,188164565.51,292220550.52
Tax Provision,22950640.14,22277679.62,15163514.02,19724357.49
Pretax Income,244812619.87,250552804.82,203328079.53,311944908.01
Other Non Operating Income Expenses,-1062757.9,4929035.16,9693792.9,27213968.83
Special Income Charges,-55986395.03,-2011158.33,-58806817.51,-40168753.14
Other Special Charges,-1189375.11,-238516.42,-532902.24,-2602.19
Write Off,36564533.83,2316636.46,20538082.88,4413192.81
Impairment Of Capital Assets,20611236.31,-66961.71,38801636.87,35758162.52
Net Non Operating Interest Income Expense,77297833.08,109704136.55,88942510.92,82164738.52
Total Other Finance Cost,1648730.18,1306737.67,1506952.3,1495326.55
Interest Expense Non Operating,5873503.05,8369264.72,5136852.09,7176765.29
Interest Income Non Operating,84820066.31,119380138.94,95586315.31,90836830.36
Operating Income,203191668.0,60329213.91,31219321.24,219171645.7
Operating Expense,881457624.46,886625918.08,863875245.59,856729402.0
Other Operating Expenses,21687474.15,17525581.14,14172165.61,20509686.61
Depreciation And Amortization In Income Statement,38415984.11,31873834.91,45724541.86,37925985.44
Depreciation Income Statement,38415984.11,31873834.91,45724541.86,37925985.44
Research And Development,378591688.42,372817022.91,360979081.44,370421842.58
Selling General And Administration,76944090.4,116490360.99,96075256.71,98493024.23
Selling And Marketing Expense,47451632.14,72224967.77,51269225.68,51394848.38
General And Administrative Expense,29492458.26,44265393.22,44806031.03,47098175.85
Rent And Landing Fees,9170412.78,8982189.85,11713346.87,14424290.36
Gross Profit,1084649292.46,946955131.99,895094566.83,1075901047.7
Cost Of Revenue,4538087738.47,4316848450.34,3639156461.33,3917075576.26
Total Revenue,5622737030.93,5263803582.33,4534251028.16,4992976623.96
Operating Revenue,5622737030.93,5263803582.33,4534251028.16,4992976623.96
