,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,1367673455.0,1367673455.0,1367673455.0,1367673455.0
Share Issued,1367673455.0,1367673455.0,1367673455.0,1367673455.0
Total Debt,364406154.75,275332399.21,289248279.78,306790886.27
Tangible Book Value,4484220347.38,4365387152.66,4304898014.4,4185007517.3
Invested Capital,4974716703.8,4757137384.32,4742462640.61,4630110581.52
Working Capital,1834207803.95,3722641166.42,3962950217.57,3811033136.38
Net Tangible Assets,4484220347.38,4365387152.66,4304898014.4,4185007517.3
Capital Lease Obligations,55038785.84,88140665.85,62722635.0,86509737.45
Common Stock Equity,4752460865.6,4609423436.03,4547032823.64,4453120486.97
Total Capitalization,4969818567.74,4757137384.32,4734962244.78,4566146711.52
Total Equity Gross Minority Interest,4863606875.97,4722948447.01,4730014651.76,4682389903.8
Minority Interest,111146010.37,113525010.98,182981828.12,229269416.83
Stockholders Equity,4752460865.6,4609423436.03,4547032823.64,4453120486.97
Retained Earnings,1531832700.25,1407551013.05,1282211586.22,1198806489.42
Additional Paid In Capital,1259874952.64,1260602913.07,1336546065.7,1346059516.93
Capital Stock,1367673455.0,1367673455.0,1367673455.0,1367673455.0
Common Stock,1367673455.0,1367673455.0,1367673455.0,1367673455.0
Total Liabilities Net Minority Interest,2978790416.68,3027046223.24,2487762027.96,2249533202.33
Total Non Current Liabilities Net Minority Interest,296958335.54,253997109.02,264741157.95,218958860.45
Other Non Current Liabilities,1344333.74,,,
Tradeand Other Payables Non Current,,,4700000.0,6100000.0
Non Current Deferred Revenue,21857713.53,16782694.59,8029301.52,11735139.83
Non Current Deferred Taxes Liabilities,1359800.29,1359800.29,1359800.29,1587758.62
Long Term Debt And Capital Lease Obligation,272396487.98,235854614.14,250652056.14,199535962.0
Long Term Capital Lease Obligation,55038785.84,88140665.85,62722635.0,86509737.45
Long Term Debt,217357702.14,147713948.29,187929421.14,113026224.55
Current Liabilities,2681832081.14,2773049114.22,2223020870.01,2030574341.88
Other Current Liabilities,31046773.2,27772412.86,30779587.86,22225199.61
Current Debt And Capital Lease Obligation,92009666.77,39477785.07,38596223.64,107254924.27
Current Debt,4898136.06,,7500395.83,63963870.0
Payables,1342437963.36,1739142899.35,1168152248.91,1122734397.98
Other Payable,169916816.43,246206801.05,237266949.41,234348253.89
Dividends Payable,300000.0,1770000.0,2622252.41,5096917.83
Total Tax Payable,37097945.27,61093858.68,60978082.95,64635908.38
Accounts Payable,1135123201.66,1430072239.62,867284964.14,818653317.88
Total Assets,7842397292.65,7749994670.25,7217776679.72,6931923106.13
Total Non Current Assets,3326357407.56,1254304389.61,1031805592.14,1090315627.87
Other Non Current Assets,42919362.77,,,
Non Current Deferred Assets,68117754.59,18347773.2,13538375.17,19197883.11
Non Current Deferred Taxes Assets,7134384.73,4518966.38,,
Investmentin Financial Assets,1551500924.54,912500.0,912500.0,912500.0
Held To Maturity Securities,1550588424.54,,,
Available For Sale Securities,912500.0,912500.0,912500.0,912500.0
Long Term Equity Investment,251825776.32,168812561.75,87775237.11,242517106.45
Investment Properties,12890272.41,14161566.58,10048038.05,10152771.41
Goodwill And Other Intangible Assets,268240518.22,244036283.37,242134809.24,268112969.67
Other Intangible Assets,53046515.56,23177580.71,21276106.58,24701586.41
Goodwill,215194002.66,220858702.66,220858702.66,243411383.26
Net PPE,1116531933.71,803514738.33,677396632.57,549422397.23
Accumulated Depreciation,-342659189.24,-338083402.81,-314136397.22,-310822774.9
Gross PPE,1459191122.95,1141598141.14,991533029.79,860245172.13
Construction In Progress,384095258.41,8560403.59,414327498.13,238208541.23
Other Properties,656518771.94,701299408.64,441942991.72,470917790.53
Machinery Furniture Equipment,24753590.52,37606294.18,33678915.13,53809004.62
Properties,393823502.08,394132034.73,101583624.81,97309835.75
Current Assets,4516039885.09,6495690280.64,6185971087.58,5841607478.26
Other Current Assets,45908590.11,82321082.76,12425932.39,51571520.04
Assets Held For Sale Current,,,121881272.26,8296173.19
Prepaid Assets,89301672.13,90244311.96,128887157.26,154905997.76
Inventory,1265745024.56,1513167532.13,1129163314.36,957141054.78
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Other Inventories,1093734656.4,1232943760.04,705867195.57,544014569.67
Finished Goods,115910199.74,163957409.76,305813797.83,300466758.78
Work In Process,12180943.81,38551445.6,41939984.97,49708240.38
Raw Materials,43919224.61,77714916.73,75542335.99,62951485.95
Other Receivables,87476055.12,167439577.36,192845521.35,280129904.32
Accounts Receivable,786104639.75,708917680.17,827817865.37,716006379.5
Allowance For Doubtful Accounts Receivable,-168484683.17,-140217813.9,-137279911.56,-145587808.43
Gross Accounts Receivable,954589322.92,849135494.07,965097776.93,861594187.93
Cash Cash Equivalents And Short Term Investments,2241503903.42,3933600096.26,3772950024.59,3673556448.67
Other Short Term Investments,,,,100295833.33
Cash And Cash Equivalents,2241503903.42,3933600096.26,3772950024.59,3573260615.34
Cash Equivalents,13663182.99,13544866.48,19430198.86,16717678.16
Cash Financial,2227840720.43,3920055229.78,3753519825.73,3556542937.18
