,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Free Cash Flow,90875424000.0,65810402000.0,59201227000.0,12993575200.0
Repayment Of Debt,-51702039000.0,-19972240000.0,-23795322000.0,-17605770500.0
Issuance Of Debt,39790079000.0,30540129000.0,46595746000.0,50957726600.0
Capital Expenditure,-42344558000.0,-31179943000.0,-33624897000.0,-48215268100.0
End Cash Position,299929741000.0,270159734000.0,238165487000.0,157629317200.0
Other Cash Adjustment Outside Changein Cash,-1000.0,,,
Beginning Cash Position,270159734000.0,238165487000.0,157629317000.0,75505735200.0
Effect Of Exchange Rate Changes,-2664640000.0,-1596552000.0,2181447000.0,2788148900.0
Changes In Cash,32434648000.0,33590799000.0,78354723000.0,79335433100.0
Other Cash Adjustment Inside Changein Cash,-1000.0,1000.0,,-100.0
Financing Cash Flow,-6309543000.0,-14524236000.0,14716363000.0,82266431200.0
Net Other Financing Charges,40525453000.0,715307000.0,1397032000.0,52465944500.0
Cash Dividends Paid,-32620710000.0,-25311381000.0,-9011265000.0,-3551469400.0
Net Issuance Payments Of Debt,-11911960000.0,10567889000.0,22800424000.0,33351956100.0
Net Long Term Debt Issuance,-11911960000.0,10567889000.0,22800424000.0,33351956100.0
Long Term Debt Payments,-51702039000.0,-19972240000.0,-23795322000.0,-17605770500.0
Long Term Debt Issuance,39790079000.0,30540129000.0,46595746000.0,50957726600.0
Investing Cash Flow,-94475790000.0,-48875311000.0,-29187764000.0,-64139841300.0
Net Other Investing Changes,-749143000.0,776013000.0,1029556000.0,-5208874900.0
Net Investment Purchase And Sale,-49567774000.0,-18302469000.0,3712862000.0,-10716292200.0
Sale Of Investment,7966053000.0,3866982000.0,9362551000.0,2048368500.0
Purchase Of Investment,-57533827000.0,-22169451000.0,-5649689000.0,-12764660700.0
Net Business Purchase And Sale,-2026264000.0,-244022000.0,-318138000.0,
Sale Of Business,27411000.0,,3307000.0,
Purchase Of Business,-2053675000.0,-244022000.0,-321445000.0,
Net PPE Purchase And Sale,-42132609000.0,-31104833000.0,-33612044000.0,-48214674200.0
Sale Of PPE,211949000.0,75110000.0,12853000.0,593900.0
Purchase Of PPE,-42344558000.0,-31179943000.0,-33624897000.0,-48215268100.0
Operating Cash Flow,133219982000.0,96990345000.0,92826124000.0,61208843300.0
Change In Working Capital,27457067000.0,8855037000.0,18222422000.0,12401232700.0
Change In Other Current Assets,-5759138000.0,-6380014000.0,-7652592000.0,-4442081900.0
Change In Payable,89965735000.0,31206935000.0,29013934000.0,115418278300.0
Change In Inventory,-39837988000.0,-16606853000.0,31029323000.0,-39877670300.0
Change In Receivables,-16911542000.0,634969000.0,-34168243000.0,-58697293400.0
Other Non Cash Items,4235259000.0,6956052000.0,4113000000.0,1863876500.0
Depreciation And Amortization,25172147000.0,23147546000.0,21546716000.0,12358411800.0
Amortization Cash Flow,512000000.0,470401000.0,330992000.0,236449600.0
Depreciation,24660147000.0,22677145000.0,21215724000.0,12121962200.0
Gain Loss On Investment Securities,-9403678000.0,-5049029000.0,-3872196000.0,-3445176800.0
Gain Loss On Sale Of PPE,-23349000.0,238169000.0,38574000.0,43250200.0
Net Income From Continuing Operations,76786309000.0,54006794000.0,46761034000.0,33457143500.0
Cash Flowsfromusedin Operating Activities Direct,133219982000.0,96990345000.0,92826124000.0,61208843300.0
Taxes Refund Paid Direct,-26770394000.0,-18023000000.0,-4377582000.0,-1051043500.0
Classesof Cash Payments,-344189665000.0,-319359884000.0,-336464181000.0,-258072576200.0
Other Cash Paymentsfrom Operating Activities,-11018649000.0,-8404599000.0,-4802406000.0,-4588120200.0
Paymentson Behalfof Employees,-32789183000.0,-25499653000.0,-21140597000.0,-18157352000.0
Paymentsto Suppliersfor Goodsand Services,-300381833000.0,-285455632000.0,-310521178000.0,-235327104000.0
Classesof Cash Receiptsfrom Operating Activities,504180040000.0,434373229000.0,433667887000.0,320332462900.0
Other Cash Receiptsfrom Operating Activities,26383516000.0,16847851000.0,15724664000.0,14557214500.0
Receiptsfrom Customers,477796524000.0,417525378000.0,417943223000.0,305775248400.0
