,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-1133861578.41047,-1308322154.284068,-886456451.610881,-360273192.706778
Tax Rate For Calcs,0.142307,0.145219,0.132674,0.087686
Normalized EBITDA,125400436000.0,99217954000.0,85588723700.0,55272296200.0
Total Unusual Items,-7967726000.0,-9009292000.0,-6681439000.0,-4108652800.0
Total Unusual Items Excluding Goodwill,-7967726000.0,-9009292000.0,-6681439000.0,-4108652800.0
Net Income From Continuing Operation Net Minority Interest,72201282000.0,50744682000.0,44121248000.0,30729163500.0
Reconciled Depreciation,25172147000.0,23147546000.0,21546716000.0,12358411800.0
Reconciled Cost Of Revenue,312383297000.0,273518959000.0,323982130000.0,262049609200.0
EBITDA,117432710000.0,90208662000.0,78907284700.0,51163643400.0
EBIT,92260563000.0,67061116000.0,57360568700.0,38805231600.0
Net Interest Income,7657564000.0,5418967000.0,4506179600.0,1637357800.0
Interest Expense,2734018000.0,3879077000.0,3446515700.0,2132375400.0
Interest Income,10594657000.0,9502997000.0,8321802100.0,3987365200.0
Normalized Income,79035146421.58952,58445651845.715935,49916230548.38912,34477543107.29322
Net Income From Continuing And Discontinued Operation,72201282000.0,50744682000.0,44121248000.0,30729163500.0
Total Expenses,342163582000.0,297468188000.0,349270927000.0,293508273000.0
Total Operating Income As Reported,89518636000.0,64051799000.0,53718302000.0,36821983100.0
Diluted Average Shares,,4382096891.0,4390173930.0,4294601694.0
Basic Average Shares,,4382096891.0,4385809940.0,4281855405.0
Diluted EPS,,11.58,10.05,7.1553
Basic EPS,,11.58,10.06,7.1766
Net Income Common Stockholders,72201282000.0,50744682000.0,44121248000.0,30729163500.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,72201282000.0,50744682000.0,44121248000.0,30729163500.0
Minority Interests,-4585027000.0,-3262113000.0,-2639786000.0,-2727980100.0
Net Income Including Noncontrolling Interests,76786309000.0,54006794000.0,46761034000.0,33457143500.0
Net Income Continuous Operations,76786309000.0,54006794000.0,46761034000.0,33457143500.0
Tax Provision,12740236000.0,9175245000.0,7153019000.0,3215712700.0
Pretax Income,89526545000.0,63182039000.0,53914053000.0,36672856200.0
Other Non Operating Income Expenses,7909000.0,-869758000.0,195750600.0,-149126800.0
Special Income Charges,-8904109000.0,-9276532000.0,-6090984000.0,-3978497200.0
Other Special Charges,-174640000.0,-19319000.0,-16984000.0,5322700.0
Write Off,418585000.0,872526000.0,254041000.0,1146247900.0
Impairment Of Capital Assets,8660164000.0,8423325000.0,5853927000.0,2826926600.0
Net Non Operating Interest Income Expense,7657564000.0,5418967000.0,4506179600.0,1637357800.0
Total Other Finance Cost,203075000.0,204953000.0,369106800.0,217632000.0
Interest Expense Non Operating,2734018000.0,3879077000.0,3446515700.0,2132375400.0
Interest Income Non Operating,10594657000.0,9502997000.0,8321802100.0,3987365200.0
Operating Income,81538252000.0,64544366000.0,51646118000.0,35085714500.0
Operating Expense,29780285000.0,23949229000.0,25288797000.0,31458663800.0
Other Operating Expenses,2832322000.0,2057467000.0,-13216187800.0,907484500.0
Depreciation And Amortization In Income Statement,1662402000.0,2059630000.0,1577058900.0,927730200.0
Depreciation Income Statement,1662402000.0,2059630000.0,1577058900.0,927730200.0
Research And Development,22146581000.0,18606756000.0,18356108000.0,15510453500.0
Selling General And Administration,5122064000.0,4952334000.0,18940807100.0,11844129700.0
Selling And Marketing Expense,1743944000.0,2029292000.0,16607416400.0,9970201100.0
General And Administrative Expense,3378120000.0,2923042000.0,2333390700.0,1873928600.0
Gross Profit,111318537000.0,88493595000.0,76934915000.0,66544378300.0
Cost Of Revenue,312383297000.0,273518959000.0,323982130000.0,262049609200.0
Total Revenue,423701834000.0,362012554000.0,400917045000.0,328593987500.0
Operating Revenue,423701834000.0,362012554000.0,400917045000.0,328593987500.0
