,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,457565767.0,457565767.0,438862087.0,438862087.0
Share Issued,457565767.0,457565767.0,438862087.0,438862087.0
Net Debt,689686580.93,538925563.98,1468293038.8,790496077.75
Total Debt,1905253904.15,1193986729.87,1720143709.8,1622139752.07
Tangible Book Value,1834653044.27,1524673571.35,812802691.65,456027184.83
Invested Capital,4524648742.66,3619969269.9,3527799282.21,3116746439.69
Working Capital,1908890824.96,1639473998.19,1271212963.15,960410193.95
Net Tangible Assets,1834653044.27,1524673571.35,812802691.65,456027184.83
Capital Lease Obligations,22678196.25,5060893.47,7208337.91,10587187.18
Common Stock Equity,2937353463.93,2627608574.57,1915346543.45,1557050269.4
Total Capitalization,3198619063.93,3176874174.57,2731336543.45,2469050269.4
Total Equity Gross Minority Interest,3002416458.96,2670754758.36,1940865885.83,1577875152.27
Minority Interest,65062995.03,43146183.79,25519342.38,20824882.87
Stockholders Equity,2937353463.93,2627608574.57,1915346543.45,1557050269.4
Retained Earnings,1610606046.49,1422827933.33,1109697937.94,841362971.46
Additional Paid In Capital,549884502.11,549914182.84,213871432.36,213871432.36
Capital Stock,457565767.0,457565767.0,420000000.0,420000000.0
Common Stock,457565767.0,457565767.0,420000000.0,420000000.0
Total Liabilities Net Minority Interest,4582509849.19,1874702802.64,2323905516.01,2776902035.33
Total Non Current Liabilities Net Minority Interest,297698998.27,608906045.03,856371773.36,944404950.98
Non Current Deferred Revenue,9415427.33,10795771.05,12176114.77,13599986.89
Non Current Deferred Taxes Liabilities,4339774.69,43783780.51,20997320.68,8217776.91
Long Term Debt And Capital Lease Obligation,283943796.25,554326493.47,823198337.91,922587187.18
Long Term Capital Lease Obligation,22678196.25,5060893.47,7208337.91,10587187.18
Long Term Debt,261265600.0,549265600.0,815990000.0,912000000.0
Current Liabilities,4284810850.92,1265796757.61,1467533742.65,1832497084.35
Other Current Liabilities,34314938.97,30146929.46,69457456.0,3898.62
Current Debt And Capital Lease Obligation,1621310107.9,639660236.4,896945371.89,699552564.89
Current Debt,1326029678.73,443095095.33,796462738.76,647696170.29
Payables,2624112444.21,517186479.12,221465791.78,580944394.43
Other Payable,55578425.56,28124460.63,20889733.55,22577785.64
Total Tax Payable,48585643.38,11232762.57,113417216.04,54438038.19
Accounts Payable,2519948375.27,477829255.92,87158842.19,503928570.6
Total Assets,7584926308.15,4545457561.0,4264771401.84,4354777187.6
Total Non Current Assets,1391224632.27,1640186805.2,1526024696.04,1561869909.3
Other Non Current Assets,4369000.6,2015034.0,497098.2,1055285.49
Non Current Deferred Assets,10155967.94,5201337.73,4859077.3,6014758.98
Non Current Deferred Taxes Assets,45725802.26,20212595.82,28237904.87,12669818.23
Investmentin Financial Assets,126094929.33,425225177.83,293269625.82,332021059.63
Available For Sale Securities,126094929.33,425225177.83,293269625.82,332021059.63
Investment Properties,1185289.36,1228390.84,1271492.32,1314593.8
Goodwill And Other Intangible Assets,1102700419.66,1102935003.22,1102543851.8,1101023084.57
Other Intangible Assets,12664227.29,12898810.85,12507659.43,10986892.2
Goodwill,1090036192.37,1090036192.37,1090036192.37,1090036192.37
Net PPE,100993223.12,83369265.76,95345645.73,107771308.6
Accumulated Depreciation,-98337741.24,-88001690.46,-78390349.38,-69604128.81
Gross PPE,199330964.36,171370956.22,173735995.11,177375437.41
Other Properties,38153264.48,12871949.73,14318374.81,17491963.4
Machinery Furniture Equipment,86683916.38,84005222.99,83741506.19,84207359.9
Properties,74493783.5,74493783.5,75676114.11,75676114.11
Current Assets,6193701675.88,2905270755.8,2738746705.8,2792907278.3
Other Current Assets,69754176.02,4510347.51,1814704.92,6214453.5
Prepaid Assets,777917434.92,153215076.61,837937547.73,481229810.51
Inventory,2857750308.28,1435967300.61,1248309876.19,669440242.21
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Finished Goods,2542108536.13,1429155578.55,1239393645.48,660981197.02
Work In Process,2128026.45,2063394.36,3348919.08,1483488.91
Raw Materials,313513745.7,4748327.7,5567311.63,6975556.28
Other Receivables,411617119.5,227040749.52,234495393.43,430316613.43
Accounts Receivable,1074016372.59,621193164.54,272029483.57,420146252.24
Allowance For Doubtful Accounts Receivable,-3683201.1,-3966496.09,-5181072.11,-3805943.5
Gross Accounts Receivable,1077699573.69,625159660.63,277210555.68,423952195.74
Cash Cash Equivalents And Short Term Investments,1002646264.57,463344117.01,144159699.96,785559906.41
Other Short Term Investments,105037566.77,9908985.66,,16359813.87
Cash And Cash Equivalents,897608697.8,453435131.35,144159699.96,769200092.54
Cash Equivalents,260889777.36,2196791.52,694818.83,373569080.09
Cash Financial,636718920.44,451238339.83,143464881.13,395631012.45
