Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2026-04-08 00:00:00+08:00,123.5,148.17999267578125,136.6699981689453,148.17999267578125,59699081,0.0,0.0
2026-04-07 00:00:00+08:00,123.5,126.94000244140625,122.80000305175781,123.4800033569336,17780476,0.0,0.0
2026-04-03 00:00:00+08:00,128.0,128.10000610351562,121.94999694824219,121.9800033569336,17021209,0.0,0.0
2026-04-02 00:00:00+08:00,129.00999450683594,130.9499969482422,124.62000274658203,125.5,18080625,0.0,0.0
2026-04-01 00:00:00+08:00,132.82000732421875,133.75999450683594,126.1500015258789,128.0800018310547,26570728,0.0,0.0
2026-03-31 00:00:00+08:00,133.33999633789062,133.75999450683594,124.41000366210938,125.62999725341797,35261692,0.0,0.0
2026-03-30 00:00:00+08:00,140.05999755859375,143.97000122070312,135.0,137.10000610351562,26118219,0.0,0.0
2026-03-27 00:00:00+08:00,140.0,146.66000366210938,137.10000610351562,143.9600067138672,19862320,0.0,0.0
2026-03-26 00:00:00+08:00,143.0,155.0,141.94000244140625,147.19000244140625,29150456,0.0,0.0
2026-03-25 00:00:00+08:00,144.49000549316406,152.86000061035156,143.60000610351562,148.44000244140625,25588616,0.0,0.0
2026-03-24 00:00:00+08:00,145.74000549316406,145.77000427246094,136.5,143.7899932861328,24809317,0.0,0.0
2026-03-23 00:00:00+08:00,149.75999450683594,153.1999969482422,142.8000030517578,143.19000244140625,27449026,0.0,0.0
2026-03-20 00:00:00+08:00,163.9600067138672,165.5,154.0,157.14999389648438,31427549,0.0,0.0
2026-03-19 00:00:00+08:00,162.9199981689453,167.1999969482422,160.0800018310547,161.67999267578125,32867996,0.0,0.0
2026-03-18 00:00:00+08:00,156.5,172.9499969482422,155.3000030517578,169.99000549316406,49326387,0.0,0.0
2026-03-17 00:00:00+08:00,158.3300018310547,159.9600067138672,153.57000732421875,153.64999389648438,20295419,0.0,0.0
2026-03-16 00:00:00+08:00,153.82000732421875,161.67999267578125,149.5399932861328,159.88999938964844,30151316,0.0,0.0
2026-03-13 00:00:00+08:00,153.8800048828125,159.99000549316406,152.5800018310547,153.5500030517578,24832472,0.0,0.0
2026-03-12 00:00:00+08:00,156.3000030517578,158.39999389648438,150.66000366210938,152.6999969482422,18807592,0.0,0.0
2026-03-11 00:00:00+08:00,160.50999450683594,162.22000122070312,155.5800018310547,156.8300018310547,28241066,0.0,0.0
2026-03-10 00:00:00+08:00,160.1999969482422,165.32000732421875,158.5800018310547,161.85000610351562,36564689,0.0,0.0
2026-03-09 00:00:00+08:00,149.00999450683594,158.6699981689453,145.0,157.8000030517578,37749133,0.0,0.0
2026-03-06 00:00:00+08:00,136.8000030517578,155.5,136.16000366210938,155.0399932861328,55438920,0.0,0.0
2026-03-05 00:00:00+08:00,145.52000427246094,145.97999572753906,137.5,138.35000610351562,25389295,0.0,0.0
2026-03-04 00:00:00+08:00,137.0,146.75999450683594,137.0,140.52000427246094,31478591,0.0,0.0
2026-03-03 00:00:00+08:00,144.0800018310547,145.75999450683594,134.3699951171875,135.17999267578125,21436099,0.0,0.0
2026-03-02 00:00:00+08:00,145.0,147.75,143.67999267578125,144.86000061035156,18063061,0.0,0.0
