,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Ordinary Shares Number,19868519955.0,19868519955.0,19868519955.0,19868519955.0
Share Issued,19868519955.0,19868519955.0,19868519955.0,19868519955.0
Total Debt,39012000000.0,56146000000.0,44046000000.0,56937000000.0
Tangible Book Value,339250000000.0,389572000000.0,381619000000.0,367494000000.0
Invested Capital,437784000000.0,456053000000.0,444227000000.0,441007000000.0
Working Capital,57707000000.0,102023000000.0,107366000000.0,112646000000.0
Net Tangible Assets,339250000000.0,389572000000.0,381619000000.0,367494000000.0
Capital Lease Obligations,971000000.0,1133000000.0,1332000000.0,1445000000.0
Common Stock Equity,409107000000.0,419559000000.0,408692000000.0,393900000000.0
Total Capitalization,437375000000.0,451241000000.0,441300000000.0,435791000000.0
Total Equity Gross Minority Interest,481451000000.0,496645000000.0,478370000000.0,459319000000.0
Minority Interest,72344000000.0,77086000000.0,69678000000.0,65419000000.0
Stockholders Equity,409107000000.0,419559000000.0,408692000000.0,393900000000.0
Retained Earnings,269981000000.0,281506000000.0,288491000000.0,279507000000.0
Additional Paid In Capital,,67701000000.0,67712000000.0,67712000000.0
Capital Stock,19869000000.0,19869000000.0,19869000000.0,19869000000.0
Common Stock,19869000000.0,19869000000.0,19869000000.0,19869000000.0
Total Liabilities Net Minority Interest,146310000000.0,171377000000.0,151761000000.0,162524000000.0
Total Non Current Liabilities Net Minority Interest,57048000000.0,66261000000.0,60176000000.0,64120000000.0
Other Non Current Liabilities,11799000000.0,11678000000.0,10443000000.0,10764000000.0
Tradeand Other Payables Non Current,14250000000.0,20420000000.0,14656000000.0,8854000000.0
Non Current Deferred Taxes Liabilities,1760000000.0,1348000000.0,1137000000.0,1166000000.0
Long Term Debt And Capital Lease Obligation,29239000000.0,32815000000.0,33940000000.0,43336000000.0
Long Term Capital Lease Obligation,971000000.0,1133000000.0,1332000000.0,1445000000.0
Long Term Debt,28268000000.0,31682000000.0,32608000000.0,41891000000.0
Current Liabilities,89262000000.0,105116000000.0,91585000000.0,98404000000.0
Other Current Liabilities,3874000000.0,4226000000.0,1051000000.0,1918000000.0
Current Debt And Capital Lease Obligation,9773000000.0,23331000000.0,10106000000.0,13601000000.0
Current Debt,409000000.0,4812000000.0,2927000000.0,5216000000.0
Payables,71805000000.0,73558000000.0,73220000000.0,77288000000.0
Other Payable,19673000000.0,21023000000.0,17501000000.0,18732000000.0
Dividends Payable,1474000000.0,4449000000.0,6902000000.0,6904000000.0
Total Tax Payable,9145000000.0,9125000000.0,9916000000.0,12680000000.0
Accounts Payable,41513000000.0,38961000000.0,38901000000.0,38972000000.0
Total Assets,627761000000.0,668022000000.0,630131000000.0,621843000000.0
Total Non Current Assets,480792000000.0,460883000000.0,431180000000.0,410793000000.0
Other Non Current Assets,26076000000.0,28882000000.0,23437000000.0,25286000000.0
Non Current Deferred Assets,5849000000.0,4175000000.0,3633000000.0,3619000000.0
Non Current Deferred Taxes Assets,6696000000.0,6367000000.0,5433000000.0,5145000000.0
Investmentin Financial Assets,3288000000.0,2847000000.0,2486000000.0,2386000000.0
Held To Maturity Securities,,,,
Available For Sale Securities,3288000000.0,2847000000.0,2486000000.0,2386000000.0
Long Term Equity Investment,62044000000.0,59842000000.0,55571000000.0,49650000000.0
Goodwill And Other Intangible Assets,69857000000.0,29987000000.0,27073000000.0,26406000000.0
Other Intangible Assets,69857000000.0,29987000000.0,27073000000.0,26406000000.0
Net PPE,306982000000.0,328783000000.0,313547000000.0,298301000000.0
Accumulated Depreciation,,-271474000000.0,-255643000000.0,-237618000000.0
Gross PPE,306982000000.0,600257000000.0,569190000000.0,535919000000.0
Construction In Progress,33262000000.0,28721000000.0,20474000000.0,22061000000.0
Other Properties,273720000000.0,345025000000.0,331199000000.0,310434000000.0
Machinery Furniture Equipment,,88807000000.0,85535000000.0,84304000000.0
Properties,,137704000000.0,131982000000.0,119120000000.0
Current Assets,146969000000.0,207139000000.0,198951000000.0,211050000000.0
Other Current Assets,8590000000.0,7701000000.0,7277000000.0,6663000000.0
Assets Held For Sale Current,,,,
Prepaid Assets,6509000000.0,6544000000.0,5999000000.0,6809000000.0
Inventory,11850000000.0,12666000000.0,12846000000.0,12096000000.0
Inventories Adjustments Allowances,,0.0,0.0,0.0
Other Inventories,,6767000000.0,8960000000.0,7605000000.0
Raw Materials,,5899000000.0,3886000000.0,4491000000.0
Other Receivables,10023000000.0,6512000000.0,10968000000.0,4011000000.0
Accounts Receivable,13225000000.0,12569000000.0,11875000000.0,10968000000.0
Allowance For Doubtful Accounts Receivable,,-1144000000.0,-1195000000.0,-1221000000.0
Gross Accounts Receivable,,13610000000.0,13070000000.0,12189000000.0
Cash Cash Equivalents And Short Term Investments,96772000000.0,161147000000.0,149986000000.0,170503000000.0
Other Short Term Investments,,17302000000.0,,
Cash And Cash Equivalents,96772000000.0,143845000000.0,149986000000.0,170503000000.0
Cash Equivalents,,74919000000.0,74466000000.0,58845000000.0
Cash Financial,,67496000000.0,75520000000.0,111658000000.0
