,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-584466210.593244,-485948364.408421,-265609948.485336,-124050140.044531
Tax Rate For Calcs,0.265832,0.172254,0.16712,0.140568
Normalized EBITDA,16654576776.54,17378945366.29,15682105850.58,15383550954.77
Total Unusual Items,-2198633266.75,-2821121065.91,-1589340062.72,-882491426.75
Total Unusual Items Excluding Goodwill,-2198633266.75,-2821121065.91,-1589340062.72,-882491426.75
Net Income From Continuing Operation Net Minority Interest,4652009562.82,5064133700.75,4918292762.9,5550119961.32
Reconciled Depreciation,900310304.0,916099427.78,876124520.57,803474186.15
Reconciled Cost Of Revenue,2051155061.7,1988335551.97,1676269372.29,1235056758.2
EBITDA,14455943509.79,14557824300.38,14092765787.86,14501059528.02
EBIT,13555633205.79,13641724872.6,13216641267.29,13697585341.87
Net Interest Income,-66692005.38,-80894653.39,-194493374.66,-183068975.0
Interest Expense,70939209.51,87215630.48,205412034.36,213427438.68
Interest Income,4668604.46,6741322.0,11528725.99,30909877.76
Normalized Income,6266176618.976756,7399306402.251579,6242022877.134664,6308561248.025469
Net Income From Continuing And Discontinued Operation,4652009562.82,5064133700.75,4918292762.9,5550119961.32
Total Expenses,6192829968.7,5712580612.56,5300911065.94,5447989151.76
Rent Expense Supplemental,33919310.4,30859881.21,45475945.54,101049201.07
Total Operating Income As Reported,13494874014.12,13573643908.9,13014222207.79,13497999496.98
Diluted Average Shares,12572998818.0,12660334252.0,12611007084.0,12613909003.0
Basic Average Shares,12572998818.0,12660334252.0,12611007084.0,12613909003.0
Diluted EPS,0.37,0.4,0.39,0.44
Basic EPS,0.37,0.4,0.39,0.44
Net Income Common Stockholders,4652009562.82,5064133700.75,4918292762.9,5550119961.32
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,4652009562.82,5064133700.75,4918292762.9,5550119961.32
Minority Interests,-5248026582.51,-6155562024.8,-5918504447.99,-6038595532.38
Net Income Including Noncontrolling Interests,9900036145.33,11219695725.55,10836797210.89,11588715493.7
Net Income Continuous Operations,9900036145.33,11219695725.55,10836797210.89,11588715493.7
Tax Provision,3584657850.95,2334813516.57,2174432022.04,1895442409.49
Pretax Income,13484693996.28,13554509242.12,13011229232.93,13484157903.19
Other Non Operating Income Expenses,-10180017.84,-19134666.78,-2992974.86,-13841593.79
Special Income Charges,-3180656374.22,-3620287275.53,-643874613.41,-2285337894.15
Other Special Charges,-165815713.11,-1088105.34,-1635899.06,4121772.37
Write Off,3347531265.11,3583995448.9,627973824.13,2281216121.78
Impairment Of Capital Assets,-1059177.78,37379931.97,17536688.34,
Net Non Operating Interest Income Expense,-66692005.38,-80894653.39,-194493374.66,-183068975.0
Total Other Finance Cost,421400.33,420344.91,610066.29,551414.08
Interest Expense Non Operating,70939209.51,87215630.48,205412034.36,213427438.68
Interest Income Non Operating,4668604.46,6741322.0,11528725.99,30909877.76
Operating Income,32831242755.07,33279527548.62,27130532139.44,25515942520.72
Operating Expense,4141674907.0,3724245060.59,3624641693.65,4212932393.56
Other Operating Expenses,366807851.3,114738135.88,199095504.35,1241344398.13
Depreciation And Amortization In Income Statement,245601836.6,263310758.01,281378780.26,265941660.11
Amortization,90090906.81,88190610.99,81793692.0,60671591.2
Depreciation Income Statement,155510929.79,175120147.02,199585088.26,205270068.91
Selling General And Administration,1340848342.78,1338615791.99,1244182897.75,914481408.82
General And Administrative Expense,1340848342.78,1338615791.99,1244182897.75,914481408.82
Rent And Landing Fees,33919310.4,30859881.21,45475945.54,101049201.07
Gross Profit,36972917662.07,37003772609.21,30755173833.09,29728874914.28
Cost Of Revenue,2051155061.7,1988335551.97,1676269372.29,1235056758.2
Total Revenue,39024072723.77,38992108161.18,32431443205.38,30963931672.48
Operating Revenue,39024072723.77,38992108161.18,32431443205.38,30963931672.48
