,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,4972183138.01,40229523113.36,43957963261.52,38144370038.28
Repayment Of Debt,-67519705620.52,-74596938315.29,-83624008059.45,-58011777020.0
Issuance Of Debt,68562707072.35,63941624725.27,68540842490.0,59628873731.21
Capital Expenditure,-954341712.89,-324027415.59,-150145582.89,-127390297.38
End Cash Position,165371656723.85,149832703692.48,161571118435.93,169950986284.14
Beginning Cash Position,149832703692.48,161571118435.93,169950986284.14,121833031474.87
Effect Of Exchange Rate Changes,1073447566.1,1327981199.97,3948763059.34,-1653680251.42
Changes In Cash,14465505465.27,-13066395943.42,-12328630907.55,49771635060.69
Financing Cash Flow,-8355983861.65,-16268878189.91,-20545089346.71,-5907008667.47
Net Other Financing Charges,-1084734385.71,147932390.76,452349771.6,-470553562.78
Cash Dividends Paid,-2735056478.91,-3307266515.64,-3601929343.64,-4303578526.43
Net Issuance Payments Of Debt,1043001451.83,-10655313590.02,-15083165569.45,1617096711.21
Net Long Term Debt Issuance,1043001451.83,-10655313590.02,-15083165569.45,1617096711.21
Long Term Debt Payments,-67519705620.52,-74596938315.29,-83624008059.45,-58011777020.0
Long Term Debt Issuance,68562707072.35,63941624725.27,68540842490.0,59628873731.21
Investing Cash Flow,16894964476.02,-37351068282.46,-35891650405.25,17406883392.5
Net Other Investing Changes,-248865149.24,517801.75,24984.94,-46661999.75
Net Investment Purchase And Sale,16984598234.81,-37028566975.58,-35742505890.08,17496773927.66
Sale Of Investment,223686904491.13,180831050485.6,97131210531.81,121831773699.59
Purchase Of Investment,-206702306256.32,-217859617461.18,-132873716421.89,-104334999771.93
Net PPE Purchase And Sale,159231390.45,-323019108.63,-149169500.11,-43228535.41
Sale Of PPE,1113573103.34,1008306.96,976082.78,84161761.97
Purchase Of PPE,-954341712.89,-324027415.59,-150145582.89,-127390297.38
Operating Cash Flow,5926524850.9,40553550528.95,44108108844.41,38271760335.66
Change In Working Capital,-481033715.77,31447844217.58,35061666184.89,30236074070.48
Change In Other Current Assets,178438507.64,-170130403.96,-406122825.33,-198645505.32
Change In Payable,8277359451.54,33922875436.61,36271273478.33,63689687748.8
Change In Receivables,-8936831674.95,-2304900815.07,-803484468.11,-33254968173.0
Other Non Cash Items,1300249646.64,1492192036.93,1799967952.65,1918160552.82
Depreciation And Amortization,900310304.0,916099427.78,876124520.57,803474186.15
Amortization Cash Flow,90115579.25,87223395.53,81817428.62,60688670.99
Depreciation,810194724.75,828876032.25,794307091.95,742785515.16
Gain Loss On Investment Securities,-8961988427.26,-8198956015.19,-5012103491.73,-8510798928.84
Net Foreign Currency Exchange Gain Loss,87692142.05,52891734.59,-99955940.29,-46962419.8
Gain Loss On Sale Of PPE,-165213331.42,2408020.84,101894.96,1881259.37
Net Income From Continuing Operations,9900036145.33,11219695725.55,10836797210.89,11588715493.7
Cash Flowsfromusedin Operating Activities Direct,5926524850.9,40553550528.95,44108108844.41,38271760335.66
Taxes Refund Paid Direct,-5852276080.97,-3046773043.43,-4380564801.51,-4064338000.29
Interest Received Direct,32481402049.78,31086544398.47,26819938379.24,26093102639.61
Interest Paid Direct,-20219677721.6,-20758184203.54,-14522298838.61,-11452198304.07
Classesof Cash Payments,-49145400709.92,-57122776874.99,-40263882183.08,-35852605984.18
Other Cash Paymentsfrom Operating Activities,-46533003569.89,-54595299934.48,-38111125502.35,-33870153867.87
Paymentson Behalfof Employees,-2514110681.56,-2439872992.01,-2111136123.92,-1911536412.32
Paymentsto Suppliersfor Goodsand Services,-98286458.47,-87603948.5,-41620556.81,-70915703.99
Classesof Cash Receiptsfrom Operating Activities,48662477313.61,90394740252.44,76454916288.37,63547799984.59
Other Cash Receiptsfrom Operating Activities,48350255725.35,90135309412.24,76236899867.34,63305691565.85
Receiptsfrom Customers,312221588.26,259430840.2,218016421.03,242108418.74
