,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Free Cash Flow,1079940573.2,1533213017.23,838385577.37,398847913.34
Repayment Of Debt,-1097681693.59,-463346911.8,-41648260.5,-31671159.09
Issuance Of Debt,400000000.0,1269192534.34,0.0,
Capital Expenditure,-1048563639.29,-499017219.78,-348363732.56,-550843222.25
End Cash Position,9161933475.74,9104158718.59,7130887670.48,6787204862.41
Beginning Cash Position,9104158718.59,7130887670.48,6787204862.41,6546991139.65
Effect Of Exchange Rate Changes,-163212077.26,129993370.57,24437739.33,114560219.07
Changes In Cash,220986834.41,1843277677.54,319245068.74,125653503.69
Financing Cash Flow,-516861272.54,480383029.69,-572600042.91,-780312512.13
Net Other Financing Charges,423718813.42,-310244198.18,-109838656.03,-33983618.19
Cash Dividends Paid,-242898392.37,-15218394.67,-421113126.38,-714657734.85
Net Issuance Payments Of Debt,-697681693.59,805845622.54,-41648260.5,-31671159.09
Net Long Term Debt Issuance,-697681693.59,805845622.54,-41648260.5,-31671159.09
Long Term Debt Payments,-1097681693.59,-463346911.8,-41648260.5,-31671159.09
Long Term Debt Issuance,400000000.0,1269192534.34,0.0,
Investing Cash Flow,-1390656105.54,-669335589.16,-294904198.28,-43725119.77
Net Other Investing Changes,,-130000000.0,,
Net Investment Purchase And Sale,-361801267.4,144094368.2,53434114.32,506981768.57
Sale Of Investment,1802706692.59,2245262368.2,5680332380.32,3366981768.57
Purchase Of Investment,-2164507959.99,-2101168000.0,-5626898266.0,-2860000000.0
Net Business Purchase And Sale,,-213742679.61,0.0,
Sale Of Business,,27277017.4,0.0,
Purchase Of Business,,-241019697.01,0.0,
Net PPE Purchase And Sale,-1028854838.14,-469687277.75,-348338312.6,-550706888.34
Sale Of PPE,19708801.15,29329942.03,25419.96,136333.91
Purchase Of PPE,-1048563639.29,-499017219.78,-348363732.56,-550843222.25
Operating Cash Flow,2128504212.49,2032230237.01,1186749309.93,949691135.59
Change In Working Capital,-311700062.77,224306839.25,-52486291.47,-1961347305.2
Change In Other Current Assets,-61026279.2,-5049869.0,-31941413.83,-50950289.19
Change In Payable,507439049.14,305787835.96,-264085519.31,-263916456.17
Change In Inventory,-834963142.75,-269575200.81,47447797.97,-841132835.08
Change In Receivables,76850310.04,193144073.1,196092843.7,-805347724.76
Other Non Cash Items,218471030.36,-29086953.36,37561682.01,-47233448.67
Depreciation And Amortization,430984434.84,418482573.7,399758290.28,321044039.39
Amortization Cash Flow,124606498.06,105289034.79,95483694.54,79454891.81
Depreciation,306377936.78,313193538.91,304274595.74,241589147.58
Gain Loss On Investment Securities,-132150966.6,-17645113.55,-70629542.28,-43628828.45
Gain Loss On Sale Of PPE,649804.41,455195.14,737518.59,2028963.03
Net Income From Continuing Operations,1677344557.33,1100881286.84,161141224.88,2052884263.32
Cash Flowsfromusedin Operating Activities Direct,2128504212.49,2032230237.01,1186749309.93,949691135.59
Taxes Refund Paid Direct,291249755.02,377729653.72,226052329.27,4271513.73
Classesof Cash Payments,-8243158316.5,-6438092063.61,-5333869031.69,-8060333105.57
Other Cash Paymentsfrom Operating Activities,-450103591.75,-400512905.21,-396418854.8,-470150761.64
Paymentson Behalfof Employees,-1322813440.06,-1031430681.16,-1026537573.52,-942060085.77
Paymentsto Suppliersfor Goodsand Services,-6470241284.69,-5006148477.24,-3910912603.37,-6648122258.16
Classesof Cash Receiptsfrom Operating Activities,10080412773.97,8092592646.9,6294566012.35,9005752727.43
Other Cash Receiptsfrom Operating Activities,367241181.03,521346132.55,309502929.99,399272879.03
Receiptsfrom Customers,9713171592.94,7571246514.35,5985063082.36,8606479848.4
