,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,338526168.0,358730089.0,358730089.0,358730089.0
Share Issued,338526168.0,358730089.0,358730089.0,358730089.0
Net Debt,692939931.1,577894748.29,615329096.49,783824671.94
Total Debt,873550873.29,857492248.74,875998577.36,909536207.84
Tangible Book Value,1362494325.24,1285217250.33,1274219431.27,1244312096.88
Invested Capital,2495257353.29,2397153606.87,2347966867.14,2432680704.73
Working Capital,14383470.78,42679574.14,139733267.27,305239100.23
Net Tangible Assets,1362494325.24,1285217250.33,1274219431.27,1244312096.88
Capital Lease Obligations,794555.45,2692785.67,3092958.7,5486427.51
Common Stock Equity,1652422802.98,1605018388.06,1567828334.0,1546047939.76
Total Capitalization,1722072802.98,1679796089.18,1752290803.33,1908571766.03
Total Equity Gross Minority Interest,1777768212.18,1727631246.88,1631689303.92,1610893203.46
Minority Interest,125345409.2,122612858.82,63860969.92,64845263.7
Stockholders Equity,1652422802.98,1605018388.06,1567828334.0,1546047939.76
Other Equity Interest,-727799.58,-126194148.99,-126194148.99,-126194148.99
Retained Earnings,359566167.86,310572350.99,276784356.12,256359090.47
Additional Paid In Capital,892199509.07,997461937.48,996872737.09,1001222149.53
Capital Stock,338526168.0,358730089.0,358730089.0,358730089.0
Common Stock,338526168.0,358730089.0,358730089.0,358730089.0
Total Liabilities Net Minority Interest,1626085883.18,1663938059.36,1562173286.19,1554106371.23
Total Non Current Liabilities Net Minority Interest,130302165.19,138243549.38,256997297.35,441042583.67
Other Non Current Liabilities,5200207.44,8566233.04,11844785.21,15512079.23
Tradeand Other Payables Non Current,,,,41057.12
Non Current Deferred Revenue,32017292.79,29288129.12,33586153.43,32271826.97
Non Current Deferred Taxes Liabilities,22640109.51,22918700.43,24010930.68,25207366.57
Long Term Debt And Capital Lease Obligation,70444555.45,77470486.79,187555428.03,368010253.78
Long Term Capital Lease Obligation,794555.45,2692785.67,3092958.7,5486427.51
Long Term Debt,69650000.0,74777701.12,184462469.33,362523826.27
Current Liabilities,1495783717.99,1525694509.98,1305175988.84,1113063787.56
Other Current Liabilities,475069.77,94677.19,507355.26,493201.66
Current Debt And Capital Lease Obligation,803106317.84,780021761.95,688443149.33,541525954.06
Current Debt,773184550.31,717357517.69,595676063.81,524108938.7
Payables,687510943.54,744564243.13,614100165.57,566537722.32
Other Payable,41349558.63,38185928.5,33378766.63,35798034.24
Dividends Payable,,2046928.49,1261708.93,
Total Tax Payable,8014420.02,8520264.62,12485171.03,10281488.58
Accounts Payable,638146964.89,695811121.52,566974518.98,520458199.5
Total Assets,3403854095.36,3391569306.24,3193862590.11,3164999574.69
Total Non Current Assets,1893686906.59,1823195222.12,1748953334.0,1746696686.9
Other Non Current Assets,59418399.3,63651636.21,78356531.14,63869515.63
Non Current Deferred Assets,34198228.43,21806344.8,18748948.3,24561734.92
Non Current Deferred Taxes Assets,45234747.32,46274624.36,43519780.73,42708956.36
Goodwill And Other Intangible Assets,289928477.74,319801137.73,293608902.73,301735842.88
Other Intangible Assets,228678805.08,233515982.22,196418215.81,204545155.96
Goodwill,61249672.66,86285155.51,97190686.92,97190686.92
Net PPE,1464907053.8,1371661479.02,1314719171.1,1313820637.11
Accumulated Depreciation,-1060656022.84,-916641620.79,-767931786.72,-643153697.79
Gross PPE,2525563076.64,2288303099.81,2082650957.82,1956974334.9
Construction In Progress,259209308.87,188164013.13,256589568.16,231790409.71
Other Properties,58532291.62,53541559.14,48801845.38,45975638.87
Machinery Furniture Equipment,1594365260.93,1524664849.71,1360494508.81,1262292218.71
Properties,613456215.22,521932677.83,416765035.47,416916067.61
Current Assets,1510167188.77,1568374084.12,1444909256.11,1418302887.79
Other Current Assets,29953590.0,24788807.05,13971547.63,40188340.32
Prepaid Assets,31532232.35,28516807.56,24349971.04,25168100.0
Inventory,528678170.78,483691736.95,511204928.35,443459091.25
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Finished Goods,301531557.23,271168308.46,270957547.12,242824018.67
Work In Process,77970160.55,75919583.12,58733129.05,42263320.58
Raw Materials,149176453.0,136603845.37,181514252.18,158371752.0
Other Receivables,163332711.55,256148571.02,227362390.78,290559008.99
Accounts Receivable,606775864.88,560987691.02,502901070.48,493003710.36
Allowance For Doubtful Accounts Receivable,-22024152.54,-20868591.57,-41566209.4,-33049860.97
Gross Accounts Receivable,628800017.42,581856282.59,544467279.88,526053571.33
Cash Cash Equivalents And Short Term Investments,149894619.21,214240470.52,165119347.83,125924636.87
Other Short Term Investments,,,309911.18,23116543.84
Cash And Cash Equivalents,149894619.21,214240470.52,164809436.65,102808093.03
Cash Equivalents,60914066.26,68214721.71,32169381.48,47627536.97
Cash Financial,88980552.95,146025748.81,132640055.17,55180556.06
