,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-12821577.730608,-20441710.429264,-3892615.484542,-28580.674935
Tax Rate For Calcs,0.213823,0.121001,0.091324,0.001042
Normalized EBITDA,479609118.36,543032806.67,474088786.91,389565607.69
Total Unusual Items,-59963414.88,-168937805.48,-42624053.93,-27423983.43
Total Unusual Items Excluding Goodwill,-59963414.88,-168937805.48,-42624053.93,-27423983.43
Net Income From Continuing Operation Net Minority Interest,212356792.76,208628068.04,259143118.37,212510192.22
Reconciled Depreciation,154734904.54,139906201.64,145616735.36,141138677.2
Reconciled Cost Of Revenue,3878135698.53,3488189568.54,2732853428.82,2964592590.46
EBITDA,419645703.48,374095001.19,431464732.98,362141624.26
EBIT,264910798.94,234188799.55,285847997.62,221002947.06
Net Interest Income,-6768282.43,800222.93,2681203.47,1855895.6
Interest Expense,9608901.14,7007220.12,2047907.55,6186842.13
Interest Income,4023242.75,8982019.57,5702252.27,8943806.68
Normalized Income,259498629.909392,357124163.090736,297874556.815458,239905594.975065
Net Income From Continuing And Discontinued Operation,212356792.76,208628068.04,259143118.37,212510192.22
Total Expenses,5073056473.77,4737786203.6,3830988583.63,4125019612.0
Rent Expense Supplemental,3465570.37,2223718.15,1875589.79,3317531.6
Total Operating Income As Reported,254352471.08,231793437.24,284190040.37,225368879.96
Basic Average Shares,813315943.0,853983087.0,801060644.0,800113676.0
Diluted EPS,0.2611,0.2443,0.3235,0.2656
Basic EPS,0.2611,0.2443,0.3235,0.2656
Net Income Common Stockholders,212356792.76,208628068.04,259143118.37,212510192.22
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,212356792.76,208628068.04,259143118.37,212510192.22
Minority Interests,11644399.81,8935777.04,1260896.81,-2082036.07
Net Income Including Noncontrolling Interests,200712392.95,199692291.0,257882221.56,214592228.29
Net Income Continuous Operations,200712392.95,199692291.0,257882221.56,214592228.29
Tax Provision,54589504.85,27489288.43,25917868.51,223876.64
Pretax Income,255301897.8,227181579.43,283800090.07,214816104.93
Other Non Operating Income Expenses,949426.72,-4611857.81,-389950.3,-10552775.03
Special Income Charges,-67256761.74,-169554477.57,-45268770.82,-27448316.15
Other Special Charges,1211754.14,4563429.15,-4214811.64,1179759.31
Write Off,34125736.77,30862900.64,7033583.96,1251413.05
Impairment Of Capital Assets,31919270.83,134128147.78,42449998.5,25017143.79
Net Non Operating Interest Income Expense,-6768282.43,800222.93,2681203.47,1855895.6
Total Other Finance Cost,1182624.04,1174576.52,973141.25,901068.95
Interest Expense Non Operating,9608901.14,7007220.12,2047907.55,6186842.13
Interest Income Non Operating,4023242.75,8982019.57,5702252.27,8943806.68
Operating Income,5748160.42,104357294.6,66496224.04,80538873.72
Operating Expense,1194920775.24,1249596635.06,1098135154.81,1160427021.54
Other Operating Expenses,36430149.26,-17263797.3,31986936.38,32138176.0
Depreciation And Amortization In Income Statement,52767642.87,52715908.65,46652059.52,52925940.16
Depreciation Income Statement,52767642.87,52715908.65,46652059.52,52925940.16
Research And Development,175588962.24,181157534.35,169706941.12,154808777.43
Selling General And Administration,514370579.41,619212211.1,476299645.57,512616590.91
Selling And Marketing Expense,417217268.33,511816409.91,403596220.1,456860371.82
General And Administrative Expense,97153311.08,107395801.19,72703425.47,55756219.09
Rent And Landing Fees,3465570.37,2223718.15,1875589.79,3317531.6
Gross Profit,1200668935.66,1353953929.66,1164631378.85,1240965895.26
Cost Of Revenue,3878135698.53,3488189568.54,2732853428.82,2964592590.46
Total Revenue,5078804634.19,4842143498.2,3897484807.67,4205558485.72
Operating Revenue,5078804634.19,4842143498.2,3897484807.67,4205558485.72
