,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,813278001.0,813974001.0,820869546.0,822900000.0
Share Issued,813278001.0,813974001.0,820869546.0,822900000.0
Total Debt,489099795.82,40430416.67,42811155.56,31276604.0
Tangible Book Value,3042528342.92,3456197427.79,3129890626.95,2893414561.23
Invested Capital,4647099041.7,4026074713.96,3803728149.97,3628194319.53
Working Capital,-390357597.98,44445478.98,-36165254.35,-327159877.2
Net Tangible Assets,3042528342.92,3456197427.79,3129890626.95,2893414561.23
Common Stock Equity,4161299245.88,3985644297.29,3760916994.41,3596917715.53
Total Capitalization,4368052092.13,3985644297.29,3760916994.41,3596917715.53
Total Equity Gross Minority Interest,4205168900.82,4040338082.96,3832350843.7,3683345103.29
Minority Interest,43869654.94,54693785.67,71433849.29,86427387.76
Stockholders Equity,4161299245.88,3985644297.29,3760916994.41,3596917715.53
Treasury Stock,474513.6,16780942.09,31551199.48,50838000.0
Retained Earnings,1116923309.23,1028815267.6,830349858.86,652262319.84
Additional Paid In Capital,1819653625.51,1820394169.51,1826888619.32,1829365773.2
Capital Stock,813278001.0,813974001.0,820869546.0,822900000.0
Common Stock,813278001.0,813974001.0,820869546.0,822900000.0
Total Liabilities Net Minority Interest,3136338273.76,3031403251.81,2659502431.89,2592529634.04
Total Non Current Liabilities Net Minority Interest,359628326.76,147115544.43,145169338.28,171791358.99
Other Non Current Liabilities,37853732.14,30069310.0,20215327.2,49403079.96
Non Current Deferred Revenue,47910403.5,55413479.82,63378546.14,68343612.46
Non Current Deferred Taxes Liabilities,67111344.87,61632754.61,61575464.94,54044666.57
Long Term Debt And Capital Lease Obligation,206752846.25,,,
Long Term Debt,206752846.25,,,
Current Liabilities,2776709947.0,2884287707.38,2514333093.61,2420738275.05
Other Current Liabilities,53533482.61,75307943.88,66463437.29,52572503.03
Current Debt And Capital Lease Obligation,282346949.57,40430416.67,42811155.56,31276604.0
Current Debt,279046949.57,40430416.67,42811155.56,31276604.0
Payables,1999429123.74,2144681146.85,1859775603.37,1887020231.31
Other Payable,956327165.92,940868917.41,941743605.17,921501876.4
Total Tax Payable,66709794.3,55730162.18,54075737.7,54549524.42
Accounts Payable,976392163.52,1148082067.26,863956260.5,910968830.49
Total Assets,7341507174.58,7071741334.77,6491853275.59,6275874737.33
Total Non Current Assets,4955154825.56,4143008148.41,4013685436.33,4182296339.48
Other Non Current Assets,30187977.6,27080016.76,15168069.17,25245636.04
Non Current Deferred Assets,56820518.59,71914637.25,78637605.79,86586310.07
Non Current Deferred Taxes Assets,93398463.86,100053031.0,110850184.2,115341477.03
Investmentin Financial Assets,458893489.84,528404534.8,474269748.99,823770282.62
Held To Maturity Securities,231398109.58,295684465.76,207228194.45,397470598.92
Available For Sale Securities,227495380.26,232720069.04,267041554.54,426299683.7
Long Term Equity Investment,1880273969.34,1635121073.57,1433592849.69,1217020816.9
Investment Properties,77364389.95,83246875.89,127643326.45,147292758.36
Goodwill And Other Intangible Assets,1118770902.96,529446869.5,631026367.46,703503154.3
Other Intangible Assets,1017632540.44,428378800.3,431836498.26,482232685.1
Goodwill,101138362.52,101068069.2,199189869.2,221270469.2
Net PPE,1239445113.42,1167741109.64,1142497284.58,1063535904.16
Accumulated Depreciation,-1011285991.13,-901695833.54,-795008809.85,-671894272.68
Gross PPE,2250731104.55,2069436943.18,1937506094.43,1735430176.84
Construction In Progress,131600594.68,58955270.86,85028356.38,29804984.83
Other Properties,1107844518.74,1108785838.78,-0.12,1033730919.33
Machinery Furniture Equipment,827940054.49,733198292.76,683463687.73,585396556.09
Properties,1291190455.38,1277283379.56,1169014050.44,1120228635.92
Current Assets,2386352349.02,2928733186.36,2478167839.26,2093578397.85
Other Current Assets,148537658.46,893871048.61,210860617.03,93349305.13
Prepaid Assets,58121356.99,45477454.25,56436404.21,64136538.14
Inventory,524919531.95,894677105.62,727964497.41,724982152.27
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Finished Goods,246628965.61,507131446.53,460856798.73,440257561.58
Work In Process,15103251.79,83093145.12,15687640.07,23755447.71
Raw Materials,263187314.55,304452513.97,251420058.61,260969142.98
Other Receivables,129743688.01,134141974.76,157672773.46,138038945.86
Accounts Receivable,521363186.27,388772211.71,401211476.46,276514015.63
Allowance For Doubtful Accounts Receivable,-80913347.51,-51387202.45,-28919086.18,-21009825.81
Gross Accounts Receivable,602276533.78,440159414.16,430130562.64,297523841.44
Cash Cash Equivalents And Short Term Investments,1003666927.34,571793391.41,924022070.69,796557440.82
Other Short Term Investments,251138814.9,121187322.47,509025059.49,115596215.25
Cash And Cash Equivalents,752528112.44,450606068.94,414997011.2,680961225.57
Cash Equivalents,88170512.46,92294184.69,70030929.49,26094420.3
Cash Financial,664357599.98,358311884.25,344966081.71,654866805.27
