,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-49596117.041202,-31657208.941784,-4448329.718385,-64096097.67776
Tax Rate For Calcs,0.245423,0.202228,0.062257,0.184036
Normalized EBITDA,1463388072.77,1344904631.94,1027007483.91,2483659420.51
Total Unusual Items,-202083889.47,-156542179.06,-71450657.77,-348280445.46
Total Unusual Items Excluding Goodwill,-202083889.47,-156542179.06,-71450657.77,-348280445.46
Net Income From Continuing Operation Net Minority Interest,230588917.51,177401344.95,50925247.91,1008442260.98
Reconciled Depreciation,657082655.0,660813218.8,593608690.32,620965454.08
Reconciled Cost Of Revenue,9310374410.95,10776803261.56,10397092355.31,9212033473.0
EBITDA,1261304183.3,1188362452.88,955556826.14,2135378975.05
EBIT,604221528.3,527549234.08,361948135.82,1514413520.97
Net Interest Income,-151409628.1,-144992006.65,-127584222.6,-151773763.76
Interest Expense,160202190.82,165905309.98,195348407.4,220777844.01
Interest Income,33110880.16,48621916.8,69328651.24,70232892.07
Normalized Income,383076689.938798,302286315.068216,117927575.961615,1292626608.76224
Net Income From Continuing And Discontinued Operation,230588917.51,177401344.95,50925247.91,1008442260.98
Total Expenses,10224428367.53,11601118829.47,11284212904.18,10400645044.46
Rent Expense Supplemental,21024540.78,22482653.93,25056091.67,24600483.2
Total Operating Income As Reported,444977167.04,384874832.52,179425295.12,1322485904.26
Diluted Average Shares,1215545163.0,1215077705.0,1215399711.0,1215283515.0
Basic Average Shares,1215545163.0,1215077705.0,1215399711.0,1215283515.0
Diluted EPS,0.1897,0.146,0.0419,0.8298
Basic EPS,0.1897,0.146,0.0419,0.8298
Net Income Common Stockholders,230588917.51,177401344.95,50925247.91,1008442260.98
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,230588917.51,177401344.95,50925247.91,1008442260.98
Minority Interests,-104457680.54,-111108058.24,-105302420.32,-47118037.96
Net Income Including Noncontrolling Interests,335046598.05,288509403.19,156227668.23,1055560298.94
Net Income Continuous Operations,335046598.05,288509403.19,156227668.23,1055560298.94
Tax Provision,108972739.43,73134520.91,10372060.19,238075378.02
Pretax Income,444019337.48,361643924.1,166599728.42,1293635676.96
Other Non Operating Income Expenses,-957829.56,-23230908.42,-13051025.85,-28850227.3
Special Income Charges,-154686800.73,-189680609.36,-54677055.91,-302968143.19
Other Special Charges,481496.48,51417313.67,-801475.91,29084046.96
Write Off,98214923.78,79603823.54,46627071.15,107909889.02
Impairment Of Capital Assets,55990380.47,58659472.15,8851460.67,165974207.21
Net Non Operating Interest Income Expense,-151409628.1,-144992006.65,-127584222.6,-151773763.76
Total Other Finance Cost,24318317.44,27708613.47,1564466.44,1228811.82
Interest Expense Non Operating,160202190.82,165905309.98,195348407.4,220777844.01
Interest Income Non Operating,33110880.16,48621916.8,69328651.24,70232892.07
Operating Income,841712470.94,816272947.61,433071482.64,1783270565.22
Operating Expense,914053956.58,824315567.91,887120548.87,1188611571.46
Other Operating Expenses,76024387.99,81295661.31,69254358.32,329559047.77
Depreciation And Amortization In Income Statement,84624930.8,58951041.81,108043360.55,84123424.42
Amortization,,,17929094.53,18633469.89
Depreciation Income Statement,84624930.8,58951041.81,90114266.02,65489954.53
Research And Development,304901668.7,268981902.96,260213223.18,293073260.12
Selling General And Administration,140402003.41,140772833.79,132362137.21,155968704.8
Selling And Marketing Expense,34408910.23,49424366.44,49139182.4,54392107.94
General And Administrative Expense,105993093.18,91348467.35,83222954.81,101576596.86
Rent And Landing Fees,21024540.78,22482653.93,25056091.67,24600483.2
Gross Profit,1755766427.52,1640588515.52,1320192031.51,2971882136.68
Cost Of Revenue,9310374410.95,10776803261.56,10397092355.31,9212033473.0
Total Revenue,11066140838.47,12417391777.08,11717284386.82,12183915609.68
Operating Revenue,11066140838.47,12417391777.08,11717284386.82,12183915609.68
