,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,178943835.9,489026784.99,950406665.36,1276955168.52
Repayment Of Debt,-4089811512.84,-3586537536.0,-3457455500.0,-3191033000.0
Issuance Of Debt,5363942614.54,4196988547.93,3105660000.0,2085680000.0
Capital Expenditure,-1199728763.71,-898999330.59,-405691778.73,-417430843.57
End Cash Position,1704263230.82,2259735022.99,1313536922.34,1730293296.98
Beginning Cash Position,2259735022.99,1313536922.34,1730293296.98,1494891607.83
Effect Of Exchange Rate Changes,-216690.41,47794.43,2705893.62,-881020.28
Changes In Cash,-555255101.76,946150306.22,-419462268.26,236282709.43
Financing Cash Flow,757375618.96,-63962457.92,-224544824.54,-630589415.86
Net Other Financing Charges,-221454888.67,-317631670.89,401522933.11,697503819.44
Cash Dividends Paid,-226550594.07,-288031798.96,-205522257.65,-222740235.3
Net Issuance Payments Of Debt,1274131101.7,610451011.93,-351795500.0,-1105353000.0
Net Long Term Debt Issuance,1274131101.7,610451011.93,-351795500.0,-1105353000.0
Long Term Debt Payments,-4089811512.84,-3586537536.0,-3457455500.0,-3191033000.0
Long Term Debt Issuance,5363942614.54,4196988547.93,3105660000.0,2085680000.0
Investing Cash Flow,-2691303320.33,-377913351.44,-1551015887.81,-827513886.8
Net Other Investing Changes,,,74800000.0,
Net Investment Purchase And Sale,-1354869317.61,508017040.03,-1238113024.02,-258754364.53
Sale Of Investment,6735699379.85,4705128358.43,4071280533.86,5669482627.87
Purchase Of Investment,-8090568697.46,-4197111318.4,-5309393557.88,-5928236992.4
Net Business Purchase And Sale,-141221303.84,11056825.06,17169947.43,-153553950.1
Sale Of Business,,13500000.0,17169947.43,-153553950.1
Purchase Of Business,-141221303.84,-2443174.94,,
Net PPE Purchase And Sale,-1195212698.88,-896987216.53,-404872811.22,-415205572.17
Sale Of PPE,4516064.83,2012114.06,818967.51,2225271.4
Purchase Of PPE,-1199728763.71,-898999330.59,-405691778.73,-417430843.57
Operating Cash Flow,1378672599.61,1388026115.58,1356098444.09,1694386012.09
Change In Working Capital,-90129266.5,-73355414.25,222532832.67,-556133869.74
Change In Other Current Assets,-31833006.53,-62011726.13,-109111195.93,-80303811.51
Change In Payable,-26956011.12,39528511.22,1203880735.32,-143146228.91
Change In Inventory,-46855334.5,-5119297.78,267759742.45,-294803778.87
Change In Receivables,15515085.65,-45752901.56,-1139996449.17,-37880050.45
Other Non Cash Items,228508612.27,220545921.04,245846800.02,270719732.5
Depreciation And Amortization,657082655.0,660813218.8,593608690.32,620965454.08
Amortization Cash Flow,48975752.15,63262474.3,68488241.92,68801694.77
Depreciation,608106902.85,597550744.5,525120448.4,552163759.31
Gain Loss On Investment Securities,93456732.51,98931732.06,76844135.34,2930583.02
Gain Loss On Sale Of PPE,501964.03,54317959.05,5559785.69,26459717.06
Net Income From Continuing Operations,335046598.05,288509403.19,156227668.23,1055560298.94
Cash Flowsfromusedin Operating Activities Direct,1378672599.61,1388026115.58,1356098444.09,1694386012.09
Taxes Refund Paid Direct,-483990741.98,-401748905.1,-98156648.11,-870664816.31
Classesof Cash Payments,-11091271939.13,-13078204669.49,-12812860645.46,-11097233448.36
Other Cash Paymentsfrom Operating Activities,-312161332.35,-335128559.02,-310379077.72,-363702801.3
Paymentson Behalfof Employees,-937535223.66,-859117606.65,-893494468.14,-860924606.16
Paymentsto Suppliersfor Goodsand Services,-9841575383.12,-11883958503.82,-11608987099.6,-9872606040.9
Classesof Cash Receiptsfrom Operating Activities,12953935280.72,14867979690.17,14267115737.66,13662284276.76
Other Cash Receiptsfrom Operating Activities,98319857.94,156143442.43,191017191.19,216678496.31
Receiptsfrom Customers,12855615422.78,14711836247.74,14076098546.47,13445605780.45
