,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,1215237535.0,1215237535.0,1215237535.0,1253011919.0
Share Issued,1215237535.0,1215237535.0,1215237535.0,1253011919.0
Net Debt,3263168368.7,1242134241.78,1852478830.46,1620359231.88
Total Debt,5948943223.92,4688658454.88,3530740021.29,3886586349.34
Tangible Book Value,10092020487.42,10330077328.79,10420778846.86,10363029995.84
Invested Capital,22886256780.27,21300322659.75,21075897813.38,21088267968.58
Working Capital,1223747891.18,915952564.14,1150134236.85,1962616757.38
Net Tangible Assets,10092020487.42,10330077328.79,10420778846.86,10363029995.84
Capital Lease Obligations,462658550.67,469477822.5,7159143.44,
Common Stock Equity,17832498223.89,17650708059.42,17830278849.38,17651704619.24
Total Capitalization,19562296142.7,18309894951.48,18420897813.38,19191866952.58
Total Equity Gross Minority Interest,18732720423.86,18463185577.11,18677063873.15,18462614031.89
Minority Interest,900222199.97,812477517.69,846785023.77,810909412.65
Stockholders Equity,17832498223.89,17650708059.42,17830278849.38,17651704619.24
Treasury Stock,,,,510039097.7
Retained Earnings,3624057373.13,3454230332.37,3524571860.12,3494982317.97
Additional Paid In Capital,12405106800.81,12406869590.68,12448355390.68,12920620104.38
Capital Stock,1215237535.0,1215237535.0,1215237535.0,1253011919.0
Common Stock,1215237535.0,1215237535.0,1215237535.0,1253011919.0
Total Liabilities Net Minority Interest,8346799691.26,7280190487.54,6028151477.45,5984636853.12
Total Non Current Liabilities Net Minority Interest,2861962262.57,1833929420.62,1167869367.51,2095694229.39
Non Current Deferred Revenue,98258901.82,123583913.67,133420916.7,135453056.43
Non Current Deferred Taxes Liabilities,571246891.27,581680792.39,436670343.37,420078839.62
Long Term Debt And Capital Lease Obligation,2192456469.48,1128664714.56,597778107.44,1540162333.34
Long Term Capital Lease Obligation,462658550.67,469477822.5,7159143.44,
Long Term Debt,1729797918.81,659186892.06,590618964.0,1540162333.34
Current Liabilities,5484837428.69,5446261066.92,4860282109.94,3888942623.73
Other Current Liabilities,74387608.39,77802509.64,652609777.52,232971571.69
Current Debt And Capital Lease Obligation,3756486754.44,3559993740.32,2932961913.85,2346424016.0
Current Debt,3323960637.57,2990427708.27,2655000000.0,1896401016.0
Payables,1550338378.99,1672040839.6,1109413408.02,1193408353.56
Other Payable,308707610.47,315787347.8,252035387.24,222558311.81
Dividends Payable,,68750000.0,,
Total Tax Payable,68264504.28,85067695.89,56978814.97,47385832.55
Accounts Payable,1173366264.24,1202435795.91,800399205.81,923464209.2
Total Assets,27079520115.12,25743376064.65,24705215350.6,24447250885.01
Total Non Current Assets,20370934795.25,19381162433.59,18694799003.81,18595691503.9
Other Non Current Assets,130316657.34,161267420.23,49827627.48,67383047.8
Non Current Deferred Assets,292456456.51,148093860.7,116778689.55,130169712.54
Non Current Deferred Taxes Assets,751221421.12,708954513.47,501932338.32,376229638.64
Investmentin Financial Assets,1746736522.35,1173640409.94,1185119114.54,1140036022.03
Held To Maturity Securities,197041749.98,,,
Available For Sale Securities,1549694772.37,1173640409.94,1185119114.54,1140036022.03
Long Term Equity Investment,1083414262.47,1270879418.19,1418932876.48,1415388197.37
Investment Properties,2512994714.01,2504263227.1,2506986603.84,2482519213.37
Goodwill And Other Intangible Assets,7740477736.47,7320630730.63,7409500002.52,7288674623.4
Other Intangible Assets,1012270835.37,578133204.84,654805075.0,531516440.45
Goodwill,6728206901.1,6742497525.79,6754694927.52,6757158182.95
Net PPE,6113317024.98,6093432853.33,5505721751.08,5695291048.75
Accumulated Depreciation,-5425647138.4,-4999400746.44,-4470352282.9,-3967641602.2
Gross PPE,11538964163.38,11092833599.77,9976074033.98,9662932650.95
Construction In Progress,165125625.31,447279574.54,338742690.03,306032243.02
Other Properties,622953642.7,654323404.82,108457314.25,93529429.83
Machinery Furniture Equipment,8130105707.78,7482910282.13,7488029675.68,7250175568.47
Properties,2620779187.59,2508320338.28,2040844354.02,2013195409.63
Current Assets,6708585319.87,6362213631.06,6010416346.79,5851559381.11
Other Current Assets,1028887713.68,721208520.6,1641039873.58,1405383089.12
Assets Held For Sale Current,,334601.69,,
Prepaid Assets,315948354.91,165200242.78,390091008.8,356599551.33
Inventory,910435002.35,863579667.85,860450602.56,1128210345.01
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Finished Goods,243254378.76,202832483.3,285899179.71,292496560.73
Work In Process,127250673.48,140279677.37,142255919.46,161417462.59
Raw Materials,539929950.11,520467507.18,432295503.39,674296321.69
Other Receivables,279207095.68,318630113.53,305611313.97,317220192.12
Accounts Receivable,1011358027.05,1135288395.85,893579253.23,827942086.07
Allowance For Doubtful Accounts Receivable,-511485191.65,-525883409.84,-498267087.04,-470517950.91
Gross Accounts Receivable,1522843218.7,1661171805.69,1391846340.27,1298460036.98
Cash Cash Equivalents And Short Term Investments,3162749126.2,3157972088.76,1919644294.65,1816204117.46
Other Short Term Investments,1372158938.52,750491730.21,526504161.11,
Cash And Cash Equivalents,1790590187.68,2407480358.55,1393140133.54,1816204117.46
Cash Equivalents,86326956.86,147745335.56,79603211.2,85910820.48
Cash Financial,1704263230.82,2259735022.99,1312366645.16,1730293296.98
