,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Free Cash Flow,-154621851.8,330822835.37,409666233.1,311987000.03
Repayment Of Debt,-601800000.0,-688805219.83,-541627000.0,-585427000.0
Issuance Of Debt,1244800000.0,480800000.0,382800000.0,580750000.0
Capital Expenditure,-83201411.1,-104636876.98,-205571503.69,-101879065.33
End Cash Position,536935274.35,361061880.74,581201727.2,553340118.76
Beginning Cash Position,361061880.74,581201727.2,553340118.76,469545155.32
Effect Of Exchange Rate Changes,-3341885.95,52732.6,375012.26,1890659.05
Changes In Cash,179215279.56,-220192579.06,27486596.18,81904304.39
Financing Cash Flow,188341728.09,-629006757.55,-369186382.02,-253322652.24
Net Other Financing Charges,-103897223.6,-69687085.72,10523165.31,-20583741.49
Cash Dividends Paid,-350161048.31,-350714452.0,-218662547.33,-228061910.75
Net Issuance Payments Of Debt,643000000.0,-208005219.83,-158827000.0,-4677000.0
Net Long Term Debt Issuance,643000000.0,-208005219.83,-158827000.0,-4677000.0
Long Term Debt Payments,-601800000.0,-688805219.83,-541627000.0,-585427000.0
Long Term Debt Issuance,1244800000.0,480800000.0,382800000.0,580750000.0
Investing Cash Flow,62293992.17,-26645533.86,-218564758.59,-78639108.73
Net Other Investing Changes,133245905.7,-13019091.31,-25129500.0,-25732016.56
Net Investment Purchase And Sale,10368670.26,29426809.45,4447044.25,9520667.15
Sale Of Investment,10408670.26,35426809.45,6447052.25,9520667.15
Purchase Of Investment,-40000.0,-6000000.0,-2000008.0,0.0
Net PPE Purchase And Sale,-81320583.79,-43053252.0,-197882302.84,-62427759.32
Sale Of PPE,1880827.31,61583624.98,7689200.85,39451306.01
Purchase Of PPE,-83201411.1,-104636876.98,-205571503.69,-101879065.33
Operating Cash Flow,-71420440.7,435459712.35,615237736.79,413866065.36
Change In Working Capital,-966796235.46,-132468692.91,113559882.33,5802405.78
Change In Other Current Assets,204171.81,-22147086.51,3883653.46,203659.01
Change In Payable,1028051392.5,406732082.41,182597261.37,-13751699.1
Change In Inventory,-1703829526.05,-375895009.48,-59416513.06,59388327.84
Change In Receivables,-291222273.72,-141158679.33,-13504519.44,-40037881.97
Other Non Cash Items,66810329.13,68417478.75,67055428.68,66984083.92
Depreciation And Amortization,92643420.3,94173924.32,87521165.25,83043337.78
Amortization Cash Flow,15147694.45,9984701.62,10011582.6,11382095.35
Depreciation,77495725.85,84189222.7,77509582.65,71661242.43
Gain Loss On Investment Securities,10820434.51,3122576.41,-2611505.7,-19319574.76
Gain Loss On Sale Of PPE,-620044.09,-748397.97,-25702847.76,-12206670.83
Net Income From Continuing Operations,471540928.33,169172564.87,330028545.53,205070102.25
Cash Flowsfromusedin Operating Activities Direct,-71420440.7,435459712.35,615237736.79,413866065.36
Taxes Refund Paid Direct,-495014304.62,-320263351.75,-319150167.77,-266081350.78
Classesof Cash Payments,-10165526507.04,-6447465053.33,-5681236852.61,-4196939000.51
Other Cash Paymentsfrom Operating Activities,-357859204.9,-356607454.62,-352529264.7,-297960654.63
Paymentson Behalfof Employees,-507413426.62,-491258859.32,-478129656.65,-479037034.0
Paymentsto Suppliersfor Goodsand Services,-9300253875.52,-5599598739.39,-4850577931.26,-3419941311.88
Classesof Cash Receiptsfrom Operating Activities,10589120370.96,7203188117.43,6615624757.17,4876886416.65
Other Cash Receiptsfrom Operating Activities,81721791.17,77963156.13,102909710.87,35942819.17
Receiptsfrom Customers,10507398579.79,7125224961.3,6512715046.3,4840943597.48
