,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-33877508.244657,-39506742.300913,-20568230.553877,-17978718.258389
Tax Rate For Calcs,0.131762,0.129992,0.126554,0.134572
Normalized EBITDA,5377034174.0,3830075693.0,2321328780.0,2052418618.0
Total Unusual Items,-257111295.0,-303917190.0,-162524800.0,-133599697.0
Total Unusual Items Excluding Goodwill,-257111295.0,-303917190.0,-162524800.0,-133599697.0
Net Income From Continuing Operation Net Minority Interest,3822306272.0,2587236693.0,1512538227.0,1361574992.0
Reconciled Depreciation,601388086.0,488590944.0,416830562.0,326435523.0
Reconciled Cost Of Revenue,12224297224.0,8733408277.0,6166902018.0,5811607182.0
EBITDA,5119922879.0,3526158503.0,2158803980.0,1918818921.0
EBIT,4518534793.0,3037567559.0,1741973418.0,1592383398.0
Net Interest Income,85073746.0,83655046.0,98141442.0,76060577.0
Interest Expense,120347573.0,87807738.0,36637057.0,19087545.0
Interest Income,206860670.0,172637227.0,135820449.0,96010650.0
Normalized Income,4045540058.755343,2851647140.699087,1654494796.446123,1477195970.741611
Net Income From Continuing And Discontinued Operation,3822306272.0,2587236693.0,1512538227.0,1361574992.0
Total Expenses,14342806914.0,10241476183.0,7157190787.0,6709124575.0
Total Operating Income As Reported,4410756115.0,2956051435.0,1705961243.0,1572616673.0
Diluted Average Shares,1941143808.0,1921310480.0,1908084051.0,1896608152.0
Basic Average Shares,1923172967.0,1914202939.0,1904000789.0,1896608152.0
Diluted EPS,1.9691,1.3466,0.7927,0.7179
Basic EPS,1.9875,1.3516,0.7944,0.7179
Net Income Common Stockholders,3822306272.0,2587236693.0,1512538227.0,1361574992.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,3822306272.0,2587236693.0,1512538227.0,1361574992.0
Minority Interests,3633164.0,20921458.0,23019707.0,
Net Income Including Noncontrolling Interests,3818673108.0,2566315235.0,1489518520.0,1361574992.0
Net Income Continuous Operations,3818673108.0,2566315235.0,1489518520.0,1361574992.0
Tax Provision,579514112.0,383444586.0,215817841.0,211720861.0
Pretax Income,4398187220.0,2949759821.0,1705336361.0,1573295853.0
Other Non Operating Income Expenses,-126768771.0,107749783.0,-68838407.0,64506130.0
Special Income Charges,-269214241.0,-294856046.0,-163217583.0,-168985978.0
Other Special Charges,16458686.0,5366191.0,12082062.0,6050587.0
Write Off,43485542.0,16589733.0,-11670225.0,10891104.0
Impairment Of Capital Assets,209270013.0,272900122.0,162805746.0,152044287.0
Net Non Operating Interest Income Expense,85073746.0,83655046.0,98141442.0,76060577.0
Total Other Finance Cost,1439351.0,1174443.0,1041950.0,862528.0
Interest Expense Non Operating,120347573.0,87807738.0,36637057.0,19087545.0
Interest Income Non Operating,206860670.0,172637227.0,135820449.0,96010650.0
Operating Income,4602413671.0,3100065257.0,1781118463.0,1626905583.0
Operating Expense,2118509690.0,1508067906.0,990288769.0,897517393.0
Other Operating Expenses,381976178.0,331230830.0,95108850.0,127257750.0
Depreciation And Amortization In Income Statement,21866741.0,18629304.0,12724755.0,817879.0
Depreciation Income Statement,21866741.0,18629304.0,12724755.0,817879.0
Research And Development,1140945544.0,789583655.0,538936744.0,468490648.0
Selling General And Administration,402471203.0,400853235.0,386713069.0,338874505.0
Selling And Marketing Expense,322797287.0,234674410.0,246644484.0,197068431.0
General And Administrative Expense,79673916.0,166178825.0,140068585.0,141806074.0
Gross Profit,6720923361.0,4608133163.0,2771407232.0,2524422976.0
Cost Of Revenue,12224297224.0,8733408277.0,6166902018.0,5811607182.0
Total Revenue,18945220585.0,13341541440.0,8938309250.0,8336030158.0
Operating Revenue,18945220585.0,13341541440.0,8938309250.0,8336030158.0
