,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,1256197800.0,1256197800.0,1256197800.0,1256197800.0
Share Issued,1256197800.0,1256197800.0,1256197800.0,1256197800.0
Total Debt,425857527.96,323691113.52,443799098.07,400786086.61
Tangible Book Value,224157255690.05,206878288738.1,190206327380.41,183331010467.05
Invested Capital,233105984399.47,215668571607.43,197480041239.46,189539368797.29
Working Capital,195210684017.7,176474906320.08,167545766874.54,162851470591.49
Net Tangible Assets,224157255690.05,206878288738.1,190206327380.41,183331010467.05
Capital Lease Obligations,313906415.76,266636234.04,334447942.79,296466199.74
Common Stock Equity,233105984399.47,215668571607.43,197480041239.46,189539368797.29
Total Capitalization,233105984399.47,215668571607.43,197480041239.46,189539368797.29
Total Equity Gross Minority Interest,242011315120.6,223656469294.82,204938081263.86,196957506705.34
Minority Interest,8905330721.13,7987897687.39,7458040024.4,7418137908.05
Stockholders Equity,233105984399.47,215668571607.43,197480041239.46,189539368797.29
Retained Earnings,182787415205.05,172983178300.09,161278002807.1,160716861920.19
Additional Paid In Capital,1374048653.54,1374048653.54,1374048653.54,1374048653.54
Capital Stock,1256197800.0,1256197800.0,1256197800.0,1256197800.0
Common Stock,1256197800.0,1256197800.0,1256197800.0,1256197800.0
Total Liabilities Net Minority Interest,56933264798.1,49043190797.43,49562744832.16,58210688454.56
Total Non Current Liabilities Net Minority Interest,417274179.14,345579296.23,497076033.78,296466199.74
Non Current Deferred Taxes Liabilities,103367763.38,78943062.19,162628090.99,
Long Term Debt And Capital Lease Obligation,313906415.76,266636234.04,334447942.79,296466199.74
Long Term Capital Lease Obligation,313906415.76,266636234.04,334447942.79,296466199.74
Current Liabilities,56515990618.96,48697611501.2,49065668798.38,57914222254.82
Other Current Liabilities,1222693799.51,1822498012.3,1979272808.9,1535976293.22
Current Debt And Capital Lease Obligation,111951112.2,57054879.48,109351155.28,104319886.87
Payables,22486033871.62,20657809897.18,18631080553.8,21791885139.39
Other Payable,11253378099.93,10615054899.64,9326154076.28,7802250499.82
Total Tax Payable,7717686541.38,6949663893.87,6896555423.83,11979802144.01
Accounts Payable,3514969230.31,3093091103.67,2408371053.69,2009832495.56
Total Assets,298944579918.7,272699660092.25,254500826096.02,255168195159.9
Total Non Current Assets,47217905282.04,47527142270.97,37889390423.1,34402502313.59
Other Non Current Assets,232395817.46,109563497.23,,2059761333.33
Non Current Deferred Assets,152105949.85,160058930.14,146455346.9,139342455.82
Non Current Deferred Taxes Assets,5520006868.83,4645887425.1,3594952468.88,2237206443.84
Investmentin Financial Assets,5544153435.48,9325441973.59,380685319.09,170468623.71
Held To Maturity Securities,1515174439.92,5323002071.02,380685319.09,170468623.71
Available For Sale Securities,4028978995.56,4002439902.57,,
Investment Properties,7625167.83,4138545.33,5335046.99,5242431.75
Goodwill And Other Intangible Assets,8948728709.42,8790282869.33,7273713859.05,6208358330.24
Other Intangible Assets,8948728709.42,8790282869.33,7273713859.05,6208358330.24
Net PPE,24431660857.72,22360950840.98,22353503974.27,20156947694.9
Accumulated Depreciation,-14805235984.65,-13141835371.05,-11574715893.93,-10186429279.66
Gross PPE,39236896842.37,35502786212.03,33928219868.2,30343376974.56
Construction In Progress,2149619937.05,2137464700.45,2208329892.95,2321988541.82
Other Properties,1564418429.61,1330954605.31,1301205152.76,1181193872.16
Machinery Furniture Equipment,3231849557.95,3013728289.82,2827722505.03,2341795974.32
Properties,32291008917.76,29020638616.45,27590962317.46,24498398586.26
Current Assets,251726674636.66,225172517821.28,216611435672.92,220765692846.31
Other Current Assets,1371136386.11,71403906.57,2284445007.75,71527560.74
Prepaid Assets,26975033.2,34585111.79,897377162.27,389109841.28
Inventory,54343285157.47,46435185061.53,38824374236.24,33394365084.83
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Finished Goods,2980871894.39,2213035622.06,1814110748.17,1319352631.84
Work In Process,48266653365.81,40857255088.47,33092801015.07,28055473987.17
Raw Materials,3095759897.27,3364894351.0,3917462473.0,4019538465.82
Other Receivables,136421967630.24,109100121894.93,116309983389.43,135100446752.35
Accounts Receivable,18974192.75,60373410.41,20937144.0,
Allowance For Doubtful Accounts Receivable,-1021098.0,-1808530.62,-2681973.01,-3097678.25
Gross Accounts Receivable,19995290.75,62181941.03,23619117.01,3097678.25
Cash Cash Equivalents And Short Term Investments,59544336236.89,69470848436.05,58274318733.23,51810243607.11
Other Short Term Investments,248513280.0,400712059.93,,
Cash And Cash Equivalents,59295822956.89,69070136376.12,58274318733.23,51810243607.11
Cash Equivalents,62315.8,,,
Cash Financial,59295760641.09,69070136376.12,58274318733.23,51810243607.11
