,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,87784980114.87,63973491832.3,31392049413.49,60619891615.36
Capital Expenditure,-4678712053.56,-2619755888.79,-5306546416.54,-3408784532.01
End Cash Position,169970089257.83,150360188952.47,152378738982.83,178640587379.52
Beginning Cash Position,150360188952.47,152378738982.83,178640587379.52,146740524868.05
Effect Of Exchange Rate Changes,-1082747.55,1718255.65,911088.01,-2026542.6
Changes In Cash,19610983052.91,-2020268286.01,-26262759484.7,31902089054.07
Financing Cash Flow,-71067506484.81,-58889101991.94,-57424528979.83,-26564141388.96
Net Other Financing Charges,-116478781.87,-134315261.93,-54332788.37,-88121549.59
Cash Dividends Paid,-68786879132.4,-56550256362.6,-54751381113.01,-24235824155.4
Investing Cash Flow,-1785202630.71,-9724414015.16,-5536826334.9,-5562445704.34
Net Other Investing Changes,-4452437.25,-2415980.47,-26515067.36,-13064577.3
Net Investment Purchase And Sale,2897246151.66,-7127190498.85,-204120000.0,-2143060069.32
Sale Of Investment,8642382151.66,7690662301.15,5880000.0,6939930.68
Purchase Of Investment,-5745136000.0,-14817852800.0,-210000000.0,-2150000000.0
Net PPE Purchase And Sale,-4677996345.12,-2594807535.84,-5306191267.54,-3406321057.72
Sale Of PPE,715708.44,24948352.95,355149.0,2463474.29
Purchase Of PPE,-4678712053.56,-2619755888.79,-5306546416.54,-3408784532.01
Operating Cash Flow,92463692168.43,66593247721.09,36698595830.03,64028676147.37
Change In Working Capital,1069434090.19,-12802067752.31,-30349331943.13,6744470011.98
Change In Other Current Assets,-849694742.54,-1134619985.02,-1222628115.4,-1115438870.7
Change In Payable,8065959951.08,-591505967.47,-8644820580.52,11880880539.56
Change In Inventory,-7908100095.94,-7610810825.29,-5430009151.41,-4525277406.77
Change In Receivables,1761268977.59,-3465130974.53,-15051874095.8,504305749.89
Other Non Cash Items,34666134.43,29511237.21,23510823.81,24217742.53
Depreciation And Amortization,2064828064.78,1920529698.14,1676962688.03,1570526376.54
Amortization Cash Flow,249170059.35,196656866.73,156016278.9,124084418.97
Depreciation,1815658005.43,1723872831.41,1520946409.13,1446441957.57
Gain Loss On Investment Securities,-70111064.72,-37177930.32,-63840000.0,-56011211.1
Gain Loss On Sale Of PPE,6898481.82,-1152516.17,20567757.19,11920829.77
Net Income From Continuing Operations,89334728025.9,77521476277.8,65376039957.88,55720529956.46
Cash Flowsfromusedin Operating Activities Direct,92463692168.43,66593247721.09,36698595830.03,64028676147.37
Taxes Refund Paid Direct,-77055621533.11,-66681972462.18,-62010132593.8,-44609684025.28
Interest Received Direct,3122827833.43,3018786023.42,3247615476.04,3145747032.91
Interest Paid Direct,-97061751.28,-142896151.21,-79226410.98,-163462728.48
Classesof Cash Payments,-30469959207.74,-34836552574.43,-38994728176.44,-22819163936.84
Other Cash Paymentsfrom Operating Activities,-4292544044.54,-9961782630.96,-18884627426.79,-5011838104.28
Paymentson Behalfof Employees,-15352541000.17,-13845293907.26,-11752241598.62,-10061366201.66
Paymentsto Suppliersfor Goodsand Services,-10824874163.03,-11029476036.21,-8357859151.03,-7745959630.9
Classesof Cash Receiptsfrom Operating Activities,196963506827.13,165235882885.49,134535067535.21,128475239805.06
Other Cash Receiptsfrom Operating Activities,14318303487.24,1535973467.87,-6156611056.79,9154703008.41
Receiptsfrom Customers,182645203339.89,163699909417.62,140691678592.0,119320536796.65
