,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,5462767761.0,5465350578.0,5472283869.0,5262358594.0
Share Issued,5462767761.0,5465350578.0,5472283869.0,5262358594.0
Net Debt,46569023718.25,46570173462.7,27939554126.08,32643057098.43
Total Debt,76079946333.2,78762054110.46,62809471810.17,59405430575.96
Tangible Book Value,70845167174.66,61672863540.62,70830999961.51,51029048896.61
Invested Capital,135552444430.26,128827331098.81,120516453040.04,96732767598.91
Working Capital,-24157911544.06,-31076240747.94,-15588828643.15,-29478916552.75
Net Tangible Assets,70845167174.66,61672863540.62,70830999961.51,53488738722.72
Capital Lease Obligations,4354705901.57,4111587064.55,4384635532.4,6815476794.44
Common Stock Equity,72031777857.01,62828051373.1,71783350329.31,51892078693.25
Preferred Stock Equity,,,,2459689826.11
Total Capitalization,90294775305.17,81898307014.1,91351013360.05,76900839548.47
Total Equity Gross Minority Interest,77536229116.15,74036655578.23,88070376868.08,68604117031.35
Minority Interest,5504451259.14,11208604205.13,16287026538.77,14252348511.99
Stockholders Equity,72031777857.01,62828051373.1,71783350329.31,54351768519.36
Other Equity Interest,1017159925.57,1017198445.32,1017236197.66,1017885395.37
Treasury Stock,2999995136.61,2818870388.83,2084422931.59,1421551682.52
Retained Earnings,52271396781.65,39279516665.2,47787878960.0,36351668929.8
Additional Paid In Capital,13607872973.01,16997979864.15,16551203092.37,8072839549.84
Capital Stock,5462767761.0,5465350578.0,5472283869.0,7722048420.11
Common Stock,5462767761.0,5465350578.0,5472283869.0,5262358594.0
Preferred Stock,,,,2459689826.11
Total Liabilities Net Minority Interest,110112494714.77,121367898324.01,104877234930.92,108661642156.23
Total Non Current Liabilities Net Minority Interest,24635981964.86,26708858609.85,26710058515.5,30430072313.72
Tradeand Other Payables Non Current,1177560016.6,2615724345.94,1997498043.09,552808778.8
Non Current Deferred Revenue,840718598.53,911291558.36,760261909.27,512715711.37
Long Term Debt And Capital Lease Obligation,22617703349.73,23181842705.55,23952298563.14,29364547823.55
Long Term Capital Lease Obligation,4354705901.57,4111587064.55,4384635532.4,6815476794.44
Long Term Debt,18262997448.16,19070255641.0,19567663030.74,22549071029.11
Current Liabilities,85476512749.91,94659039714.16,78167176415.42,78231569842.51
Other Current Liabilities,1181623633.17,42074470.18,107216533.16,19908755.27
Current Debt And Capital Lease Obligation,53462242983.47,55580211404.91,38857173247.03,30040882752.41
Current Debt,45257669125.09,46929024084.71,29165439679.99,22291617876.55
Payables,30233136283.06,38465793608.77,38353056192.29,47660976485.39
Other Payable,9428672639.89,12432779317.0,9855023831.2,10952679283.89
Dividends Payable,26062370.72,,,
Total Tax Payable,61655813.71,56076675.29,154775289.0,39383731.57
Accounts Payable,20716745458.74,25976937616.48,28343257072.09,36668913469.93
Total Assets,187648723830.92,195404553902.24,192947611799.0,177265759187.58
Total Non Current Assets,126330122625.07,131821754936.02,130369264026.73,128513105897.82
Other Non Current Assets,620017142.02,549478379.35,670488812.3,1000648040.7
Non Current Deferred Assets,62200791.24,65078016.51,12642313.65,7579886.85
Non Current Deferred Taxes Assets,100762251.66,69452821.28,65805671.17,59101646.93
Investmentin Financial Assets,106524594.25,106524594.25,143000000.0,143000000.0
Available For Sale Securities,106524594.25,106524594.25,143000000.0,143000000.0
Long Term Equity Investment,903747850.94,718748080.54,581847949.59,307145495.48
Investment Properties,103194397.62,109199197.68,125537160.44,151915262.53
Goodwill And Other Intangible Assets,1186610682.35,1155187832.48,952350367.8,863029796.64
Other Intangible Assets,1186610682.35,1155187832.48,952350367.8,863029796.64
Net PPE,113891926192.88,119732963853.82,120482759239.88,118629669807.99
Accumulated Depreciation,-51653446957.61,-38334994094.95,-26193725508.13,-15461282621.16
Gross PPE,165545373150.49,158067957948.77,146676484748.01,134090952429.15
Construction In Progress,2018203532.86,2308343400.07,7441270850.48,11103405811.26
Other Properties,9746851741.44,9510912692.72,10250521321.67,11014700000.32
Machinery Furniture Equipment,41471343519.36,38892642339.58,33935875624.22,29136481731.53
Properties,112308974356.83,107356059516.4,95048816951.64,82836364886.04
Current Assets,61318601205.85,63582798966.22,62578347772.27,48752653289.76
Other Current Assets,1395245001.82,1194170765.71,699133375.61,588804822.91
Prepaid Assets,524347851.25,535050361.12,2101539155.37,1089522496.33
Inventory,41969838456.65,41930812919.17,38251719104.6,34475732608.85
Inventories Adjustments Allowances,0.0,0.0,,
Other Inventories,33068458998.46,32649954114.33,28498245305.64,27124984448.8
Finished Goods,564883529.64,1255131206.52,614957866.87,285893901.29
Raw Materials,8336495928.55,8025727598.32,9138515932.09,7064854258.76
Other Receivables,243451665.56,304637675.62,552775020.47,264394655.69
Accounts Receivable,231188535.57,167836981.59,176590994.75,135551328.75
Allowance For Doubtful Accounts Receivable,-13252258.39,-20630206.01,-10274291.84,-7134280.47
Gross Accounts Receivable,244440793.96,188467187.6,186865286.59,142685609.22
Cash Cash Equivalents And Short Term Investments,16954529695.0,19450290263.01,20796590121.47,12198647377.23
Other Short Term Investments,2886840.0,21184000.0,3041536.82,1015570.0
Cash And Cash Equivalents,16951642855.0,19429106263.01,20793548584.65,12197631807.23
Cash Equivalents,4274334479.23,5749967222.73,2950678550.04,3801245889.06
Cash Financial,12677308375.77,13679139040.28,17842870034.61,8396385918.17
