,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,25162340402.49,-7122908539.84,7271631855.91,-19557307542.96
Repayment Of Debt,-73608496028.66,-53366146816.45,-64250484381.65,-24651101281.91
Issuance Of Debt,68138887124.71,71649358139.98,66577309212.68,49281598287.27
Capital Expenditure,-12380725812.0,-17015725403.56,-15738918946.02,-35852334356.78
End Cash Position,12844551613.08,13776392900.89,17910289723.66,8407255637.63
Beginning Cash Position,13776392900.89,17910289723.66,8407255637.63,13908945256.1
Effect Of Exchange Rate Changes,-25855.07,-6867595.44,629416.72,788.62
Changes In Cash,-931815432.74,-4127029227.33,9502404669.31,-5501690407.09
Financing Cash Flow,-25228713525.65,3198968342.21,2420574383.27,14170997367.2
Net Other Financing Charges,-11503224345.67,-7337119780.44,4284527444.11,-1492527261.29
Cash Dividends Paid,-7070846481.71,-6562149854.83,-3833777891.87,-7465716098.87
Net Issuance Payments Of Debt,-5469608903.95,18283211323.53,2326824831.03,24630497005.36
Net Long Term Debt Issuance,-5469608903.95,18283211323.53,2326824831.03,24630497005.36
Long Term Debt Payments,-73608496028.66,-53366146816.45,-64250484381.65,-24651101281.91
Long Term Debt Issuance,68138887124.71,71649358139.98,66577309212.68,49281598287.27
Investing Cash Flow,-13246168121.58,-17218814433.26,-15928720515.89,-35967714588.11
Net Other Investing Changes,-13586560.0,,,-187920.0
Net Investment Purchase And Sale,-989092091.29,-261140396.9,-235405833.34,-129889968.0
Sale Of Investment,20078107908.71,2775337603.1,305944166.66,6460032.0
Purchase Of Investment,-21067200000.0,-3036478000.0,-541350000.0,-136350000.0
Net PPE Purchase And Sale,-12243489470.29,-16957674036.36,-15693314682.55,-35837636700.11
Sale Of PPE,137236341.71,58051367.2,45604263.47,14697656.67
Purchase Of PPE,-12380725812.0,-17015725403.56,-15738918946.02,-35852334356.78
Operating Cash Flow,37543066214.49,9892816863.72,23010550801.93,16295026813.82
Change In Working Capital,-700129608.31,-3795313217.14,-8213057507.71,-3325419740.39
Change In Other Current Assets,-31309430.38,-3647150.11,-6704024.24,-31287046.26
Change In Payable,-3032570565.57,1402176006.33,-3728341606.52,11874426415.27
Change In Inventory,-51909863.62,-3881569930.51,-3775986495.75,-13296510118.11
Change In Receivables,2415660251.26,-1312272142.85,-702025381.2,-1872048991.29
Other Non Cash Items,3301112828.17,3377127026.64,3132251622.2,2292231858.93
Depreciation And Amortization,15097370959.34,13527905155.16,12130531222.11,8893716286.7
Amortization Cash Flow,29772853.8,26237003.95,24081493.87,21134895.55
Depreciation,15067598105.54,13501668151.21,12106449728.24,8872581391.15
Gain Loss On Investment Securities,-99796320.05,6388843.39,-46891941.67,12669300.34
Gain Loss On Sale Of PPE,949102303.56,388996813.81,206406537.2,129800493.5
Net Income From Continuing Operations,18925044904.25,-4167868982.84,14933400591.58,7638583062.35
Cash Flowsfromusedin Operating Activities Direct,37543066214.49,9892816863.72,23010550801.93,16295026813.82
Taxes Refund Paid Direct,-227954875.53,-177956076.68,3417205.98,-100822843.12
Classesof Cash Payments,-109139682595.46,-108796300374.1,-108630782502.38,-68397560114.38
Other Cash Paymentsfrom Operating Activities,-4105268875.49,-7359193668.69,-3023873713.94,-7236346585.52
Paymentson Behalfof Employees,-18221803375.2,-16791267576.95,-14831553703.23,-14302082531.24
Paymentsto Suppliersfor Goodsand Services,-86812610344.77,-84645839128.46,-90775355085.21,-46859130997.62
Classesof Cash Receiptsfrom Operating Activities,146910703685.48,118867073314.5,131637916098.33,84793409771.32
Other Cash Receiptsfrom Operating Activities,7339201723.1,5844758135.52,4235274201.81,4643075533.55
Receiptsfrom Customers,139571501962.38,113022315178.98,127402641896.52,80150334237.77
