,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,3152723984.0,3152723984.0,3152723984.0,3152723984.0
Share Issued,3152723984.0,3152723984.0,3152723984.0,3152723984.0
Total Debt,20299792543.41,20055340091.26,16697631692.79,17842344626.45
Tangible Book Value,57580642618.61,53086784731.46,48169011991.32,44420757884.31
Invested Capital,75847559703.87,71776123895.08,64700783291.4,62720325566.77
Working Capital,8768154900.34,12522739451.11,8413229644.74,6662852540.28
Net Tangible Assets,57580642618.61,53086784731.46,48169011991.32,44420757884.31
Capital Lease Obligations,3781942099.44,3810807538.13,3484838130.27,3437418282.94
Common Stock Equity,62044187400.87,57767585505.38,52968359145.72,49543015958.6
Total Capitalization,64549479819.78,61136955731.32,55404593102.4,53101774678.77
Total Equity Gross Minority Interest,66120355539.8,61580520682.62,57054718700.13,53674532287.22
Minority Interest,4076168138.93,3812935177.24,4086359554.41,4131516328.62
Stockholders Equity,62044187400.87,57767585505.38,52968359145.72,49543015958.6
Retained Earnings,40068537020.8,36386814975.59,32108144584.16,28125615757.53
Additional Paid In Capital,11262288519.42,11262288519.42,11249207204.53,11240809266.87
Capital Stock,3152723984.0,3152723984.0,3152723984.0,3152723984.0
Common Stock,3152723984.0,3152723984.0,3152723984.0,3152723984.0
Total Liabilities Net Minority Interest,118885602584.13,114516006379.15,105742220734.37,100172231306.77
Total Non Current Liabilities Net Minority Interest,9626087750.04,10418842222.84,10023196544.78,11840077123.73
Other Non Current Liabilities,1018750180.58,687594919.68,1120592241.26,1110699719.24
Tradeand Other Payables Non Current,626541989.14,606899501.02,666501668.88,732882698.58
Non Current Deferred Revenue,863426631.97,955495561.35,942969605.69,1053287280.22
Non Current Deferred Taxes Liabilities,830134430.0,988674476.72,1372060942.0,1947030422.58
Long Term Debt And Capital Lease Obligation,6287234518.35,7180177764.07,5921072086.95,6996177003.11
Long Term Capital Lease Obligation,3781942099.44,3810807538.13,3484838130.27,3437418282.94
Long Term Debt,2505292418.91,3369370225.94,2436233956.68,3558758720.17
Current Liabilities,109259514834.09,104097164156.31,95719024189.59,88332154183.04
Other Current Liabilities,85595.0,3193019.24,15792207.79,
Current Debt And Capital Lease Obligation,14012558025.06,12875162327.19,10776559605.84,10846167623.34
Current Debt,11298079884.09,10639168163.76,9296190189.0,9618550888.0
Payables,86835370273.88,81133721350.17,75283858963.48,67588458739.97
Other Payable,14652785465.94,14445547554.75,14392269368.9,12600064962.35
Dividends Payable,455763430.1,342248718.16,415032648.83,526986563.62
Total Tax Payable,1509107280.51,1572161825.45,1500495038.01,1898384645.87
Accounts Payable,70217714097.33,64773763251.81,58976061907.74,52563022568.13
Total Assets,185005958123.93,176096527061.77,162796939434.5,153846763593.99
Total Non Current Assets,66978288389.5,59476623454.35,58664685600.17,58851756870.67
Other Non Current Assets,971462899.67,943326436.92,522733890.19,456970553.4
Non Current Deferred Assets,945631372.84,870630993.05,868161195.59,868215879.24
Non Current Deferred Taxes Assets,5915311962.62,6010078471.03,5906880005.58,5616993458.54
Investmentin Financial Assets,11496769959.05,3634089037.09,3758911833.41,5364221157.29
Held To Maturity Securities,7693356249.98,,,
Available For Sale Securities,3803413709.07,3634089037.09,3758911833.41,5364221157.29
Long Term Equity Investment,12687709357.33,12306809396.03,12073858533.23,11664539409.69
Investment Properties,544282670.2,588849478.02,428671303.63,372931371.6
Goodwill And Other Intangible Assets,4463544782.26,4680800773.92,4799347154.4,5122258074.29
Other Intangible Assets,3682429700.53,3899685692.19,4018232072.67,4341142992.56
Goodwill,781115081.73,781115081.73,781115081.73,781115081.73
Net PPE,29881128548.16,30358402527.73,30219450736.14,29385626966.62
Accumulated Depreciation,-37510718890.64,-34455022970.08,-31167678449.74,-27385362599.56
Gross PPE,67391847438.8,64813425497.81,61387129185.88,56770989566.18
Construction In Progress,3571943838.39,3936475740.55,3926719813.55,2646131814.04
Other Properties,9334202892.33,9363777108.8,8674720028.9,8300454211.95
Machinery Furniture Equipment,41993929476.26,39541221249.5,37005580580.85,34498345934.86
Properties,12491771231.82,11971951398.96,11780108762.58,11326057605.33
Current Assets,118027669734.43,116619903607.42,104132253834.33,94995006723.32
Other Current Assets,2336014798.6,1484670475.01,1676696894.72,1510019459.35
Assets Held For Sale Current,,,,86987182.16
Prepaid Assets,625722150.26,632576942.86,807496188.15,843166662.6
Inventory,21078784331.05,22813266822.19,22890668242.77,20398322993.81
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Finished Goods,5502920465.54,5120121797.02,5203812614.95,4943500047.92
Work In Process,10976021544.97,12773717887.93,11907838670.89,10763602536.13
Raw Materials,4599842320.54,4919427137.24,5779016956.93,4691220409.76
Other Receivables,15197777130.64,12944250563.88,11743585146.64,10560623984.25
Accounts Receivable,43952833432.1,38533803342.77,33684262415.71,29349672033.15
Allowance For Doubtful Accounts Receivable,-562168345.19,-472028709.71,-395781203.13,-416576099.26
Gross Accounts Receivable,44515001777.29,39005832052.48,34080043618.84,29766248132.41
Cash Cash Equivalents And Short Term Investments,34836537891.78,40211335460.71,33329544946.34,32246214408.0
Other Short Term Investments,97760911.64,,,
Cash And Cash Equivalents,34738776980.14,40211335460.71,33329544946.34,32246214408.0
Cash Equivalents,290509791.36,296745293.14,315134173.71,681916695.79
Cash Financial,34448267188.78,39914590167.57,33014410772.63,31564297712.21
