,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,7621087664.0,7621087664.0,7621087664.0,7621087664.0
Share Issued,7621087664.0,7621087664.0,7621087664.0,7621087664.0
Total Debt,195204203450.94,179405018729.19,177611979911.9,180274158248.77
Tangible Book Value,146049019567.51,134118364923.01,118597172951.23,105132406254.89
Invested Capital,341806565153.08,314152483438.19,296968897173.36,286056909785.69
Net Tangible Assets,146049019567.51,134118364923.01,118597172951.23,105132406254.89
Common Stock Equity,147601915206.29,135717647870.07,120145632761.88,106624509660.79
Total Capitalization,341806565153.08,314152483438.19,296968897173.36,286056909785.69
Total Equity Gross Minority Interest,153085381308.3,140675710016.6,124792840476.14,110801342560.89
Minority Interest,5483466102.01,4958062146.53,4647207714.26,4176832900.1
Stockholders Equity,147601915206.29,135717647870.07,120145632761.88,106624509660.79
Other Equity Interest,26600000000.0,22478500000.0,10990000000.0,1000000000.0
Treasury Stock,233608724.73,233608724.73,233608724.73,
Retained Earnings,42434656519.55,40149200604.15,39266193219.21,38140087977.29
Additional Paid In Capital,31077739645.5,31103339645.5,31103339645.5,31103339645.5
Capital Stock,7621087664.0,7621087664.0,7621087664.0,7621087664.0
Common Stock,7621087664.0,7621087664.0,7621087664.0,7621087664.0
Preferred Stock,,,,0.0
Total Liabilities Net Minority Interest,605659726624.79,541505969211.81,492463441551.26,425053981414.81
Derivative Product Liabilities,6757754038.1,4700925321.2,2098281485.49,981098535.88
Long Term Debt And Capital Lease Obligation,195204203450.94,179405018729.19,177611979911.9,180274158248.77
Payables,42740020186.98,47190163030.52,32855844705.51,18837689374.92
Other Payable,10405791926.33,9496302672.6,10147067252.42,10118479443.39
Total Tax Payable,795815167.1,555578626.21,900119720.24,1645142280.68
Accounts Payable,31538413093.55,37138281731.71,21808657732.85,7074067650.85
Total Assets,758745107933.09,682181679228.41,617256282027.4,535855323975.7
Investments And Advances,384398376360.22,375455485798.81,314206820798.64,244738100287.16
Investmentin Financial Assets,373391457985.59,366230213422.66,305462668783.33,236489681904.76
Trading Securities,242824236471.59,216074348976.05,157800506159.32,124472613744.26
Long Term Equity Investment,11006918374.63,9225272376.15,8744152015.31,8248418382.4
Investment Properties,242976775.39,199156711.62,187433357.92,60741683.3
Goodwill And Other Intangible Assets,1552895638.78,1599282947.06,1548459810.65,1492103405.9
Other Intangible Assets,1550492651.89,1596931341.53,1546141680.86,1489981718.99
Goodwill,2402986.89,2351605.53,2318129.79,2121686.91
Net PPE,4074744306.99,4041392647.1,3844826885.15,3784709330.36
Accumulated Depreciation,-2560634966.22,-2300214604.23,-2023342123.85,-1813957791.49
Gross PPE,6635379273.21,6341607251.33,5868169009.0,5598667121.85
Construction In Progress,251072646.76,246301316.8,246301316.8,
Other Properties,3784016108.79,3435333538.39,2931205148.54,2754959613.84
Properties,2600290517.66,2659972396.14,2690662543.66,2843707508.01
Receivables,8659030810.59,11148893723.83,13771756279.06,4892762994.8
Cash And Cash Equivalents,336205785709.7,265686298719.48,260022006892.76,256733081190.33
Cash Equivalents,109134307720.04,91112246194.52,82824420236.24,97235472133.35
Cash Financial,169201247393.64,118810862777.83,129175053442.13,119308115350.92
Cash Cash Equivalents And Federal Funds Sold,356771030126.52,285407199347.26,278962296146.43,276725312948.47
