,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Treasury Shares Number,138000.0,,,
Ordinary Shares Number,121281417698.0,119349251646.0,120968795646.0,121071209646.0
Share Issued,121281555698.0,119349251646.0,120968795646.0,121071209646.0
Net Debt,211665000000.0,137072000000.0,80852000000.0,21525000000.0
Total Debt,475695000000.0,440231000000.0,356701000000.0,315521000000.0
Tangible Book Value,785244000000.0,770333000000.0,753127000000.0,735874000000.0
Invested Capital,1118775000000.0,1061820000000.0,961890000000.0,904297000000.0
Working Capital,-148722000000.0,-112641000000.0,-144245000000.0,-83256000000.0
Net Tangible Assets,785244000000.0,770333000000.0,753127000000.0,735874000000.0
Capital Lease Obligations,172735000000.0,181400000000.0,182411000000.0,185406000000.0
Common Stock Equity,815815000000.0,802989000000.0,787600000000.0,774182000000.0
Total Capitalization,1026311000000.0,990849000000.0,895561000000.0,866172000000.0
Total Equity Gross Minority Interest,972147000000.0,955809000000.0,939542000000.0,915074000000.0
Minority Interest,156332000000.0,152820000000.0,151942000000.0,140892000000.0
Stockholders Equity,815815000000.0,802989000000.0,787600000000.0,774182000000.0
Gains Losses Not Affecting Retained Earnings,,,664810000000.0,653111000000.0
Treasury Stock,1000000.0,0.0,,
Retained Earnings,376695000000.0,374330000000.0,361689000000.0,
Additional Paid In Capital,58993000000.0,51068000000.0,52846000000.0,
Capital Stock,121282000000.0,119349000000.0,119896000000.0,121071000000.0
Common Stock,121282000000.0,119349000000.0,119896000000.0,121071000000.0
Total Liabilities Net Minority Interest,1109293000000.0,1068887000000.0,1011579000000.0,974181000000.0
Total Non Current Liabilities Net Minority Interest,436056000000.0,421811000000.0,344194000000.0,332901000000.0
Other Non Current Liabilities,13664000000.0,14001000000.0,14983000000.0,19243000000.0
Non Current Deferred Liabilities,,,8079000000.0,7910000000.0
Non Current Deferred Taxes Liabilities,7324000000.0,7817000000.0,7256000000.0,7910000000.0
Long Term Debt And Capital Lease Obligation,365400000000.0,351724000000.0,274368000000.0,262223000000.0
Long Term Capital Lease Obligation,154904000000.0,163864000000.0,166407000000.0,170233000000.0
Long Term Debt,210496000000.0,187860000000.0,107961000000.0,91990000000.0
Long Term Provisions,49668000000.0,48269000000.0,47587000000.0,43525000000.0
Current Liabilities,673237000000.0,647076000000.0,667385000000.0,641280000000.0
Other Current Liabilities,,,7313000000.0,3223000000.0
Current Deferred Liabilities,,,125444000000.0,124622000000.0
Current Deferred Revenue,,,125444000000.0,124622000000.0
Current Debt And Capital Lease Obligation,110295000000.0,88507000000.0,82333000000.0,53298000000.0
Current Capital Lease Obligation,17831000000.0,17536000000.0,16004000000.0,15173000000.0
Current Debt,92464000000.0,70971000000.0,66329000000.0,38125000000.0
Other Current Borrowings,,,51868000000.0,13166000000.0
Line Of Credit,,,14461000000.0,24959000000.0
Current Notes Payable,,,,0.0
Payables And Accrued Expenses,,,452295000000.0,460137000000.0
Current Accrued Expenses,,,549000000.0,822000000.0
Interest Payable,,,549000000.0,822000000.0
Payables,431833000000.0,428578000000.0,452295000000.0,460137000000.0
Other Payable,136739000000.0,129570000000.0,154491000000.0,163230000000.0
Total Tax Payable,38497000000.0,40008000000.0,28380000000.0,81267000000.0
Income Tax Payable,,,4725000000.0,4809000000.0
Accounts Payable,256597000000.0,259000000000.0,269424000000.0,215640000000.0
Total Assets,2081440000000.0,2024696000000.0,1951121000000.0,1889255000000.0
Total Non Current Assets,1556925000000.0,1490261000000.0,1427981000000.0,1331231000000.0
Other Non Current Assets,75978000000.0,63282000000.0,34063000000.0,31326000000.0
Non Current Prepaid Assets,,,,7470000000.0
Non Current Deferred Assets,,,19952000000.0,19389000000.0
Non Current Deferred Taxes Assets,18777000000.0,20110000000.0,22433000000.0,19389000000.0
Duefrom Related Parties Non Current,,,3235000000.0,1520000000.0
Non Current Accounts Receivable,,,3235000000.0,1520000000.0
Investments And Advances,,,234671000000.0,209946000000.0
Investmentin Financial Assets,416000000.0,450000000.0,730000000.0,767000000.0
Available For Sale Securities,416000000.0,450000000.0,730000000.0,767000000.0
Long Term Equity Investment,243488000000.0,232630000000.0,233941000000.0,209179000000.0
Investmentsin Joint Venturesat Cost,76702000000.0,69564000000.0,74791000000.0,60450000000.0
Investmentsin Associatesat Cost,166786000000.0,163066000000.0,159150000000.0,148729000000.0
Goodwill And Other Intangible Assets,30571000000.0,32656000000.0,34473000000.0,38308000000.0
Other Intangible Assets,24078000000.0,26184000000.0,28009000000.0,29714000000.0
Goodwill,6493000000.0,6472000000.0,6464000000.0,8594000000.0
Net PPE,1185968000000.0,1139399000000.0,1099106000000.0,1030742000000.0
Accumulated Depreciation,-1695937000000.0,-1603125000000.0,-1523847000000.0,-1427781000000.0
Gross PPE,2881905000000.0,2742524000000.0,2622953000000.0,2458523000000.0
Construction In Progress,213069000000.0,184448000000.0,203550000000.0,163409000000.0
Other Properties,60862000000.0,57643000000.0,51800000000.0,46921000000.0
