,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Ordinary Shares Number,183020977818.0,183020977818.0,183020977818.0,183020977818.0
Share Issued,183020977818.0,183020977818.0,183020977818.0,183020977818.0
Net Debt,,,,35804000000.0
Total Debt,353775000000.0,355752000000.0,413440000000.0,449614000000.0
Tangible Book Value,1485649000000.0,1415145000000.0,1351146000000.0,1265589000000.0
Invested Capital,1784036000000.0,1659398000000.0,1633510000000.0,1626719000000.0
Working Capital,56497000000.0,-46473000000.0,-27499000000.0,-10396000000.0
Net Tangible Assets,1485649000000.0,1415145000000.0,1351146000000.0,1265589000000.0
Capital Lease Obligations,116342000000.0,109968000000.0,113440000000.0,118200000000.0
Common Stock Equity,1586061000000.0,1515371000000.0,1451333000000.0,1365866000000.0
Total Capitalization,1749523000000.0,1613443000000.0,1594531000000.0,1588344000000.0
Total Equity Gross Minority Interest,1799548000000.0,1709863000000.0,1635544000000.0,1534416000000.0
Minority Interest,213487000000.0,194492000000.0,184211000000.0,168550000000.0
Stockholders Equity,1586061000000.0,1515371000000.0,1451333000000.0,1365866000000.0
Gains Losses Not Affecting Retained Earnings,,,,332721000000.0
Retained Earnings,1038099000000.0,982234000000.0,914671000000.0,845242000000.0
Additional Paid In Capital,,89431000000.0,84831000000.0,82657000000.0
Capital Stock,183021000000.0,183021000000.0,183021000000.0,183021000000.0
Common Stock,183021000000.0,183021000000.0,183021000000.0,183021000000.0
Total Liabilities Net Minority Interest,1028469000000.0,1043144000000.0,1123693000000.0,1136250000000.0
Total Non Current Liabilities Net Minority Interest,489669000000.0,405827000000.0,433096000000.0,511987000000.0
Other Non Current Liabilities,183224000000.0,172099000000.0,153314000000.0,149675000000.0
Non Current Deferred Liabilities,,,,21016000000.0
Non Current Deferred Taxes Liabilities,26641000000.0,25688000000.0,23144000000.0,21634000000.0
Long Term Debt And Capital Lease Obligation,279804000000.0,208040000000.0,256638000000.0,340678000000.0
Long Term Capital Lease Obligation,116342000000.0,109968000000.0,113440000000.0,118200000000.0
Long Term Debt,163462000000.0,98072000000.0,143198000000.0,222478000000.0
Long Term Provisions,,,,142081000000.0
Current Liabilities,538800000000.0,637317000000.0,690597000000.0,624263000000.0
Other Current Liabilities,15508000000.0,18262000000.0,15566000000.0,15958000000.0
Current Deferred Liabilities,,,,77337000000.0
Current Deferred Revenue,,,,77337000000.0
Current Debt And Capital Lease Obligation,73971000000.0,147712000000.0,156802000000.0,108936000000.0
Current Capital Lease Obligation,,,,7560000000.0
Current Debt,34513000000.0,45955000000.0,38979000000.0,38375000000.0
Other Current Borrowings,,,,100639000000.0
Current Notes Payable,,,,15630000000.0
Payables And Accrued Expenses,,,,410253000000.0
Current Accrued Expenses,,,,
Interest Payable,,,,
Payables,355130000000.0,380218000000.0,421833000000.0,409188000000.0
Other Payable,34667000000.0,32293000000.0,37177000000.0,50927000000.0
Dividends Payable,,,,581000000.0
Total Tax Payable,50923000000.0,60245000000.0,73991000000.0,53514000000.0
Income Tax Payable,,,,16471000000.0
Accounts Payable,269540000000.0,287680000000.0,310665000000.0,304747000000.0
Total Assets,2828017000000.0,2753007000000.0,2759237000000.0,2670666000000.0
Total Non Current Assets,2232720000000.0,2162163000000.0,2096139000000.0,2056799000000.0
Other Non Current Assets,42667000000.0,38695000000.0,32687000000.0,33651000000.0
Non Current Deferred Assets,18259000000.0,14018000000.0,14089000000.0,10388000000.0
Non Current Deferred Taxes Assets,30056000000.0,26765000000.0,18127000000.0,16614000000.0
Investments And Advances,,,,274528000000.0
Other Investments,,,,
Investmentin Financial Assets,1324000000.0,707000000.0,839000000.0,950000000.0
Available For Sale Securities,1324000000.0,707000000.0,839000000.0,950000000.0
Long Term Equity Investment,303575000000.0,290077000000.0,280972000000.0,269671000000.0
Goodwill And Other Intangible Assets,100412000000.0,100226000000.0,100187000000.0,100277000000.0
Other Intangible Assets,93149000000.0,92790000000.0,92745000000.0,92960000000.0
Goodwill,7263000000.0,7436000000.0,7442000000.0,7317000000.0
Net PPE,1736427000000.0,1691675000000.0,1649238000000.0,1625248000000.0
Accumulated Depreciation,-3112080000000.0,-2935533000000.0,-2760581000000.0,-2552243000000.0
Gross PPE,4848507000000.0,4627208000000.0,4409819000000.0,4177491000000.0
Construction In Progress,216616000000.0,214967000000.0,197488000000.0,196876000000.0
Other Properties,181182000000.0,171921000000.0,176996000000.0,181867000000.0
Machinery Furniture Equipment,1009371000000.0,963018000000.0,911951000000.0,870140000000.0
Buildings And Improvements,,,,333637000000.0
Land And Improvements,,,,183803000000.0
Properties,3441338000000.0,3277302000000.0,3123384000000.0,2928608000000.0
Current Assets,595297000000.0,590844000000.0,663098000000.0,613867000000.0
Other Current Assets,69838000000.0,65367000000.0,62498000000.0,59885000000.0
Hedging Assets Current,9342000000.0,9020000000.0,16939000000.0,21133000000.0
Assets Held For Sale Current,,,,
Prepaid Assets,14664000000.0,14192000000.0,13915000000.0,13920000000.0
Inventory,150553000000.0,168338000000.0,180639000000.0,167751000000.0
Inventories Adjustments Allowances,,-2834000000.0,-5797000000.0,-8284000000.0
Other Inventories,,,106000000.0,-8284000000.0
Finished Goods,,91394000000.0,102041000000.0,104722000000.0
Work In Process,,16073000000.0,21386000000.0,14448000000.0
Raw Materials,,63705000000.0,62903000000.0,56865000000.0
Receivables,,,,150570000000.0
Receivables Adjustments Allowances,,,,-3124000000.0
Other Receivables,27888000000.0,43255000000.0,42824000000.0,50225000000.0
Taxes Receivable,,,,34256000000.0
Accounts Receivable,77929000000.0,71610000000.0,69006000000.0,72028000000.0
Allowance For Doubtful Accounts Receivable,,-3068000000.0,-2687000000.0,-2889000000.0
Gross Accounts Receivable,,74678000000.0,71448000000.0,74917000000.0
Cash Cash Equivalents And Short Term Investments,245083000000.0,219062000000.0,277277000000.0,228925000000.0
Other Short Term Investments,6175000000.0,2816000000.0,7404000000.0,3876000000.0
