,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-3673380788.772004,-2327877905.773037,-6381509183.317429,-9453107257.399002
Tax Rate For Calcs,0.239417,0.239149,0.240948,0.234109
Normalized EBITDA,492860000000.0,501551000000.0,511073000000.0,487356000000.0
Total Unusual Items,-15343000000.0,-9734000000.0,-26485000000.0,-40379000000.0
Total Unusual Items Excluding Goodwill,-15343000000.0,-9734000000.0,-26485000000.0,-40379000000.0
Net Income From Continuing Operation Net Minority Interest,157302000000.0,164676000000.0,161414000000.0,148738000000.0
Reconciled Depreciation,233801000000.0,229584000000.0,222648000000.0,212151000000.0
Reconciled Cost Of Revenue,2246121000000.0,2275223000000.0,2303005000000.0,2527935000000.0
EBITDA,477517000000.0,491817000000.0,484588000000.0,446977000000.0
EBIT,243716000000.0,262233000000.0,261940000000.0,234826000000.0
Net Interest Income,-12053000000.0,-13394000000.0,-17366000000.0,-17796000000.0
Interest Expense,17567000000.0,20731000000.0,24063000000.0,21554000000.0
Interest Income,7760000000.0,8799000000.0,8265000000.0,4738000000.0
Normalized Income,168971619211.228,172082122094.22696,181517490816.68256,179663892742.601
Net Income From Continuing And Discontinued Operation,157302000000.0,164676000000.0,161414000000.0,148738000000.0
Total Expenses,2622960000000.0,2672343000000.0,2724268000000.0,2925470000000.0
Rent Expense Supplemental,,3446000000.0,3689000000.0,3002000000.0
Total Operating Income As Reported,234579000000.0,255286000000.0,253522000000.0,242564000000.0
Diluted Average Shares,182909302326.0,182973333333.0,183425000000.0,183627160494.0
Basic Average Shares,182909302326.0,182973333333.0,183425000000.0,183627160494.0
Diluted EPS,0.86,0.9,0.88,0.81
Basic EPS,0.86,0.9,0.88,0.81
Diluted NI Availto Com Stockholders,,,,149380000000.0
Net Income Common Stockholders,157302000000.0,164676000000.0,161414000000.0,148738000000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,157302000000.0,164676000000.0,161414000000.0,148738000000.0
Minority Interests,-14703000000.0,-19071000000.0,-19147000000.0,-14605000000.0
Net Income Including Noncontrolling Interests,172005000000.0,183747000000.0,180561000000.0,163343000000.0
Net Income Continuous Operations,172005000000.0,183747000000.0,180561000000.0,163343000000.0
Tax Provision,54144000000.0,57755000000.0,57316000000.0,49929000000.0
Pretax Income,226149000000.0,241502000000.0,237877000000.0,213272000000.0
Other Income Expense,,,,13433000000.0
Other Non Operating Income Expenses,-8430000000.0,-13784000000.0,-15626000000.0,-29292000000.0
Special Income Charges,-17858000000.0,-14407000000.0,-28493000000.0,-37915000000.0
Other Special Charges,-529000000.0,-613000000.0,-498000000.0,-905000000.0
Write Off,696000000.0,742000000.0,35000000.0,1587000000.0
Impairment Of Capital Assets,17691000000.0,14278000000.0,28956000000.0,37233000000.0
Earnings From Equity Interest,,,,15251000000.0
Gain On Sale Of Security,,,,-1818000000.0
Net Non Operating Interest Income Expense,-12053000000.0,-13394000000.0,-17366000000.0,-17796000000.0
Total Other Finance Cost,2246000000.0,1462000000.0,1568000000.0,980000000.0
Interest Expense Non Operating,17567000000.0,20731000000.0,24063000000.0,21554000000.0
Interest Income Non Operating,7760000000.0,8799000000.0,8265000000.0,4738000000.0
Operating Income,241509000000.0,265638000000.0,288544000000.0,313697000000.0
Operating Expense,376839000000.0,397120000000.0,421263000000.0,397535000000.0
Other Operating Expenses,244276000000.0,266826000000.0,296482000000.0,277616000000.0
Other Taxes,,,,278055000000.0
Depreciation And Amortization In Income Statement,,21073000000.0,21748000000.0,21518000000.0
Depreciation Income Statement,,21073000000.0,21748000000.0,21518000000.0
Research And Development,23552000000.0,23014000000.0,21967000000.0,20016000000.0
Selling General And Administration,129413000000.0,42551000000.0,33014000000.0,31765000000.0
Selling And Marketing Expense,60291000000.0,20077000000.0,26167000000.0,26061000000.0
General And Administrative Expense,69122000000.0,22474000000.0,6847000000.0,5704000000.0
Other Gand A,,,,59529000000.0
Rent And Landing Fees,,3446000000.0,3689000000.0,3002000000.0
Salaries And Wages,,,,163073000000.0
Gross Profit,618348000000.0,662758000000.0,709807000000.0,711232000000.0
Cost Of Revenue,2246121000000.0,2275223000000.0,2303005000000.0,2527935000000.0
Total Revenue,2864469000000.0,2937981000000.0,3012812000000.0,3239167000000.0
Operating Revenue,2864469000000.0,2937981000000.0,3012812000000.0,3239167000000.0
