,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,-5776689595.49,-16301662767.02,3680272294.41,922709298.15
Repayment Of Debt,-201408923249.25,-158143518419.17,-116236508206.56,-92988640929.07
Issuance Of Debt,219358682894.23,192030842241.21,109926367204.31,117913528133.93
Capital Expenditure,-35830124773.82,-43098415319.53,-32656552625.92,-26999582886.59
End Cash Position,22675215443.35,23496359395.03,18812264448.95,34013929079.26
Beginning Cash Position,23496359395.03,18812264448.95,34013929079.26,17303396392.52
Effect Of Exchange Rate Changes,16941496.43,-91621711.53,-26342410.91,-40319790.97
Changes In Cash,-838085448.11,4775716657.61,-15175322219.4,16750852477.71
Financing Cash Flow,6186159622.3,22809059966.03,-17187540503.08,17586608513.07
Net Other Financing Charges,-451646512.04,-2076470697.74,-387452418.73,-664644479.51
Cash Dividends Paid,-10170496159.51,-8337985033.27,-10058322082.1,-6300224837.28
Net Issuance Payments Of Debt,17949759644.98,33887323822.04,-6310141002.25,24924887204.86
Net Long Term Debt Issuance,17949759644.98,33887323822.04,-6310141002.25,24924887204.86
Long Term Debt Payments,-201408923249.25,-158143518419.17,-116236508206.56,-92988640929.07
Long Term Debt Issuance,219358682894.23,192030842241.21,109926367204.31,117913528133.93
Investing Cash Flow,-37077680248.74,-44830095860.93,-34324606636.65,-28758048220.1
Net Other Investing Changes,117757733.36,-124495507.84,269866035.59,-68269646.5
Net Investment Purchase And Sale,-1835257707.87,-199059132.48,-1902385183.86,-1844356712.09
Sale Of Investment,562524351.13,264139371.52,258887437.6,788454430.26
Purchase Of Investment,-2397782059.0,-463198504.0,-2161272621.46,-2632811142.35
Net Business Purchase And Sale,,-1436080175.9,-77791859.82,
Sale Of Business,,107799980.0,50000000.0,
Purchase Of Business,,-1543880155.9,-127791859.82,
Net PPE Purchase And Sale,-35360180274.23,-43070461044.71,-32614295628.56,-26845421861.51
Sale Of PPE,469944499.59,27954274.82,42256997.36,154161025.08
Purchase Of PPE,-35830124773.82,-43098415319.53,-32656552625.92,-26999582886.59
Operating Cash Flow,30053435178.33,26796752552.51,36336824920.33,27922292184.74
Change In Working Capital,-1543029474.97,-5435670984.85,7986481880.96,-8357640933.66
Change In Other Current Assets,-581750859.99,-85092804.13,-834569935.42,-1111244713.51
Change In Payable,6056005295.0,-249361655.12,6714719826.36,15875154097.09
Change In Inventory,-3583265753.26,-2342794110.84,63030146.05,9568363406.81
Change In Receivables,-3434018156.72,-2758422414.76,2043301843.97,-32689913724.05
Other Non Cash Items,2890691029.73,2833525900.58,2064108550.22,2088674780.26
Depreciation And Amortization,13015388403.22,11381048198.94,9347706371.64,8157691624.07
Amortization Cash Flow,550027701.61,500568170.46,430788912.52,381739202.94
Depreciation,12465360701.61,10880480028.48,8916917459.12,7775952421.13
Gain Loss On Investment Securities,-632537504.71,-702453683.45,-580993437.7,-498704417.92
Gain Loss On Sale Of PPE,588852328.48,242321258.75,221402937.51,309592831.34
Net Income From Continuing Operations,14791313747.02,18299805216.85,17041906850.02,25039430673.89
Cash Flowsfromusedin Operating Activities Direct,30053435178.33,26796752552.51,36336824920.33,27922292184.74
Taxes Refund Paid Direct,-2541552362.59,-2158890316.2,-4382817877.01,-4014761768.51
Classesof Cash Payments,-182786592870.12,-178425991251.81,-147399620907.27,-141082138235.03
Other Cash Paymentsfrom Operating Activities,-5110009917.91,-3293262292.83,-2637169031.94,-1948194928.3
Paymentson Behalfof Employees,-11099709383.87,-8793153368.76,-7070640867.53,-5764125884.99
Paymentsto Suppliersfor Goodsand Services,-166576873568.34,-166339575590.22,-137691811007.8,-133369817421.74
Classesof Cash Receiptsfrom Operating Activities,215381580411.04,207381634120.52,188119263704.61,173019192188.28
Other Cash Receiptsfrom Operating Activities,2108692191.65,2469316251.39,2202829228.54,1617881632.52
Receiptsfrom Customers,213272888219.39,204912317869.13,185916434476.07,171401310555.76
