,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-36766177.935068,-33153528.912708,17448991.766388,-99765102.753902
Tax Rate For Calcs,0.174348,0.123172,0.09715,0.22521
Normalized EBITDA,6936138203.22,4444810608.24,2673865011.82,2855600363.17
Total Unusual Items,-210877725.78,-269165186.27,179609618.81,-442986104.96
Total Unusual Items Excluding Goodwill,-210877725.78,-269165186.27,179609618.81,-442986104.96
Net Income From Continuing Operation Net Minority Interest,1779972016.0,1530587671.58,1064255173.13,821342873.3
Reconciled Depreciation,3363656934.32,1807689838.71,1383138043.32,1134813341.16
Reconciled Cost Of Revenue,18280031237.51,13115908377.08,10057049905.66,9516670163.18
EBITDA,6725260477.44,4175645421.97,2853474630.63,2412614258.21
EBIT,3361603543.12,2367955583.26,1470336587.31,1277800917.05
Net Interest Income,-484883477.39,-377735364.27,-266370479.98,-210362526.21
Interest Expense,493100595.53,390471811.72,270789226.94,210207273.31
Interest Income,43392329.64,17502069.6,9857819.49,4938891.29
Normalized Income,1954083563.844932,1766599328.937292,902094546.086388,1164563875.506098
Net Income From Continuing And Discontinued Operation,1779972016.0,1530587671.58,1064255173.13,821342873.3
Total Expenses,19659529211.4,14345102297.95,11093824540.68,10414213527.37
Rent Expense Supplemental,6344740.64,3913280.51,3427373.67,2203853.19
Total Operating Income As Reported,2844195928.27,1897745333.16,1028159502.28,1096116041.6
Diluted Average Shares,2594711394.0,2146686776.0,2145675752.0,2144498364.0
Basic Average Shares,2594711394.0,2146686776.0,2145675752.0,2144498364.0
Diluted EPS,0.686,0.713,0.496,0.383
Basic EPS,0.686,0.713,0.496,0.383
Net Income Common Stockholders,1779972016.0,1530587671.58,1064255173.13,821342873.3
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,1779972016.0,1530587671.58,1064255173.13,821342873.3
Minority Interests,-588412251.97,-203326096.34,-18756713.51,-5817518.98
Net Income Including Noncontrolling Interests,2368384267.97,1733913767.92,1083011886.64,827160392.28
Net Income Continuous Operations,2368384267.97,1733913767.92,1083011886.64,827160392.28
Tax Provision,500118679.62,243570003.62,116535473.73,240433251.46
Pretax Income,2868502947.59,1977483771.54,1199547360.37,1067593643.74
Other Non Operating Income Expenses,-64196577.33,-27205472.34,59815465.81,-108999150.46
Special Income Charges,-215856673.22,-315161910.63,98515945.89,-478392369.72
Other Special Charges,1543863.31,-62990672.55,-115458662.56,-55942796.63
Write Off,51846134.04,1042609.57,15844265.84,19862153.35
Impairment Of Capital Assets,162466675.87,377109973.61,1098450.83,514473013.0
Net Non Operating Interest Income Expense,-484883477.39,-377735364.27,-266370479.98,-210362526.21
Total Other Finance Cost,35175211.5,4765622.15,5439072.53,5094144.19
Interest Expense Non Operating,493100595.53,390471811.72,270789226.94,210207273.31
Interest Income Non Operating,43392329.64,17502069.6,9857819.49,4938891.29
Operating Income,3551028685.77,2435137769.63,1103602797.64,1793021255.43
Operating Expense,1379497973.89,1229193920.87,1036774635.02,897543364.19
Other Operating Expenses,260002085.76,191090862.83,191106161.41,118232832.06
Depreciation And Amortization In Income Statement,50869538.68,45376057.98,36664669.34,31827187.84
Amortization,10614369.58,11096963.33,6768751.74,3397737.36
Depreciation Income Statement,40255169.1,34279094.65,29895917.6,28429450.48
Research And Development,95640943.52,145943134.19,97976750.36,98095667.22
Selling General And Administration,140300008.31,149086120.93,94993989.61,104086232.79
Selling And Marketing Expense,21396118.47,20497956.95,8663902.14,6648159.51
General And Administrative Expense,118903889.84,128588163.98,86330087.47,97438073.28
Rent And Landing Fees,6344740.64,3913280.51,3427373.67,2203853.19
Gross Profit,4930526659.66,3664331690.5,2140377432.66,2690564619.62
Cost Of Revenue,18280031237.51,13115908377.08,10057049905.66,9516670163.18
Total Revenue,23210557897.17,16780240067.58,12197427338.32,12207234782.8
Operating Revenue,23210557897.17,16780240067.58,12197427338.32,12207234782.8
