,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,1689599079.0,1689594682.0,1689546322.0,1487930802.0
Share Issued,1689599079.0,1689594682.0,1689546322.0,1487930802.0
Net Debt,2403815908.47,1477585462.55,1028483083.74,1203927640.61
Total Debt,4094560949.09,4352036699.21,2640428603.4,2587876248.52
Tangible Book Value,4253015811.85,4765915432.46,6093780169.35,3378825791.55
Invested Capital,7957210008.15,8963176213.61,8770222814.3,6097181735.65
Working Capital,595350672.14,1817675390.43,1249721517.01,1059197174.08
Net Tangible Assets,4253015811.85,4765915432.46,6093780169.35,3378825791.55
Capital Lease Obligations,29530469.26,17688606.7,22123261.73,14150609.19
Common Stock Equity,4935486892.13,5333940140.88,6538557557.62,3762384141.26
Total Capitalization,7804936113.37,8523391435.48,7758862763.24,4754815105.67
Total Equity Gross Minority Interest,5576338592.36,6307011595.68,7029464973.45,4285868193.36
Minority Interest,640851700.23,973071454.8,490907415.83,523484052.1
Stockholders Equity,4935486892.13,5333940140.88,6538557557.62,3762384141.26
Other Equity Interest,34369367.96,34376929.62,34460277.23,34464972.75
Treasury Stock,31108487.5,,,
Retained Earnings,2224980230.31,2460687559.83,2391763410.11,2029685620.33
Additional Paid In Capital,518204170.67,484538859.73,1796684508.21,223595.72
Capital Stock,1689599079.0,1689594682.0,1689546322.0,1487930802.0
Common Stock,1689599079.0,1689594682.0,1689546322.0,1487930802.0
Total Liabilities Net Minority Interest,8091938591.17,8628387122.68,4866559602.29,4016350125.97
Total Non Current Liabilities Net Minority Interest,4303904183.94,4606924424.72,1384878670.07,1057398850.79
Other Non Current Liabilities,1248803391.66,1263049000.95,3289376.26,10513507.52
Tradeand Other Payables Non Current,4940975.28,6098374.4,5826542.08,6130271.7
Non Current Deferred Revenue,30151355.68,26351337.28,11100000.0,
Non Current Deferred Taxes Liabilities,121028770.82,104285810.79,122234284.38,34173497.97
Long Term Debt And Capital Lease Obligation,2898979690.5,3207139901.3,1242428467.35,1006581573.6
Long Term Capital Lease Obligation,29530469.26,17688606.7,22123261.73,14150609.19
Long Term Debt,2869449221.24,3189451294.6,1220305205.62,992430964.41
Current Liabilities,3788034407.23,4021462697.96,3481680932.22,2958951275.18
Other Current Liabilities,22819547.99,8933629.62,8613011.75,8875595.64
Current Debt And Capital Lease Obligation,1195581258.59,1144896797.91,1398000136.05,1581294674.92
Current Debt,152273894.78,439784778.13,1011360051.06,1342366629.98
Payables,2508520637.48,2831337608.92,2041803111.45,1348120126.71
Other Payable,637558362.47,801312862.98,201901115.0,181354806.08
Total Tax Payable,104838325.54,124494464.39,100783182.45,110502214.84
Accounts Payable,1766123949.47,1905530281.55,1739118814.0,1056263105.79
Total Assets,13668277183.53,14935398718.36,11896024575.74,8302218319.33
Total Non Current Assets,9284892104.16,9096260629.97,7164622126.51,4284069870.07
Other Non Current Assets,481825726.65,565146073.29,846780587.36,513188925.16
Non Current Deferred Assets,48613724.74,70706779.13,92531429.69,98564633.07
Non Current Deferred Taxes Assets,344873652.77,273548246.46,122120216.2,53434647.01
Investmentin Financial Assets,424260709.3,599574394.81,588412022.41,249211628.41
Available For Sale Securities,424260709.3,599574394.81,588412022.41,249211628.41
Long Term Equity Investment,346813148.88,348464010.36,304316143.21,284880710.99
Investment Properties,140046090.81,146428417.15,152810743.48,159203443.04
Goodwill And Other Intangible Assets,682471080.28,568024708.42,444777388.27,383558349.71
Other Intangible Assets,291534692.94,240774782.38,167794188.93,147438943.14
Goodwill,390936387.34,327249926.04,276983199.34,236119406.57
Net PPE,6815987970.73,6524368000.35,4612873595.89,2542027532.68
Accumulated Depreciation,-4915712644.03,-4444657626.59,-1668412678.1,-1460351677.02
Gross PPE,11731700614.76,10969025626.94,6281286273.99,4002379209.7
Construction In Progress,601175095.95,1643637314.99,1908149605.08,533667984.56
Other Properties,277700969.19,251238550.0,118080696.04,96672602.02
Machinery Furniture Equipment,7356635877.01,5838172389.84,2534551357.43,2146776087.81
Properties,3496188672.61,3235977372.11,1720504615.44,1225262535.31
Current Assets,4383385079.37,5839138088.39,4731402449.23,4018148449.26
Other Current Assets,491430855.06,515583853.79,489062537.42,96892150.18
Hedging Assets Current,2005330.05,732352.31,,
Prepaid Assets,27329101.24,27497906.37,22011009.19,12082517.13
Inventory,770964625.43,632860554.89,731695925.35,671071911.37
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Other Inventories,,,1476500.91,579266.08
Finished Goods,367548364.85,286325432.33,398703513.04,370382850.67
Work In Process,118297393.51,89157871.96,54143667.04,63015865.14
Raw Materials,285118867.07,257377250.6,277372244.36,237093929.48
Other Receivables,294074997.18,457509181.08,495798199.6,427177536.58
Accounts Receivable,1912936504.44,1843104354.89,1581288178.4,1566854380.22
Allowance For Doubtful Accounts Receivable,-178151443.78,-157939866.86,-116149997.0,-89426473.65
Gross Accounts Receivable,2091087948.22,2001044221.75,1697438175.4,1656280853.87
Cash Cash Equivalents And Short Term Investments,884643665.97,2361849885.06,1411546599.27,1244069953.78
Other Short Term Investments,266736458.42,210199274.88,208364426.33,113200000.0
Cash And Cash Equivalents,617907207.55,2151650610.18,1203182172.94,1130869953.78
Cash Equivalents,185753945.71,0.0,255761670.65,138478304.57
Cash Financial,432153261.84,1872291184.8,947420502.29,992391649.21
