,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-253591806.091295,-149600984.411281,-93698109.545525,-107745568.403737
Tax Rate For Calcs,0.304835,0.209112,0.159541,0.187566
Normalized EBITDA,7626182817.36,8404874398.32,10830647881.65,9768908606.53
Total Unusual Items,-831897476.43,-715412339.43,-587298017.45,-574441556.26
Total Unusual Items Excluding Goodwill,-831897476.43,-715412339.43,-587298017.45,-574441556.26
Net Income From Continuing Operation Net Minority Interest,3586177592.36,4267111672.66,6713686688.57,5030381552.61
Reconciled Depreciation,882600911.74,1073478298.78,896589615.24,1132178177.82
Reconciled Cost Of Revenue,36108717474.33,38385153803.33,46049401854.0,38981835697.0
EBITDA,6794285340.93,7689462058.89,10243349864.2,9194467050.27
EBIT,5485883140.4,6350637223.72,8943422118.5,7811100692.39
Net Interest Income,552181911.37,807829260.19,577738384.86,-30159444.27
Interest Expense,178416482.65,202500515.96,297893656.9,194176531.19
Interest Income,891138346.81,1159210370.04,1045431618.19,307500110.6
Normalized Income,4164483262.698705,4832923027.678719,7207286596.474475,5497077540.466263
Net Income From Continuing And Discontinued Operation,3586177592.36,4267111672.66,6713686688.57,5030381552.61
Total Expenses,48265215852.81,50567393423.53,59231389559.33,46181174401.44
Rent Expense Supplemental,4395121641.55,4273691984.81,4325124411.28,-654212523.12
Total Operating Income As Reported,5304270598.53,6177953173.51,8677196140.62,7619453558.85
Diluted Average Shares,,2068902629.0,2068868968.0,1990102288.0
Basic Average Shares,,2068902629.0,2068868968.0,1990102288.0
Diluted EPS,,2.0625,3.2451,2.5277
Basic EPS,,2.0625,3.2451,2.5277
Net Income Common Stockholders,3586177592.36,4267111672.66,6713686688.57,5030381552.61
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,3586177592.36,4267111672.66,6713686688.57,5030381552.61
Minority Interests,-103385304.84,-595378628.01,-552525567.62,-1157868421.82
Net Income Including Noncontrolling Interests,3689562897.2,4862490300.67,7266212256.19,6188249974.43
Net Income Continuous Operations,3689562897.2,4862490300.67,7266212256.19,6188249974.43
Tax Provision,1617903760.55,1285646407.09,1379316205.41,1428674186.77
Pretax Income,5307466657.75,6148136707.76,8645528461.6,7616924161.2
Other Non Operating Income Expenses,3196059.22,-29816465.75,-31667679.02,-2529397.65
Special Income Charges,-831897476.43,-715412339.43,-587298017.45,-574441556.26
Other Special Charges,-50308416.88,-23821416.76,-48287438.08,-9088962.47
Write Off,3502222.28,-2662427.28,-2577214.99,-7157991.73
Impairment Of Capital Assets,878703671.03,741896183.47,638162670.52,590688510.46
Net Non Operating Interest Income Expense,552181911.37,807829260.19,577738384.86,-30159444.27
Total Other Finance Cost,160539952.79,148880593.89,169799576.43,143483023.68
Interest Expense Non Operating,178416482.65,202500515.96,297893656.9,194176531.19
Interest Income Non Operating,891138346.81,1159210370.04,1045431618.19,307500110.6
Operating Income,5428363348.71,5906454863.54,8308714991.61,8251676985.81
Operating Expense,12156498378.48,12182239620.2,13181987705.33,7199338704.44
Other Operating Expenses,1262293242.75,1267831182.59,1644278095.4,1215241942.01
Depreciation And Amortization In Income Statement,1308402200.53,1338824835.17,1299927745.7,1383366357.88
Depreciation Income Statement,1308402200.53,1338824835.17,1299927745.7,1383366357.88
Research And Development,89978391.76,19874237.28,58423127.05,39028967.15
Selling General And Administration,1726454894.28,2027678011.82,2379498845.35,2324229458.26
Selling And Marketing Expense,1420267404.54,1642365079.52,2054219368.56,2006677802.44
General And Administrative Expense,306187489.74,385312932.3,325279476.79,317551655.82
Rent And Landing Fees,4395121641.55,4273691984.81,4325124411.28,-654212523.12
Gross Profit,17584861727.19,18088694483.74,21490702696.94,15451015690.25
Cost Of Revenue,36108717474.33,38385153803.33,46049401854.0,38981835697.0
Total Revenue,53693579201.52,56473848287.07,67540104550.94,54432851387.25
Operating Revenue,53693579201.52,56473848287.07,67540104550.94,54432851387.25
