,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Ordinary Shares Number,2068859044.0,2068859044.0,2068859044.0,2068859044.0
Share Issued,2068859044.0,2068859044.0,2068859044.0,2068859044.0
Total Debt,5029157635.92,5159591836.24,5381412610.07,6854235730.09
Tangible Book Value,52972099388.97,52321832159.26,50880372190.19,45291018678.48
Invested Capital,58544621939.29,57896384836.86,56725658321.04,53014606501.98
Working Capital,46578650243.63,44991404177.03,43127338871.98,39725156157.47
Net Tangible Assets,52972099388.97,52321832159.26,50880372190.19,45291018678.48
Capital Lease Obligations,1161983047.49,1566193031.63,1750910725.76,1737678893.82
Common Stock Equity,55469259598.08,55096705562.22,53833949495.02,48573400985.54
Total Capitalization,58317939568.01,57663752790.38,56356229786.38,51082375985.54
Total Equity Gross Minority Interest,61125524436.65,60948336890.57,59181635135.24,54127411732.21
Minority Interest,5656264838.57,5851631328.35,5347685640.22,5554010746.67
Stockholders Equity,55469259598.08,55096705562.22,53833949495.02,48573400985.54
Retained Earnings,34257249582.7,33360588747.54,32507094497.48,27448495044.11
Additional Paid In Capital,17422249522.47,17437524054.15,17434323359.6,17473523359.6
Capital Stock,2068859044.0,2068859044.0,2068859044.0,2068859044.0
Common Stock,2068859044.0,2068859044.0,2068859044.0,2068859044.0
Total Liabilities Net Minority Interest,13857345805.32,15312036850.03,19687771057.47,21780192148.77
Total Non Current Liabilities Net Minority Interest,4210424376.42,4343002497.02,4359269046.47,4299867908.82
Tradeand Other Payables Non Current,1090000.0,1090000.0,1090000.0,1090000.0
Non Current Deferred Revenue,165046020.72,171280793.79,42958587.34,3615876.62
Non Current Deferred Taxes Liabilities,33625338.28,37391443.44,42029442.01,48508138.38
Long Term Debt And Capital Lease Obligation,4010663017.42,4133240259.79,4273191017.12,4246653893.82
Long Term Capital Lease Obligation,1161983047.49,1566193031.63,1750910725.76,1737678893.82
Long Term Debt,2848679969.93,2567047228.16,2522280291.36,2508975000.0
Current Liabilities,9646921428.9,10969034353.01,15328502011.0,17480324239.95
Other Current Liabilities,61260958.79,73598243.34,72533359.18,39773557.94
Current Debt And Capital Lease Obligation,1018494618.5,1026351576.45,1108221592.95,2607581836.27
Current Debt,226682371.28,232632046.48,369428534.66,1932230516.44
Payables,7550466226.32,8753906757.17,12931916112.09,13326820119.16
Other Payable,2075201569.23,2497485338.32,3886375107.62,2860819811.99
Dividends Payable,42826400.82,51462275.82,21508095.94,2098825.3
Total Tax Payable,1447694880.54,1488310731.04,2621094651.6,2785280077.37
Accounts Payable,3984743375.73,4716648411.99,6402938256.93,7678621404.5
Total Assets,74982870241.97,76260373740.6,78869406192.71,75907603880.98
Total Non Current Assets,18757298569.44,20299935210.56,20413565309.73,18702123483.56
Other Non Current Assets,861349989.91,1050727839.94,1922277661.37,570219115.52
Non Current Deferred Assets,887973494.66,1085870489.96,1074176390.74,1101649543.44
Non Current Deferred Taxes Assets,669234175.97,1204425069.3,1235652303.79,1017809092.32
Long Term Equity Investment,3555925424.25,3669710984.2,2199942772.51,1970098942.8
Investment Properties,818426026.82,1428845454.18,1574750865.1,1387127403.08
Goodwill And Other Intangible Assets,2497160209.11,2774873402.96,2953577304.83,3282382307.06
Other Intangible Assets,2012359430.98,1952213877.17,2131117174.65,2459922176.88
Goodwill,484800778.13,822659525.79,822460130.18,822460130.18
Net PPE,9467229248.72,9085481970.02,9453188011.39,9372837079.34
Accumulated Depreciation,-2093693220.05,-1757982546.68,-1486280658.42,-1245963030.25
Gross PPE,11560922468.77,10843464516.7,10939468669.81,10618800109.59
Construction In Progress,1759013055.61,972144625.34,1066675411.14,1852282200.57
Other Properties,1676095821.3,2305763284.81,2370120399.66,2353410688.07
Machinery Furniture Equipment,204641162.09,207472166.01,161963978.7,158454139.79
Properties,7921172429.77,7358084440.54,7340708880.31,6254653081.16
Current Assets,56225571672.53,55960438530.04,58455840882.98,57205480397.42
Other Current Assets,4368871281.04,1976221078.62,3700905225.23,975469345.23
Prepaid Assets,838587460.75,838803066.65,481922445.17,398168967.53
Inventory,15301622189.54,17348382658.4,21056914824.36,27926480059.82
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Finished Goods,15301622189.54,17348382658.4,21056914824.36,27926480059.82
Other Receivables,1862486171.23,913120397.33,1238833073.1,862360771.43
Accounts Receivable,72759182.37,66595158.1,138840219.02,151301004.74
Allowance For Doubtful Accounts Receivable,,-2707988.96,-2491783.63,-10399154.2
Gross Accounts Receivable,,69303147.06,141332002.65,161700158.94
Cash Cash Equivalents And Short Term Investments,33781245387.6,34817316170.94,31838425096.1,26891700248.67
Cash And Cash Equivalents,33781245387.6,34817316170.94,31838425096.1,26891700248.67
Cash Equivalents,28543917.75,10252340669.97,6496533150.49,1130589295.58
Cash Financial,24784081029.97,24564975500.97,25341891945.61,25761110953.09
