,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Free Cash Flow,4785498553.71,6820345807.37,13324818510.23,-6410625718.27
Repayment Of Debt,-310087428.82,-146223752.92,-1563675242.97,
Issuance Of Debt,708088585.96,63660800.0,159501151.76,4010000000.0
Capital Expenditure,-1273061670.55,-1118981469.64,-1801600787.99,-2995380376.95
End Cash Position,33739583590.25,34773156925.18,31752191784.14,25762143186.64
Beginning Cash Position,34773156925.18,31752191784.14,25762143186.64,16656542375.48
Effect Of Exchange Rate Changes,-429810556.92,-96990025.59,207198509.97,872935961.46
Changes In Cash,-603762778.01,3117955166.63,5782850087.53,8232664849.7
Financing Cash Flow,-3181978131.64,-4367067335.08,-4627780179.06,15454562471.08
Net Other Financing Charges,-479062481.43,-728216594.35,-698745666.37,15120710460.5
Cash Dividends Paid,-2743277457.99,-3497509341.75,-1770711118.04,-2943204657.81
Net Issuance Payments Of Debt,398001157.14,-82562952.92,-1404174091.21,4010000000.0
Net Long Term Debt Issuance,398001157.14,-82562952.92,-1404174091.21,4010000000.0
Long Term Debt Payments,-310087428.82,-146223752.92,-1563675242.97,
Long Term Debt Issuance,708088585.96,63660800.0,159501151.76,4010000000.0
Investing Cash Flow,-3480344870.63,-454304775.3,-4715789031.63,-3806652280.06
Net Other Investing Changes,,386688203.02,,
Net Investment Purchase And Sale,-2255793922.12,277191281.12,-2914501002.05,-815911350.01
Sale Of Investment,2819343807.0,2776162610.32,8643507.29,59088649.99
Purchase Of Investment,-5075137729.12,-2498971329.2,-2923144509.34,-875000000.0
Net Business Purchase And Sale,-5022054.82,,,
Purchase Of Business,-5022054.82,,,
Net PPE Purchase And Sale,-1219528893.69,-1118184259.44,-1801288029.58,-2990740930.05
Sale Of PPE,53532776.86,797210.2,312758.41,4639446.9
Purchase Of PPE,-1273061670.55,-1118981469.64,-1801600787.99,-2995380376.95
Operating Cash Flow,6058560224.26,7939327277.01,15126419298.22,-3415245341.32
Change In Working Capital,37867091.66,834445673.07,5732727283.29,-11538774586.46
Change In Other Current Assets,531311631.3,26592649.03,-224321907.84,97004027.36
Change In Payable,-1292184677.51,-2925121389.77,306070709.73,-2416860039.47
Change In Inventory,1681480119.0,3846512663.07,6231676842.31,-8792470521.13
Change In Receivables,-882739981.13,-113538249.26,-580698360.91,-426448053.22
Other Non Cash Items,547357525.41,517103888.91,710811706.46,391142620.21
Depreciation And Amortization,882600911.74,1073478298.78,896589615.24,1132178177.82
Amortization Cash Flow,82696465.75,78026523.75,55198218.43,52994643.87
Depreciation,799904445.99,995451775.03,841391396.81,1079183533.95
Gain Loss On Investment Securities,69015950.78,-63809413.22,-86981641.21,-162493703.34
Gain Loss On Sale Of PPE,-50050045.84,-23615227.39,-28525377.28,-9078342.71
Net Income From Continuing Operations,3689562897.2,4862490300.67,7266212256.19,6188249974.43
Cash Flowsfromusedin Operating Activities Direct,6058560224.26,7939327277.01,15126419298.22,-3415245341.32
Taxes Refund Paid Direct,-2195602063.69,-1911150150.88,-5760517449.83,-6919500975.61
Classesof Cash Payments,-49442865425.49,-50394438703.1,-51873680717.09,-56190124818.25
Other Cash Paymentsfrom Operating Activities,-7967876970.38,-7154533497.54,-5666122533.95,-4995413501.54
Paymentson Behalfof Employees,-3391969875.08,-3299094781.42,-3515735376.72,-3199358032.06
Paymentsto Suppliersfor Goodsand Services,-38083018580.03,-39940810424.14,-42691822806.42,-47995353284.65
Classesof Cash Receiptsfrom Operating Activities,57697027713.44,60244916130.99,72760617465.14,59694380452.54
Other Cash Receiptsfrom Operating Activities,2462039305.66,1597055569.52,2484865709.7,1624778850.05
Receiptsfrom Customers,55234988407.78,58647860561.47,70275751755.44,58069601602.49
