,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,8677992236.0,8677992236.0,8677992236.0,8677992236.0
Share Issued,8677992236.0,8677992236.0,8677992236.0,8677992236.0
Net Debt,3118657320.19,4728500821.86,1664373807.03,
Total Debt,26808807969.53,22797547370.64,22509003901.98,19420110725.42
Tangible Book Value,49481276560.24,48628939917.85,46798879730.76,49404980969.7
Invested Capital,73975744359.85,77005955921.43,71904017609.11,68074721235.03
Working Capital,31442787971.36,27974742193.88,25194339815.12,23384864205.07
Net Tangible Assets,49481276560.24,48628939917.85,46798879730.76,49404980969.7
Capital Lease Obligations,361590635.1,307700152.43,355356454.41,320219402.1
Common Stock Equity,57137084576.4,56407020348.19,54741097896.87,56867851034.55
Total Capitalization,72549295919.11,71351437938.5,65703386568.29,64761849080.27
Total Equity Gross Minority Interest,59838049498.27,59167277210.9,56975221403.56,58297166150.61
Minority Interest,2700964921.87,2760256862.71,2234123506.69,1429315116.06
Stockholders Equity,57137084576.4,56407020348.19,54741097896.87,56867851034.55
Treasury Stock,53718496.7,,1556215452.58,
Retained Earnings,26477238808.06,25734065097.58,24901715668.97,25405039654.84
Additional Paid In Capital,15847032995.24,16242950752.72,17434453796.28,17574766387.14
Capital Stock,8677992236.0,8677992236.0,8677992236.0,8677992236.0
Common Stock,8677992236.0,8677992236.0,8677992236.0,8677992236.0
Total Liabilities Net Minority Interest,63907641792.16,71695112198.09,66577804208.48,63720994247.21
Total Non Current Liabilities Net Minority Interest,20922460571.86,21698694502.11,18186439040.63,14048975971.24
Other Non Current Liabilities,1590317722.09,2707322746.53,3135525516.72,3565575642.06
Tradeand Other Payables Non Current,164967622.36,443609714.45,593567328.47,664055668.85
Non Current Deferred Revenue,2697725269.42,2488430445.33,2297978405.98,1199875683.61
Non Current Deferred Taxes Liabilities,695647980.18,807213853.06,841722663.63,405251528.9
Long Term Debt And Capital Lease Obligation,15773801977.81,15252117742.74,11317645125.83,8214217447.82
Long Term Capital Lease Obligation,361590635.1,307700152.43,355356454.41,320219402.1
Long Term Debt,15412211342.71,14944417590.31,10962288671.42,7893998045.72
Current Liabilities,42985181220.3,49996417695.98,48391365167.85,49672018275.97
Other Current Liabilities,6005360467.53,9663322865.02,6328625967.78,6688535760.41
Current Debt And Capital Lease Obligation,11035005991.72,7545429627.9,11191358776.15,11205893277.6
Current Debt,1426448440.74,5654517982.93,6200631040.82,3312872154.76
Payables,24022461004.48,30961771132.01,28979505283.66,29903874254.24
Other Payable,6702417656.43,7534695216.27,7374023690.57,5276951873.12
Total Tax Payable,607123367.74,376852861.49,371716576.47,389501445.2
Accounts Payable,16712919980.31,23050223054.25,21233765016.62,24237420935.92
Total Assets,123745691290.43,130862389408.99,123553025612.04,122018160397.82
Total Non Current Assets,49317722098.77,52891229519.13,49967320629.07,48961277916.78
Other Non Current Assets,809552404.21,830812288.12,304510625.78,445375303.54
Non Current Deferred Assets,47315220.27,36335830.36,15950273.08,14565138.89
Non Current Deferred Taxes Assets,2636716483.05,2302752231.66,1907056617.5,1147935530.38
Investmentin Financial Assets,2016991215.93,2668701737.07,2262930607.1,2417579073.13
Available For Sale Securities,2016991215.93,2668701737.07,2262930607.1,2417579073.13
Long Term Equity Investment,4484458992.59,4496957924.86,4475778991.28,4189559150.66
Investment Properties,56440652.88,89973201.76,161403069.56,
Goodwill And Other Intangible Assets,7655808016.16,7778080430.34,7942218166.11,7462870064.85
Other Intangible Assets,5039123699.58,5100841933.44,5344188639.22,5517879359.74
Goodwill,2616684316.58,2677238496.9,2598029526.89,1944990705.11
Net PPE,20567934484.96,17117479489.26,14334707020.45,9740613492.09
Accumulated Depreciation,-7865853198.16,-7865024345.69,-7103101961.21,-6577876813.19
Gross PPE,28433787683.12,24982503834.95,21437808981.66,16318490305.28
Construction In Progress,8676775604.58,5673948610.53,3373322782.12,2523014566.82
Other Properties,1645763144.0,1504311630.95,1533235550.36,1234119525.64
Machinery Furniture Equipment,9132495331.54,9190000910.12,8814497308.87,6187458370.92
Properties,8978753603.0,8614242683.35,7716753340.31,6373897841.9
Current Assets,74427969191.66,77971159889.86,73585704982.97,73056882481.04
Other Current Assets,6491558193.94,7971078791.1,7400307541.9,7180605682.24
Prepaid Assets,3166007607.81,2967148713.19,2632392860.75,844817600.49
Inventory,22563554613.11,22503500945.99,14202648421.87,13501450039.78
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Other Inventories,2434961214.72,2432537123.7,56963514.13,
Finished Goods,12817379537.7,12510227441.61,7240860476.8,6481469506.13
Work In Process,1898190975.7,2798874457.23,2555078274.34,2815691764.73
Raw Materials,5413022884.99,4761861923.45,4349746156.6,4204288768.92
Other Receivables,2356828100.91,2279620646.57,1925882429.81,3125406615.18
Accounts Receivable,24507683828.46,24612186679.56,27915299278.22,26830097127.93
Allowance For Doubtful Accounts Receivable,-4366474192.66,-5392597314.36,-5162382007.08,-4958672547.51
Gross Accounts Receivable,28874158021.12,30004783993.92,33077681285.3,47985365829.25
Cash Cash Equivalents And Short Term Investments,15342336847.43,17637624113.45,19509174450.42,21574505415.42
Other Short Term Investments,1622334384.17,1767189362.07,4010628545.21,6407551656.31
Cash And Cash Equivalents,13720002463.26,15870434751.38,15498545905.21,15166953759.11
Cash Equivalents,1564582608.48,2264582844.65,1707613757.18,1976710648.46
Cash Financial,12155419854.78,13605851906.73,13790932148.03,13190243110.65
