,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,6365900705.0,6366098705.0,6399345318.0,6400130918.0
Share Issued,6365900705.0,6366098705.0,6399345318.0,6400130918.0
Net Debt,15636905036.64,11630058875.18,5726660630.0,
Total Debt,50533644364.35,57674065884.11,40886638231.51,22248491350.45
Tangible Book Value,46169171305.26,43765020931.05,40790090338.53,45926030205.87
Invested Capital,94221095736.04,108540932280.73,89847876482.45,68872703378.07
Working Capital,-23305150735.13,-7504421758.51,-706216160.48,6858720460.54
Net Tangible Assets,46169171305.26,43765020931.05,40790090338.53,45926030205.87
Capital Lease Obligations,262935213.16,237516842.72,323975705.78,415986898.17
Common Stock Equity,53179935140.8,53539331413.16,50267883832.15,47708310432.24
Total Capitalization,57866465188.02,68786077151.52,63048395242.0,56276336972.49
Total Equity Gross Minority Interest,57007650676.91,57320357442.41,54143103199.66,48791018307.0
Minority Interest,3827715536.11,3781026029.25,3875219367.51,1082707874.76
Stockholders Equity,53179935140.8,53539331413.16,50267883832.15,47708310432.24
Treasury Stock,757655618.19,349855688.0,1074391877.44,1251067332.0
Retained Earnings,32229030347.49,31414532460.31,27586638109.96,24297664407.46
Additional Paid In Capital,12259074447.02,11952957487.15,12655573426.34,12378672921.58
Capital Stock,6365900705.0,6366098705.0,6399345318.0,6400130918.0
Common Stock,6365900705.0,6366098705.0,6399345318.0,6400130918.0
Total Liabilities Net Minority Interest,96710353251.06,94299895215.57,76822199099.56,53171321535.65
Total Non Current Liabilities Net Minority Interest,6785821089.55,17440093506.95,14652671894.21,9875082099.51
Other Non Current Liabilities,74400.37,,,
Tradeand Other Payables Non Current,16156716.42,45809164.49,39875711.49,208243906.68
Non Current Deferred Revenue,780104454.08,858011199.14,504355565.37,308268837.55
Non Current Deferred Taxes Liabilities,1040020258.3,1052010562.24,1003953501.72,374555916.86
Long Term Debt And Capital Lease Obligation,4949465260.38,15484262581.08,13104487115.63,8984013438.42
Long Term Capital Lease Obligation,262935213.16,237516842.72,323975705.78,415986898.17
Long Term Debt,4686530047.22,15246745738.36,12780511409.85,8568026540.25
Current Liabilities,89924532161.51,76859801708.62,62169527205.35,43296239436.14
Other Current Liabilities,11428659480.32,3717430647.62,995970486.64,963743694.08
Current Debt And Capital Lease Obligation,45584179103.97,42189803303.03,27782151115.88,13264477912.03
Current Debt,36354630548.02,39754855129.21,26799481240.45,12596366405.58
Payables,20679665108.89,22256015005.2,24422541027.32,21147241656.62
Other Payable,6280320840.42,6534656557.08,6601935311.69,6518821604.58
Dividends Payable,266693012.86,227260608.38,194558987.42,164024745.69
Total Tax Payable,850324130.47,654488845.36,819428389.29,402731281.63
Accounts Payable,13282327125.14,14839608994.38,16806618338.92,14061664024.72
Total Assets,153718003927.97,151620252657.98,130965302299.22,101962339842.65
Total Non Current Assets,87098622501.59,82264872707.87,69501991254.35,51807379945.97
Other Non Current Assets,29259348529.1,19713153876.26,8720677516.31,3517921347.65
Non Current Deferred Assets,19104719.21,147895431.71,281033357.68,409764120.59
Non Current Deferred Taxes Assets,2074344858.28,1699141666.44,1573246501.56,1183982962.11
Investmentin Financial Assets,4244460741.13,4034015815.27,4426330420.42,4453361037.12
Available For Sale Securities,4244460741.13,4034015815.27,4426330420.42,4453361037.12
Long Term Equity Investment,3992032262.04,4408374246.64,4562830790.5,4209950277.74
Investment Properties,653523151.54,614532791.93,611689774.19,507608424.8
Goodwill And Other Intangible Assets,7010763835.54,9774310482.11,9477793493.62,1782280226.37
Other Intangible Assets,4674208691.1,4614210993.88,4523964368.18,1475993517.8
Goodwill,2336555144.44,5160099488.23,4953829125.44,306286708.57
Net PPE,38098607694.45,40214807800.28,38072420797.71,33965565885.13
Accumulated Depreciation,-25858602241.84,-22786085080.47,-19778072039.31,-16024916898.57
Gross PPE,63957209936.29,63000892880.75,57850492837.02,49990482783.7
Construction In Progress,2955164840.95,4336835932.61,3442742449.82,3735652314.24
Other Properties,4468876759.58,4315522919.59,4175623916.29,3505278213.4
Machinery Furniture Equipment,32149290209.86,30751203190.32,28642281229.77,24726485561.15
Properties,24383878125.9,23597330838.23,21589845241.14,18023066694.91
Current Assets,66619381426.38,69355379950.11,61463311044.87,50154959896.68
Other Current Assets,26032766924.26,8389289358.6,7380778524.54,5644346425.64
Hedging Assets Current,528685.31,91460984.86,79076347.98,60620503.43
Prepaid Assets,1176127164.72,1480054252.66,1833617517.54,1519752164.28
Inventory,10744674420.37,12511775911.77,14836164803.32,8917195638.88
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Other Inventories,460929392.83,439102742.82,588744982.39,406927369.68
Finished Goods,4776969540.71,3858144472.88,4368585698.75,2674114334.21
Work In Process,2040918368.01,2485463352.88,3219632668.61,442889704.61
Raw Materials,3465857118.82,5729065343.19,6659201453.57,5393264230.38
Other Receivables,376505107.38,415131703.41,361846533.62,274483155.07
Accounts Receivable,2878402047.44,3084668398.14,3088345121.78,1958977857.43
Allowance For Doubtful Accounts Receivable,-114946188.81,-100269010.28,-105949413.68,-74906669.64
Gross Accounts Receivable,2993348236.25,3184937408.42,3194294535.46,2033884527.07
Cash Cash Equivalents And Short Term Investments,25410377076.9,43382999340.67,33883482196.09,31779584151.95
Other Short Term Investments,6121518.3,11457348.28,30150175.79,37213241.15
Cash And Cash Equivalents,25404255558.6,43371541992.39,33853332020.3,31742370910.8
Cash Equivalents,885717916.56,1070673397.44,647022250.18,552537632.34
Cash Financial,24518537642.04,42300868594.95,33206309770.12,31189833278.46
