,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-20726146.288791,-4441723.52993,-19090818.820282,-26502038.988381
Tax Rate For Calcs,0.148524,0.112461,0.11427,0.087205
Normalized EBITDA,14651610078.59,6798713913.06,3180363856.01,2175464676.95
Total Unusual Items,-139547511.96,-39495732.91,-167067983.48,-303905007.17
Total Unusual Items Excluding Goodwill,-139547511.96,-39495732.91,-167067983.48,-303905007.17
Net Income From Continuing Operation Net Minority Interest,10797254300.45,5171485967.85,2173527747.77,1223990866.18
Reconciled Depreciation,849845888.7,653227697.9,478932030.46,456647397.02
Reconciled Cost Of Revenue,22165537126.77,15795566604.47,7181877357.45,6815591676.6
EBITDA,14512062566.63,6759218180.15,3013295872.53,1871559669.78
EBIT,13662216677.93,6105990482.25,2534363842.07,1414912272.76
Net Interest Income,135169269.71,21115954.33,56717522.68,-27601880.83
Interest Expense,62592858.17,53553117.97,41900489.99,63360987.42
Interest Income,244309511.03,108030432.89,104626821.03,37571587.99
Normalized Income,10916075666.121208,5206539977.23007,2321504912.429718,1501393834.361619
Net Income From Continuing And Discontinued Operation,10797254300.45,5171485967.85,2173527747.77,1223990866.18
Total Expenses,24699555107.47,17884541461.28,8463557532.5,8135960444.14
Rent Expense Supplemental,118544851.61,71507333.4,33545481.0,33074721.44
Total Operating Income As Reported,13596919899.8,6049943218.22,2494096234.44,1327393993.79
Diluted Average Shares,,1116951613.0,1103313578.0,1112718969.0
Basic Average Shares,,1095653807.0,1086763874.0,1112718969.0
Diluted EPS,,4.63,1.97,1.1
Basic EPS,,4.72,2.0,1.1
Net Income Common Stockholders,10797254300.45,5171485967.85,2173527747.77,1223990866.18
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,10797254300.45,5171485967.85,2173527747.77,1223990866.18
Minority Interests,-782499807.54,-200289171.08,-34122408.63,-9698376.7
Net Income Including Noncontrolling Interests,11579754107.99,5371775138.93,2207650156.4,1233689242.88
Net Income Continuous Operations,11579754107.99,5371775138.93,2207650156.4,1233689242.88
Tax Provision,2019869711.77,680662225.35,284813195.68,117862042.46
Pretax Income,13599623819.76,6052437364.28,2492463352.08,1351551285.34
Other Non Operating Income Expenses,2703919.96,2494146.06,-1632882.36,24157291.55
Special Income Charges,-153173884.54,-106371815.33,-163585254.34,-356455805.88
Other Special Charges,11855909.34,8882103.77,5745816.55,-193443.25
Write Off,15422664.32,18909345.11,8709551.02,16669688.49
Impairment Of Capital Assets,125895310.88,78580366.45,149129886.77,339979560.64
Net Non Operating Interest Income Expense,135169269.71,21115954.33,56717522.68,-27601880.83
Total Other Finance Cost,46547383.15,33361360.59,6008808.36,1812481.4
Interest Expense Non Operating,62592858.17,53553117.97,41900489.99,63360987.42
Interest Income Non Operating,244309511.03,108030432.89,104626821.03,37571587.99
Operating Income,13540380533.2,5977618277.09,2254426938.53,1505834321.94
Operating Expense,2534017980.7,2088974856.81,1281680175.05,1320368767.54
Other Operating Expenses,77621396.0,46908394.37,50633780.12,62999788.43
Depreciation And Amortization In Income Statement,76045389.75,95847855.66,120689928.83,91813576.65
Depreciation Income Statement,76045389.75,95847855.66,120689928.83,91813576.65
Research And Development,1615281749.38,1244026850.29,739367582.4,767018963.81
Selling General And Administration,441631766.93,427144579.6,254908256.24,260642085.86
Selling And Marketing Expense,109315735.18,95827268.69,60195847.32,29214817.56
General And Administrative Expense,332316031.75,331317310.91,194712408.92,231427268.3
Rent And Landing Fees,118544851.61,71507333.4,33545481.0,33074721.44
Gross Profit,16074398513.9,8066593133.9,3536107113.58,2826203089.48
Cost Of Revenue,22165537126.77,15795566604.47,7181877357.45,6815591676.6
Total Revenue,38239935640.67,23862159738.37,10717984471.03,9641794766.08
Operating Revenue,38239935640.67,23862159738.37,10717984471.03,9641794766.08
