,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Free Cash Flow,8136131464.12,298425635.89,192670563.89,1657106294.16
Repayment Of Debt,-2054880534.37,-918691160.0,-2046933840.0,-1961456659.09
Issuance Of Debt,941217788.63,2603856434.4,1522929800.0,1262221500.0
Capital Expenditure,-2759994695.91,-2866157321.96,-1704456354.82,-791834579.12
End Cash Position,10943807433.04,4987790480.51,3233900968.55,2808534541.06
Beginning Cash Position,4987790480.51,3233900968.55,2808534541.06,3489397899.3
Effect Of Exchange Rate Changes,-177925789.8,38830803.48,20301082.09,64391120.24
Changes In Cash,6133942742.33,1715058708.48,405065345.4,-745254478.48
Financing Cash Flow,-2143560235.98,1492479280.15,-315890912.13,-1641312287.6
Net Other Financing Charges,52839883.51,206112837.0,414701506.28,-709308000.82
Cash Dividends Paid,-1082737373.75,-398798831.25,-206588378.41,-232769127.69
Net Issuance Payments Of Debt,-1113662745.74,1685165274.4,-524004040.0,-699235159.09
Net Long Term Debt Issuance,-1113662745.74,1685165274.4,-524004040.0,-699235159.09
Long Term Debt Payments,-2054880534.37,-918691160.0,-2046933840.0,-1961456659.09
Long Term Debt Issuance,941217788.63,2603856434.4,1522929800.0,1262221500.0
Investing Cash Flow,-2618623181.72,-2942003529.52,-1176170661.18,-1552883064.16
Net Other Investing Changes,37540388.6,,,
Net Investment Purchase And Sale,95892771.11,-85130288.79,543228232.43,-1071268037.82
Sale Of Investment,1078590661.11,2639388551.21,4476473255.43,4896144182.23
Purchase Of Investment,-982697890.0,-2724518840.0,-3933245023.0,-5967412220.05
Net Business Purchase And Sale,,,-37849381.55,302300000.0
Sale Of Business,,,,302300000.0
Purchase Of Business,,,-37849381.55,
Net PPE Purchase And Sale,-2752056341.43,-2856873240.73,-1681549512.06,-783915026.34
Sale Of PPE,7938354.48,9284081.23,22906842.76,7919552.78
Purchase Of PPE,-2759994695.91,-2866157321.96,-1704456354.82,-791834579.12
Operating Cash Flow,10896126160.03,3164582957.85,1897126918.71,2448940873.28
Change In Working Capital,-1957686671.11,-3210133638.8,-829994250.47,290668972.85
Change In Other Current Assets,71635837.77,-15851302.02,2095143.65,5156409.64
Change In Payable,5545080505.37,1458197016.78,652066610.99,76364308.41
Change In Inventory,-5810932068.32,-2835240366.49,-375747054.6,-245770729.43
Change In Receivables,-1763470945.93,-1817238987.07,-1108408950.51,454918984.23
Other Non Cash Items,245974890.79,96318182.65,95135927.22,156245885.15
Depreciation And Amortization,849845888.7,653227697.9,478932030.46,456647397.02
Amortization Cash Flow,86462840.02,98327095.99,85462291.79,83428533.86
Depreciation,763383048.68,554900601.91,393469738.67,373218863.16
Gain Loss On Investment Securities,-392511407.5,-34265604.56,-319684361.65,-155814634.56
Gain Loss On Sale Of PPE,12004259.61,9223914.37,7103223.96,2307184.28
Net Income From Continuing Operations,11579754107.99,5371775138.93,2207650156.4,1233689242.88
Cash Flowsfromusedin Operating Activities Direct,10896126160.03,3164582957.85,1897126918.71,2448940873.28
Taxes Refund Paid Direct,1994531550.87,1113775043.71,490427619.17,676045508.95
Classesof Cash Payments,-28375879817.35,-20643362399.7,-8475651331.92,-8697299458.34
Other Cash Paymentsfrom Operating Activities,-666580212.37,-645101597.73,-301629975.25,-299920247.36
Paymentson Behalfof Employees,-1813217170.49,-1343624019.86,-1058163510.04,-947056737.16
Paymentsto Suppliersfor Goodsand Services,-25896082434.49,-18654636782.11,-7115857846.63,-7450322473.82
Classesof Cash Receiptsfrom Operating Activities,37277474426.51,22694170313.84,9882350631.46,10470194822.67
Other Cash Receiptsfrom Operating Activities,586504027.41,288021345.48,220767200.2,165125275.79
Receiptsfrom Customers,36690970399.1,22406148968.36,9661583431.26,10305069546.88
