,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,31273444412.55,38785243225.89,22650601367.96,25235812692.19
Capital Expenditure,-2666310780.23,-2957236682.34,-1780534893.52,-1539129180.86
End Cash Position,124771274417.68,113095684224.3,90584643897.66,80975257378.72
Beginning Cash Position,113095684224.3,90584643897.66,80975257378.72,66967091800.45
Effect Of Exchange Rate Changes,534127.42,627320.96,136266.19,-469528.68
Changes In Cash,11675056065.96,22510413005.68,9609250252.75,14008635106.95
Financing Cash Flow,-19622477387.77,-16300234578.09,-13105431458.2,-11269456954.06
Net Other Financing Charges,-381731978.44,-405991985.43,-424009369.15,-395161935.55
Cash Dividends Paid,-18127109383.35,-14680241440.97,-11734100955.49,-10014548652.9
Investing Cash Flow,-2642221739.05,-2931832324.46,-1716454550.53,-1496849812.04
Net Investment Purchase And Sale,13952640.0,23638368.0,17413080.0,36095016.0
Sale Of Investment,13952640.0,23638368.0,23038080.0,41720016.0
Purchase Of Investment,,,-5625000.0,-5625000.0
Net PPE Purchase And Sale,-2656174379.05,-2955470692.46,-1733867630.53,-1532944828.04
Sale Of PPE,10136401.18,1765989.88,46667262.99,6184352.82
Purchase Of PPE,-2666310780.23,-2957236682.34,-1780534893.52,-1539129180.86
Operating Cash Flow,33939755192.78,41742479908.23,24431136261.48,26774941873.05
Change In Working Capital,-451139414.01,9236904787.51,-4477697665.01,1348813152.66
Change In Other Current Assets,-992180606.76,-164979741.31,-358285618.13,-197886268.59
Change In Payable,7909891810.58,-3502331777.72,1814403391.23,7347957407.88
Change In Inventory,-840311162.94,-1405578216.46,-1964349766.62,-790605226.52
Change In Receivables,-6528539454.89,14309794523.0,-3969465671.49,-5010652760.11
Other Non Cash Items,112980179.82,86146284.67,119876117.65,127531013.2
Depreciation And Amortization,1146323524.99,906969115.28,893181837.39,859074798.12
Amortization Cash Flow,147093862.04,73861098.14,63957908.47,37740806.36
Depreciation,999229662.95,833108017.14,829223928.92,821333991.76
Gain Loss On Investment Securities,-75199102.74,-57617083.91,-92571951.15,-97346566.33
Gain Loss On Sale Of PPE,13685962.02,50550226.3,-2282237.38,23622995.51
Net Income From Continuing Operations,33193460484.32,31520777582.15,27969785575.27,24507450330.26
Cash Flowsfromusedin Operating Activities Direct,33939755192.78,41742479908.23,24431136261.48,26774941873.05
Taxes Refund Paid Direct,-34321029845.65,-30915690076.75,-27700726081.11,-25060090193.47
Classesof Cash Payments,-36554218918.92,-35020666496.01,-31644917849.74,-31163814101.13
Other Cash Paymentsfrom Operating Activities,-6922637621.48,-5820099125.86,-4368537434.45,-4785552400.33
Paymentson Behalfof Employees,-8160223972.99,-7890206082.92,-7879082833.54,-7240759270.94
Paymentsto Suppliersfor Goodsand Services,-21471357324.45,-21310361287.23,-19397297581.75,-19137502429.86
Classesof Cash Receiptsfrom Operating Activities,104815003957.35,107678836480.99,83776780192.33,82998846167.65
Other Cash Receiptsfrom Operating Activities,2946413228.48,2328844302.03,2006197288.41,2045885363.36
Receiptsfrom Customers,101868590728.87,105349992178.96,81770582903.92,80952960804.29
