,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Free Cash Flow,-11112314.15,-44962493.92,-10117846.59,-36209094.48
Repayment Of Debt,-369000000.0,-35000000.0,-29000000.0,
Issuance Of Debt,428401941.39,192914420.71,50405922.88,52758765.98
Capital Expenditure,-170524863.48,-168644764.58,-206098079.91,-260566421.07
End Cash Position,181780763.16,224816661.74,91733742.29,145014195.08
Beginning Cash Position,224816661.74,91733742.29,145014195.08,421848890.29
Effect Of Exchange Rate Changes,-1973597.12,1851467.16,-3835332.55,5122550.45
Changes In Cash,-41062301.46,131231452.29,-49445120.24,-281957245.66
Financing Cash Flow,-3055164.54,77330380.54,-64115745.92,27047224.55
Net Other Financing Charges,5772696.76,13897371.06,-55598591.76,8690983.65
Cash Dividends Paid,-68229802.69,-94481411.23,-29923077.04,-34402525.08
Net Issuance Payments Of Debt,59401941.39,157914420.71,21405922.88,52758765.98
Net Long Term Debt Issuance,59401941.39,157914420.71,21405922.88,52758765.98
Long Term Debt Payments,-369000000.0,-35000000.0,-29000000.0,
Long Term Debt Issuance,428401941.39,192914420.71,50405922.88,52758765.98
Investing Cash Flow,-197419686.25,-69781198.91,-181309607.64,-533361796.8
Net Other Investing Changes,-468000.0,-250000.0,200000.0,2755549.88
Net Investment Purchase And Sale,-26575518.77,98806297.67,24498810.1,-275819425.61
Sale Of Investment,1562812754.99,1512769582.53,1687694392.35,1629801871.61
Purchase Of Investment,-1589388273.76,-1413963284.86,-1663195582.25,-1905621297.22
Net PPE Purchase And Sale,-170376167.48,-168337496.58,-206008417.74,-260297921.07
Sale Of PPE,148696.0,307268.0,89662.17,268500.0
Purchase Of PPE,-170524863.48,-168644764.58,-206098079.91,-260566421.07
Operating Cash Flow,159412549.33,123682270.66,195980233.32,224357326.59
Change In Working Capital,-226141628.0,-171411563.4,-22248603.49,7998830.55
Change In Other Current Assets,-8184094.42,7146410.78,9699594.84,110240.77
Change In Payable,-116884935.77,12243799.82,20333674.39,88952334.34
Change In Inventory,-22083367.35,-23205268.94,7759037.87,-27960168.74
Change In Receivables,-78989230.46,-167596505.06,-60040910.59,-53103575.82
Other Non Cash Items,11639770.83,5903618.06,11535737.2,3402272.56
Depreciation And Amortization,98504720.04,77530033.13,67595633.77,61959417.88
Amortization Cash Flow,3896788.3,3706264.77,3027745.21,3199692.17
Depreciation,94607931.74,73823768.36,64567888.56,58759725.71
Gain Loss On Investment Securities,-22325901.34,-31608025.27,-37110173.53,-13753098.09
Gain Loss On Sale Of PPE,2271538.62,742088.68,-1121469.82,437042.21
Net Income From Continuing Operations,254292217.63,225094344.84,179923314.35,150496221.93
Cash Flowsfromusedin Operating Activities Direct,159412549.33,123682270.66,195980233.32,224357326.59
Taxes Refund Paid Direct,-81585133.89,-61522878.49,-44712180.8,-35487006.97
Classesof Cash Payments,-1576850589.61,-1381658654.01,-1105232819.57,-948744988.12
Other Cash Paymentsfrom Operating Activities,-76598780.64,-79390775.28,-63240907.11,-53005715.13
Paymentson Behalfof Employees,-436432800.24,-368570788.04,-308702689.01,-278888924.58
Paymentsto Suppliersfor Goodsand Services,-1063819008.73,-933697090.69,-733289223.45,-616850348.41
Classesof Cash Receiptsfrom Operating Activities,1817848272.83,1566863803.16,1345925233.69,1208589321.68
Other Cash Receiptsfrom Operating Activities,35528184.24,35180724.92,31487783.15,24815763.22
Receiptsfrom Customers,1782320088.59,1531683078.24,1314437450.54,1183773558.46
