,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,1261460.813845,-769081.697338,-327056.873223,-614469.702271
Tax Rate For Calcs,0.077603,0.07896,0.063756,0.051996
Normalized EBITDA,360472271.74,334072533.56,268235516.94,235659505.84
Total Unusual Items,16255316.19,-9740119.34,-5129812.02,-11817654.63
Total Unusual Items Excluding Goodwill,16255316.19,-9740119.34,-5129812.02,-11817654.63
Net Income From Continuing Operation Net Minority Interest,254292217.63,225094344.84,179923314.35,150496221.93
Reconciled Depreciation,98504720.04,77530033.13,67595633.77,61959417.88
Reconciled Cost Of Revenue,1138156778.77,1045481230.77,856442550.92,809536847.05
EBITDA,376727587.93,324332414.22,263105704.92,223841851.21
EBIT,278222867.89,246802381.09,195510071.15,161882433.33
Net Interest Income,30992213.15,31643347.22,34286299.85,33062206.73
Interest Expense,2536575.17,2410832.55,3334381.9,3131829.34
Interest Income,34194327.8,34744905.01,38108827.07,36612749.03
Normalized Income,239298362.253845,234065382.482662,184726069.496777,161699406.857729
Net Income From Continuing And Discontinued Operation,254292217.63,225094344.84,179923314.35,150496221.93
Total Expenses,1483909126.53,1332668195.02,1078894735.98,1031447036.41
Total Operating Income As Reported,278460239.2,246490078.76,193882790.44,158830663.81
Diluted Average Shares,239898319.0,239462069.0,239897752.0,239425808.0
Basic Average Shares,239898319.0,239462069.0,239897752.0,239425808.0
Diluted EPS,1.06,0.94,0.75,0.628571
Basic EPS,1.06,0.94,0.75,0.628571
Net Income Common Stockholders,254292217.63,225094344.84,179923314.35,150496221.93
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,254292217.63,225094344.84,179923314.35,150496221.93
Net Income Including Noncontrolling Interests,254292217.63,225094344.84,179923314.35,150496221.93
Net Income Continuous Operations,254292217.63,225094344.84,179923314.35,150496221.93
Tax Provision,21394075.09,19297203.7,12252374.9,8254382.06
Pretax Income,275686292.72,244391548.54,192175689.25,158750603.99
Other Non Operating Income Expenses,-2773946.48,-2098530.22,-1707101.19,-80059.82
Special Income Charges,-4953104.27,-9740119.34,-5129812.02,-11817654.63
Other Special Charges,33679.15,-141588.21,-1585296.76,320417.74
Write Off,350628.97,6331937.25,6303912.17,3960356.74
Impairment Of Capital Assets,4568796.15,3549770.3,411196.61,7536880.15
Net Non Operating Interest Income Expense,30992213.15,31643347.22,34286299.85,33062206.73
Total Other Finance Cost,665539.48,690725.24,488145.32,418712.96
Interest Expense Non Operating,2536575.17,2410832.55,3334381.9,3131829.34
Interest Income Non Operating,34194327.8,34744905.01,38108827.07,36612749.03
Operating Income,231625203.1,191930358.38,127050601.13,121011518.35
Operating Expense,345752347.76,287186964.25,222452185.06,221910189.36
Other Operating Expenses,19812499.03,13333641.62,10394613.27,10829859.82
Depreciation And Amortization In Income Statement,26440972.2,15936769.58,14126978.64,9028779.26
Depreciation Income Statement,26440972.2,15936769.58,14126978.64,9028779.26
Research And Development,174303075.21,155135888.94,128713771.31,117341416.06
Selling General And Administration,39833043.93,35938510.34,26227867.92,29638923.23
Selling And Marketing Expense,20135927.67,20765542.51,14484169.92,16000280.15
General And Administrative Expense,19697116.26,15172967.83,11743698.0,13638643.08
Gross Profit,577377550.86,479117322.63,349502786.19,342921707.71
Cost Of Revenue,1138156778.77,1045481230.77,856442550.92,809536847.05
Total Revenue,1715534329.63,1524598553.4,1205945337.11,1152458554.76
Operating Revenue,1715534329.63,1524598553.4,1205945337.11,1152458554.76
