,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-35393048.555853,-71999741.628642,-93855492.221917,-20774770.450165
Tax Rate For Calcs,0.116789,0.087358,0.091171,0.094537
Normalized EBITDA,4479524459.38,3450664888.9,4311664923.97,4583904074.21
Total Unusual Items,-303050577.14,-824189509.37,-1029450082.31,-219753287.69
Total Unusual Items Excluding Goodwill,-303050577.14,-824189509.37,-1029450082.31,-219753287.69
Net Income From Continuing Operation Net Minority Interest,2359053946.35,1190617983.28,1911603496.56,3104433993.56
Reconciled Depreciation,992022083.76,853800947.62,678608119.17,541249245.39
Reconciled Cost Of Revenue,10726924153.28,9750787726.44,10304902789.12,9949825826.79
EBITDA,4176473882.24,2626475379.53,3282214841.66,4364150786.52
EBIT,3184451798.48,1772674431.91,2603606722.49,3822901541.13
Net Interest Income,-111338811.91,-83423863.17,-84450343.23,-17189396.08
Interest Expense,235485884.42,255937598.5,252315692.69,151476271.12
Interest Income,140929831.93,180719494.83,170105750.63,132309672.34
Normalized Income,2626711474.934147,1942807751.021358,2847198086.648083,3303412510.799835
Net Income From Continuing And Discontinued Operation,2359053946.35,1190617983.28,1911603496.56,3104433993.56
Total Expenses,12401401611.8,11089727918.18,11895133959.18,11607869968.44
Rent Expense Supplemental,,4425057.23,8940374.98,3669493.8
Total Operating Income As Reported,2966538533.28,1521502698.28,2363725618.35,3683711157.5
Diluted Average Shares,2106298166.0,2126103542.0,2033620741.0,2015866230.0
Basic Average Shares,2106298166.0,2126103542.0,2012214207.0,2015866230.0
Diluted EPS,1.12,0.56,0.94,1.54
Basic EPS,1.12,0.56,0.95,1.54
Net Income Common Stockholders,2359053946.35,1190617983.28,1911603496.56,3104433993.56
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,2359053946.35,1190617983.28,1911603496.56,3104433993.56
Minority Interests,-245504460.65,-193619395.96,-225319123.59,-219906516.03
Net Income Including Noncontrolling Interests,2604558407.0,1384237379.24,2136922620.15,3324340509.59
Net Income Continuous Operations,2604558407.0,1384237379.24,2136922620.15,3324340509.59
Tax Provision,344407507.06,132499454.17,214368409.65,347084760.42
Pretax Income,2948965914.06,1516736833.41,2351291029.8,3671425270.01
Other Non Operating Income Expenses,-17572619.22,-4765864.87,-12434588.55,-12285887.49
Special Income Charges,-365065040.28,-828456713.87,-1058224091.64,-226047529.64
Other Special Charges,703518.17,2334216.58,618934.59,-1331012.99
Write Off,55155099.62,34480241.74,-17194944.19,67539688.82
Impairment Of Capital Assets,309206422.49,791642255.55,1074800101.24,159838853.81
Net Non Operating Interest Income Expense,-111338811.91,-83423863.17,-84450343.23,-17189396.08
Total Other Finance Cost,16782759.42,8205759.5,2240401.17,-1977202.7
Interest Expense Non Operating,235485884.42,255937598.5,252315692.69,151476271.12
Interest Income Non Operating,140929831.93,180719494.83,170105750.63,132309672.34
Operating Income,3309889583.93,2358701044.58,3444907098.06,3856035990.93
Operating Expense,1674477458.52,1338940191.74,1590231170.06,1658044141.65
Other Operating Expenses,145612346.06,122694392.38,95154399.0,95972618.58
Depreciation And Amortization In Income Statement,87642736.97,70868806.34,62117716.05,47519527.03
Depreciation Income Statement,87642736.97,70868806.34,62117716.05,47519527.03
Research And Development,888241316.86,743384392.7,960649517.69,921444606.07
Selling General And Administration,305698763.73,287195887.88,327687310.57,267329870.85
Selling And Marketing Expense,100986992.63,108147396.48,151334482.96,140268687.63
General And Administrative Expense,204711771.1,179048491.4,176352827.61,127061183.22
Rent And Landing Fees,,4425057.23,8940374.98,3669493.8
Gross Profit,4984367042.45,3697641236.32,5035138268.12,5514080132.58
Cost Of Revenue,10726924153.28,9750787726.44,10304902789.12,9949825826.79
Total Revenue,15711291195.73,13448428962.76,15340041057.24,15463905959.37
Operating Revenue,15711291195.73,13448428962.76,15340041057.24,15463905959.37
