,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,1140350575.0,1129191280.0,1125530490.0,1122367330.0
Share Issued,1140350575.0,1129191280.0,1125530490.0,1122367330.0
Total Debt,2854138924.56,2253928109.33,1704618225.84,1210887211.94
Tangible Book Value,19753609057.93,17546658717.77,15348528818.7,13548247718.94
Invested Capital,22671678523.98,19813898528.06,17303857740.31,15039082715.67
Working Capital,14823738996.53,16234011406.9,14023478719.66,12530912274.22
Net Tangible Assets,19753609057.93,17546658717.77,15348528818.7,13548247718.94
Capital Lease Obligations,86624628.84,171002003.2,150194951.74,110733418.46
Common Stock Equity,20230358202.4,18055206130.55,15818981097.23,14022648381.45
Total Capitalization,20477521605.23,18302324743.88,16069142103.71,14022648381.45
Total Equity Gross Minority Interest,20345536127.91,18176863753.92,15865056723.16,14060692468.77
Minority Interest,115177925.51,121657623.37,46075625.93,38044087.32
Stockholders Equity,20230358202.4,18055206130.55,15818981097.23,14022648381.45
Retained Earnings,11419280147.3,10125898931.17,8455659981.86,7173990677.78
Additional Paid In Capital,6081507563.93,5648406280.84,5352142862.79,5125985638.25
Capital Stock,1140350575.0,806565200.0,803950350.0,801690950.0
Common Stock,1140350575.0,806565200.0,803950350.0,801690950.0
Total Liabilities Net Minority Interest,24716864162.77,27944136776.31,14981991753.58,17398565026.44
Total Non Current Liabilities Net Minority Interest,731482710.17,4046211527.27,3595940166.86,3091063182.23
Other Non Current Liabilities,,3157785227.36,2547701402.63,2210278501.41
Tradeand Other Payables Non Current,74102785.59,209197920.75,338573362.34,466476846.91
Non Current Deferred Revenue,246030582.25,221190850.74,197488576.33,181599680.66
Non Current Deferred Taxes Liabilities,77561310.66,39916911.89,111820867.34,121974734.79
Long Term Debt And Capital Lease Obligation,333788031.67,418120616.53,400355958.22,110733418.46
Long Term Capital Lease Obligation,86624628.84,171002003.2,150194951.74,110733418.46
Long Term Debt,247163402.83,247118613.33,250161006.48,
Current Liabilities,23985381452.6,23897925249.04,11386051586.72,14307501844.21
Other Current Liabilities,1458607319.41,26555151.61,22667385.11,15322070.6
Current Debt And Capital Lease Obligation,2520350892.89,1835807492.8,1304262267.62,1100153793.48
Current Debt,2194156918.75,1511573784.18,1234715636.6,1016434334.22
Payables,18888539719.39,21101673047.66,9177599956.0,12562562868.29
Other Payable,1050852676.76,1200464217.32,844048853.0,842148178.73
Dividends Payable,22258950.0,,,1900000.18
Total Tax Payable,602491390.24,759470054.13,275326545.47,430486191.81
Accounts Payable,17212936702.39,19141738776.21,8058224557.53,11288028497.57
Total Assets,45062400290.68,46121000530.23,30847048476.74,31459257495.21
Total Non Current Assets,6253279841.55,5989063874.29,5437518170.36,4620843376.78
Other Non Current Assets,25953991.14,94243029.85,46560044.47,18779483.08
Non Current Deferred Assets,74833960.81,55814978.05,24718774.58,35057495.12
Non Current Deferred Taxes Assets,657134632.41,743880047.66,602813301.21,564866822.54
Investmentin Financial Assets,908402142.29,852218417.69,1211266951.69,1137877074.12
Available For Sale Securities,908402142.29,852218417.69,1211266951.69,1137877074.12
Long Term Equity Investment,773825096.61,429967095.56,448207875.49,358943916.3
Goodwill And Other Intangible Assets,476749144.47,508547412.78,470452278.53,474400662.51
Other Intangible Assets,476749144.47,508547412.78,470452278.53,474400662.51
Net PPE,3336380873.82,3304392892.7,2633498944.39,2030917923.11
Accumulated Depreciation,-722685485.36,-581757159.83,-440747842.36,-324967067.65
Gross PPE,4059066359.18,3886150052.53,3074246786.75,2355884990.76
Construction In Progress,32075967.69,599588.26,1585581197.49,1039303041.24
Other Properties,730091801.08,733589919.94,625139517.8,492963475.33
Machinery Furniture Equipment,578690310.34,434947306.75,343479269.71,307906558.29
Properties,2718208280.07,2717013237.58,520046801.75,515711915.9
Current Assets,38809120449.13,40131936655.94,25409530306.38,26838414118.43
Other Current Assets,296264092.67,467183454.9,420071555.17,308197844.77
Hedging Assets Current,104397.78,,,
Prepaid Assets,438940835.02,237565378.45,183115557.03,149282945.95
Inventory,8663358678.31,10443350640.52,6083865190.42,7578806537.23
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Finished Goods,3095244937.07,3582921810.79,2122649279.5,2004249002.62
Work In Process,632691283.17,811668637.86,568008187.67,835729054.68
Raw Materials,4935422458.07,6048760191.87,3393207723.25,4738828479.93
Other Receivables,1218623024.94,901226701.8,597922847.43,1180871847.64
Accounts Receivable,3376537188.74,1965060729.94,1287383694.85,1230295045.93
Allowance For Doubtful Accounts Receivable,-187673175.65,-209995785.83,-165124320.51,-123983694.65
Gross Accounts Receivable,3564210364.39,2175056515.77,1452508015.36,1354278740.58
Cash Cash Equivalents And Short Term Investments,24815292231.67,26117549750.33,16837171461.48,16390959896.91
Other Short Term Investments,12599123131.76,13518866853.03,7622244780.85,6535691105.88
Cash And Cash Equivalents,12216169099.91,12598682897.3,9214926680.63,9855268791.03
Cash Equivalents,964917670.08,1583295631.39,702446163.88,476076300.91
Cash Financial,11251251429.83,11015387265.91,8512480516.75,9379192490.12
