,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-71239328.499954,-63149522.850629,-55310389.290413,51337715.699362
Tax Rate For Calcs,0.161782,0.167898,0.175942,0.181312
Normalized EBITDA,7581293946.58,7462761387.16,3622684622.01,4740206810.88
Total Unusual Items,-440342661.43,-376119351.67,-314367744.74,283145585.7
Total Unusual Items Excluding Goodwill,-440342661.43,-376119351.67,-314367744.74,283145585.7
Net Income From Continuing Operation Net Minority Interest,5548950467.4,5537045179.31,2483770207.69,3909229343.57
Reconciled Depreciation,381338294.81,292974384.47,247972505.88,208636112.76
Reconciled Cost Of Revenue,54091233408.6,47627412911.84,36659389078.46,38888504915.53
EBITDA,7140951285.15,7086642035.49,3308316877.27,5023352396.58
EBIT,6759612990.34,6793667651.02,3060344371.39,4814716283.82
Net Interest Income,181630443.22,172390974.33,53115690.35,82438904.25
Interest Expense,81965894.18,79272306.64,66852998.92,36867291.18
Interest Income,319638052.39,303984174.63,158144635.65,167535469.9
Normalized Income,5918053800.330046,5850015008.129371,2742827563.139587,3677421473.569362
Net Income From Continuing And Discontinued Operation,5548950467.4,5537045179.31,2483770207.69,3909229343.57
Total Expenses,62603674652.05,55542976241.83,43290930633.36,44659368578.55
Rent Expense Supplemental,,,,4789446.54
Total Operating Income As Reported,6573812042.13,6746584707.07,3032159037.46,4826673459.75
Diluted Average Shares,1144113498.0,1136970263.0,1128986458.0,1126115449.0
Basic Average Shares,1132438871.0,1127707776.0,1125332780.0,1121500222.0
Diluted EPS,4.85,4.87,2.2,3.471429
Basic EPS,4.9,4.91,2.207143,3.485714
Net Income Common Stockholders,5548950467.4,5537045179.31,2483770207.69,3909229343.57
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,5548950467.4,5537045179.31,2483770207.69,3909229343.57
Minority Interests,-48376376.47,-50019544.23,16958737.72,-2337899.94
Net Income Including Noncontrolling Interests,5597326843.87,5587064723.54,2466811469.97,3911567243.51
Net Income Continuous Operations,5597326843.87,5587064723.54,2466811469.97,3911567243.51
Tax Provision,1080320252.29,1127330620.84,526679902.5,866281749.13
Pretax Income,6677647096.16,6714395344.38,2993491372.47,4777848992.64
Other Non Operating Income Expenses,103835054.03,-32189362.69,-40220728.32,-28873611.72
Special Income Charges,-283618714.66,-307960836.77,-245220643.87,-234359601.21
Other Special Charges,1988253.67,735740.98,186574.97,-3913866.76
Write Off,-1576526.48,79658657.04,50034752.5,31653651.27
Impairment Of Capital Assets,283206987.47,227566438.75,194999316.4,206619816.7
Net Non Operating Interest Income Expense,181630443.22,172390974.33,53115690.35,82438904.25
Total Other Finance Cost,56041714.99,52320893.66,38175946.38,48229274.47
Interest Expense Non Operating,81965894.18,79272306.64,66852998.92,36867291.18
Interest Income Non Operating,319638052.39,303984174.63,158144635.65,167535469.9
Operating Income,6111604167.45,6751900557.37,3304971874.27,4752533075.48
Operating Expense,8512441243.45,7915563329.99,6631541554.9,5770863663.02
Other Operating Expenses,206429366.55,248874077.96,122895623.72,96791275.06
Depreciation And Amortization In Income Statement,142842050.19,92464600.26,78533889.48,83426249.25
Depreciation Income Statement,142842050.19,92464600.26,78533889.48,83426249.25
Research And Development,2516624806.26,2255979908.69,2078042050.59,1510877824.0
Selling General And Administration,4556030726.44,3941154796.8,3058087941.58,2650701548.16
Selling And Marketing Expense,3852128022.98,3363748521.08,2662615039.44,2338093854.82
General And Administrative Expense,703902703.46,577406275.72,395472902.14,312607693.34
Rent And Landing Fees,,,,4789446.54
Gross Profit,14624045410.9,14667463887.36,9936513429.17,10523396738.5
Cost Of Revenue,54091233408.6,47627412911.84,36659389078.46,38888504915.53
Total Revenue,68715278819.5,62294876799.2,46595902507.63,49411901654.03
Operating Revenue,68715278819.5,62294876799.2,46595902507.63,49411901654.03
