,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,2207591208.77,11067473506.42,1139287941.62,3298430632.04
Repayment Of Debt,-2370715060.69,-1721000000.0,-2015721570.0,-1853302630.0
Issuance Of Debt,3055600000.0,2250000000.0,2470000000.0,1672913700.0
Capital Expenditure,-640191593.61,-822587530.25,-840095295.44,-740151435.59
End Cash Position,11310093090.43,11029112114.92,8646387071.02,9379847112.1
Beginning Cash Position,11029112114.92,8646387071.02,9379847112.1,12371520178.33
Effect Of Exchange Rate Changes,-61909380.48,16551598.55,134095636.63,-208840132.14
Changes In Cash,342890355.99,2366173445.35,-867555677.71,-2782832934.09
Financing Cash Flow,-3289924092.41,-3389723964.52,-814676764.96,-981061387.69
Net Other Financing Charges,254709801.12,18011226.43,-33784887.85,86701123.71
Cash Dividends Paid,-4196443032.26,-3923732668.53,-1228025702.71,-879121485.38
Net Issuance Payments Of Debt,684884939.31,529000000.0,454278430.0,-180388930.0
Net Long Term Debt Issuance,684884939.31,529000000.0,454278430.0,-180388930.0
Long Term Debt Payments,-2370715060.69,-1721000000.0,-2015721570.0,-1853302630.0
Long Term Debt Issuance,3055600000.0,2250000000.0,2470000000.0,1672913700.0
Investing Cash Flow,785031646.02,-6134163626.8,-2032262149.81,-5840353614.03
Net Other Investing Changes,-157300000.0,-3910705.22,,111509.15
Net Investment Purchase And Sale,1319236227.0,-5326908245.0,-1195988599.95,-5211566573.7
Sale Of Investment,19995562338.51,9923808994.51,12140249104.22,13583091899.77
Purchase Of Investment,-18676326111.51,-15250717239.51,-13336237704.17,-18794658473.47
Net Business Purchase And Sale,255701747.42,,,
Sale Of Business,255701747.42,,,
Net PPE Purchase And Sale,-632606328.4,-803344676.58,-836273549.86,-628898549.48
Sale Of PPE,7585265.21,19242853.67,3821745.58,111252886.11
Purchase Of PPE,-640191593.61,-822587530.25,-840095295.44,-740151435.59
Operating Cash Flow,2847782802.38,11890061036.67,1979383237.06,4038582067.63
Change In Working Capital,-3344672194.62,5419188280.63,-1345765010.89,-327680699.7
Change In Other Current Assets,131972123.24,-144350303.52,-63460181.34,-21333281.7
Change In Payable,-2156081889.79,12338977260.29,-2819248206.59,1741606439.1
Change In Inventory,1093029773.27,-4587051888.85,1299942030.41,-2233482253.7
Change In Receivables,-2413592201.34,-2188386787.29,237001346.63,185528396.6
Other Non Cash Items,186210084.0,84690897.7,-5757542.69,238496111.78
Depreciation And Amortization,381338294.81,292974384.47,247972505.88,208636112.76
Amortization Cash Flow,37661145.46,33987247.44,23631454.99,22021471.53
Depreciation,343677149.35,258987137.03,224341050.89,186614641.23
Gain Loss On Investment Securities,-639091689.95,-126670918.94,155252932.15,-418830425.99
Gain Loss On Sale Of PPE,2883510.57,1372694.96,472889.17,-3464535.55
Net Income From Continuing Operations,5597326843.87,5587064723.54,2466811469.97,3911567243.51
Cash Flowsfromusedin Operating Activities Direct,2847782802.38,11890061036.67,1979383237.06,4038582067.63
Taxes Refund Paid Direct,3625774045.9,4032793516.42,4021311007.61,3942193374.08
Classesof Cash Payments,-71262842691.66,-56958717271.36,-51521793095.31,-52162175617.9
Other Cash Paymentsfrom Operating Activities,-5745040982.11,-5902961543.09,-4461994258.13,-3661065003.29
Paymentson Behalfof Employees,-4346212733.22,-3516996016.6,-3642282812.41,-2867829868.53
Paymentsto Suppliersfor Goodsand Services,-61171588976.33,-47538759711.67,-43417516024.77,-45633280746.08
Classesof Cash Receiptsfrom Operating Activities,70484851448.14,64815984791.61,49479865324.76,52258564311.45
Other Cash Receiptsfrom Operating Activities,2670451379.01,1282813971.53,1292610288.23,1324285240.45
Receiptsfrom Customers,67814400069.13,63533170820.08,48187255036.53,50934279071.0
