,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,8403022286.94,7870352936.58,650341661.03,-2346797561.84
Repayment Of Debt,-8470159769.43,-6665760526.12,-1664045610.21,-1209543500.0
Issuance Of Debt,11789924591.31,6843975150.94,3332003491.63,2280861650.0
Capital Expenditure,-4003492547.65,-5516558842.19,-9965688255.65,-6936086294.95
End Cash Position,13444711217.64,10001038812.02,7983904283.09,8175335986.42
Beginning Cash Position,10001038812.02,7983904283.09,8175335986.42,10228057054.3
Effect Of Exchange Rate Changes,387525345.81,132139998.6,160632550.21,-79142947.63
Changes In Cash,3056147059.81,1884994530.33,-352064253.54,-1973578120.25
Financing Cash Flow,-3832190648.03,-3941383684.73,-1277807891.61,-1723913851.97
Net Other Financing Charges,-4067078838.65,-1363806130.3,-1347332675.63,-1879087900.3
Cash Dividends Paid,-3084876631.26,-2755792179.25,-1598433097.4,-912744101.67
Net Issuance Payments Of Debt,3319764821.88,178214624.82,1667957881.42,1071318150.0
Net Long Term Debt Issuance,3319764821.88,178214624.82,1667957881.42,1071318150.0
Long Term Debt Payments,-8470159769.43,-6665760526.12,-1664045610.21,-1209543500.0
Long Term Debt Issuance,11789924591.31,6843975150.94,3332003491.63,2280861650.0
Investing Cash Flow,-5518177126.75,-7560533563.71,-9690286278.61,-4838953001.39
Net Other Investing Changes,,,-21193032.64,-6936086294.95
Net Investment Purchase And Sale,-1530522123.16,-2038001903.42,160433411.42,2953013708.42
Sale Of Investment,11972145024.2,2883327245.0,1612262626.48,5773483117.5
Purchase Of Investment,-13502667147.36,-4921329148.42,-1451829215.06,-2820469409.08
Net Business Purchase And Sale,,-22091789.01,-161477089.0,-857689819.74
Purchase Of Business,,-22091789.01,-161477089.0,-857689819.74
Net PPE Purchase And Sale,-3987655003.59,-5500439871.28,-9668049568.39,-6934276890.07
Sale Of PPE,15837544.06,16118970.91,297638687.26,1809404.88
Purchase Of PPE,-4003492547.65,-5516558842.19,-9965688255.65,-6936086294.95
Operating Cash Flow,12406514834.59,13386911778.77,10616029916.68,4589288733.11
Change In Working Capital,-970376052.79,127889773.92,-252937137.58,-1208373744.11
Change In Other Current Assets,-44156932.49,232560344.31,44866817.55,-57847604.8
Change In Payable,767141307.65,1058302166.39,1182241300.29,3674284603.25
Change In Inventory,-914170842.65,977626158.3,498861701.19,-2991676387.01
Change In Receivables,-779189585.3,-2140598895.08,-1978906956.61,-1833134355.55
Other Non Cash Items,-196376038.4,241503592.64,36296942.6,256915758.6
Depreciation And Amortization,2782176203.25,2283570739.63,1693479388.73,1285760002.95
Amortization Cash Flow,164533512.69,157861503.22,143807886.43,117367502.4
Depreciation,2617642690.56,2125709236.41,1549671502.3,1168392500.55
Gain Loss On Investment Securities,-791119956.58,-196039869.45,-958027638.55,-1262881096.66
Gain Loss On Sale Of PPE,42297636.78,45228738.64,20995309.52,-258959899.01
Net Income From Continuing Operations,9567739539.18,9700260033.27,8902610544.95,5135947168.04
Cash Flowsfromusedin Operating Activities Direct,12406514834.59,13386911778.77,10616029916.68,4589288733.11
Taxes Refund Paid Direct,-1705738088.19,-603753041.92,-202224420.92,-165554250.85
Classesof Cash Payments,-27926856981.01,-26594954323.6,-29913982944.43,-19300266269.55
Other Cash Paymentsfrom Operating Activities,-2098548911.18,-1713991425.78,-1703415787.05,-1468887179.53
Paymentson Behalfof Employees,-10752651632.33,-10692458333.04,-10044730321.71,-7086772333.02
Paymentsto Suppliersfor Goodsand Services,-15075656437.5,-14188504564.78,-18165836835.67,-10744606757.0
Classesof Cash Receiptsfrom Operating Activities,42039109903.79,40585619144.29,40732237282.03,24055109253.51
Other Cash Receiptsfrom Operating Activities,1015938369.1,1227127258.49,770077559.58,512034544.15
Receiptsfrom Customers,41023171534.69,39358491885.8,39962159722.45,23543074709.36
